utc_ms,t,ox,oy,oz,dx,dy,dz,server_recv_utc_ms,session
,84.039,-0.0631,0.0335,-0.0154,-0.3803,-0.0982,0.9196,1766833623196,20251227T110648Z_250204b
,84.056,-0.0632,0.0334,-0.0149,-0.38,-0.0981,0.9198,1766833623196,20251227T110648Z_250204b
,84.07,-0.0633,0.0334,-0.0144,-0.3796,-0.0983,0.9199,1766833623196,20251227T110648Z_250204b
,84.087,-0.0634,0.0332,-0.014,-0.3792,-0.0987,0.92,1766833623196,20251227T110648Z_250204b
,84.108,-0.0635,0.0332,-0.0136,-0.3792,-0.0991,0.92,1766833623196,20251227T110648Z_250204b
,84.121,-0.0637,0.0333,-0.0131,-0.3792,-0.0989,0.92,1766833623196,20251227T110648Z_250204b
,84.138,-0.0638,0.0333,-0.0128,-0.3796,-0.0983,0.9199,1766833623196,20251227T110648Z_250204b
,84.154,-0.0639,0.0333,-0.0123,-0.3801,-0.0983,0.9197,1766833623196,20251227T110648Z_250204b
,84.171,-0.0641,0.0332,-0.0118,-0.3807,-0.0977,0.9195,1766833623196,20251227T110648Z_250204b
,84.188,-0.0642,0.033,-0.0114,-0.3813,-0.0981,0.9192,1766833623196,20251227T110648Z_250204b
,84.205,-0.0644,0.0329,-0.011,-0.3818,-0.0993,0.9189,1766833623196,20251227T110648Z_250204b
,84.222,-0.0646,0.0328,-0.0105,-0.3821,-0.0996,0.9187,1766833623196,20251227T110648Z_250204b
,84.24,-0.0648,0.033,-0.0101,-0.3826,-0.0996,0.9185,1766833623196,20251227T110648Z_250204b
,84.256,-0.0651,0.0329,-0.0097,-0.3829,-0.0991,0.9185,1766833623196,20251227T110648Z_250204b
,84.273,-0.0652,0.0328,-0.0093,-0.3834,-0.0988,0.9183,1766833623196,20251227T110648Z_250204b
,84.29,-0.0654,0.0329,-0.0089,-0.384,-0.0991,0.918,1766833623196,20251227T110648Z_250204b
,84.306,-0.0656,0.0328,-0.0082,-0.3843,-0.0985,0.9179,1766833623196,20251227T110648Z_250204b
,84.323,-0.0658,0.0327,-0.0079,-0.3845,-0.0988,0.9178,1766833623196,20251227T110648Z_250204b
,84.34,-0.0659,0.0325,-0.0074,-0.3843,-0.1006,0.9177,1766833623196,20251227T110648Z_250204b
,84.355,-0.0661,0.0325,-0.007,-0.3843,-0.1016,0.9176,1766833623196,20251227T110648Z_250204b
,84.372,-0.0662,0.0326,-0.0067,-0.3844,-0.1026,0.9174,1766833623196,20251227T110648Z_250204b
,84.387,-0.0663,0.0324,-0.0063,-0.3847,-0.103,0.9173,1766833623196,20251227T110648Z_250204b
,84.404,-0.0663,0.0323,-0.006,-0.385,-0.1038,0.9171,1766833623196,20251227T110648Z_250204b
,84.421,-0.0664,0.0321,-0.0056,-0.3852,-0.1049,0.9169,1766833623196,20251227T110648Z_250204b
,84.438,-0.0665,0.032,-0.0053,-0.3854,-0.1055,0.9167,1766833623196,20251227T110648Z_250204b
,84.454,-0.0665,0.032,-0.005,-0.3859,-0.1059,0.9165,1766833623196,20251227T110648Z_250204b
,84.471,-0.0665,0.0321,-0.0047,-0.3862,-0.105,0.9164,1766833623196,20251227T110648Z_250204b
,84.488,-0.0665,0.0321,-0.0044,-0.3864,-0.1045,0.9164,1766833623196,20251227T110648Z_250204b
,84.504,-0.0666,0.0321,-0.004,-0.3863,-0.1035,0.9165,1766833623196,20251227T110648Z_250204b
,84.521,-0.0666,0.0319,-0.0038,-0.3862,-0.1033,0.9166,1766833623196,20251227T110648Z_250204b
,84.538,-0.0666,0.0318,-0.0035,-0.386,-0.1043,0.9166,1766833623196,20251227T110648Z_250204b
,84.554,-0.0666,0.0318,-0.0033,-0.3857,-0.1042,0.9167,1766833623196,20251227T110648Z_250204b
,84.571,-0.0665,0.0319,-0.0033,-0.3858,-0.1051,0.9166,1766833623196,20251227T110648Z_250204b
,84.588,-0.0665,0.0319,-0.003,-0.3859,-0.104,0.9167,1766833623196,20251227T110648Z_250204b
,84.604,-0.0664,0.032,-0.0028,-0.386,-0.1029,0.9168,1766833623196,20251227T110648Z_250204b
,84.621,-0.0663,0.0319,-0.0025,-0.3858,-0.1031,0.9168,1766833623196,20251227T110648Z_250204b
,84.639,-0.0663,0.0318,-0.0024,-0.3856,-0.103,0.9169,1766833623196,20251227T110648Z_250204b
,84.655,-0.0662,0.0318,-0.0022,-0.3855,-0.1032,0.9169,1766833623196,20251227T110648Z_250204b
,84.671,-0.066,0.0318,-0.002,-0.3853,-0.1031,0.917,1766833623196,20251227T110648Z_250204b
,84.688,-0.0659,0.0319,-0.0019,-0.3852,-0.1026,0.9171,1766833623196,20251227T110648Z_250204b
,84.704,-0.0658,0.0318,-0.0017,-0.3848,-0.1021,0.9173,1766833623196,20251227T110648Z_250204b
,84.722,-0.0657,0.0318,-0.0015,-0.3845,-0.1023,0.9174,1766833623196,20251227T110648Z_250204b
,84.74,-0.0655,0.0318,-0.0013,-0.3842,-0.102,0.9176,1766833623196,20251227T110648Z_250204b
,84.756,-0.0653,0.0319,-0.0013,-0.3841,-0.102,0.9176,1766833623196,20251227T110648Z_250204b
,84.773,-0.0652,0.0319,-0.0011,-0.3838,-0.1016,0.9178,1766833623196,20251227T110648Z_250204b
,84.789,-0.065,0.032,-0.0009,-0.3834,-0.101,0.918,1766833623196,20251227T110648Z_250204b
,84.806,-0.0649,0.0319,-0.0007,-0.3832,-0.1004,0.9182,1766833623196,20251227T110648Z_250204b
,84.823,-0.0648,0.0318,-0.0006,-0.3829,-0.1006,0.9183,1766833623196,20251227T110648Z_250204b
,84.839,-0.0647,0.0318,-0.0005,-0.3828,-0.1011,0.9183,1766833623196,20251227T110648Z_250204b
,84.856,-0.0645,0.0319,-0.0004,-0.3829,-0.1011,0.9183,1766833623196,20251227T110648Z_250204b
,84.873,-0.0644,0.032,-0.0003,-0.3828,-0.1001,0.9184,1766833623196,20251227T110648Z_250204b
,84.89,-0.0643,0.032,0,-0.3825,-0.0992,0.9186,1766833623196,20251227T110648Z_250204b
,84.906,-0.0642,0.0319,0.0002,-0.3823,-0.0985,0.9188,1766833623196,20251227T110648Z_250204b
,84.923,-0.064,0.0319,0.0003,-0.3822,-0.0981,0.9188,1766833623196,20251227T110648Z_250204b
,84.939,-0.0639,0.0319,0.0004,-0.3822,-0.0983,0.9188,1766833623196,20251227T110648Z_250204b
,84.956,-0.0637,0.0319,0.0006,-0.3821,-0.0984,0.9189,1766833623196,20251227T110648Z_250204b
,84.972,-0.0636,0.0319,0.0008,-0.3821,-0.0983,0.9189,1766833623196,20251227T110648Z_250204b
,84.989,-0.0635,0.0319,0.0009,-0.3821,-0.0979,0.9189,1766833623196,20251227T110648Z_250204b
,85.006,-0.0633,0.0319,0.0011,-0.3821,-0.0975,0.919,1766833623196,20251227T110648Z_250204b
,85.022,-0.0632,0.0319,0.0013,-0.3818,-0.0972,0.9191,1766833623196,20251227T110648Z_250204b
,85.04,-0.0631,0.0319,0.0014,-0.3816,-0.0971,0.9192,1766833623196,20251227T110648Z_250204b
,85.056,-0.063,0.0318,0.0016,-0.3815,-0.097,0.9193,1766833623196,20251227T110648Z_250204b
,85.073,-0.0628,0.032,0.0019,-0.3815,-0.0968,0.9193,1766833623196,20251227T110648Z_250204b
,85.09,-0.0627,0.032,0.0022,-0.3814,-0.0953,0.9195,1766833623196,20251227T110648Z_250204b
,85.105,-0.0627,0.0319,0.0024,-0.3811,-0.0954,0.9196,1766833623196,20251227T110648Z_250204b
,85.121,-0.0625,0.0318,0.0025,-0.3811,-0.0966,0.9195,1766833623196,20251227T110648Z_250204b
,85.138,-0.0625,0.0318,0.0027,-0.3809,-0.0974,0.9195,1766833623196,20251227T110648Z_250204b
,85.154,-0.0624,0.0317,0.0028,-0.381,-0.0979,0.9194,1766833623196,20251227T110648Z_250204b
,85.172,-0.0623,0.0318,0.003,-0.3809,-0.0983,0.9194,1766833623196,20251227T110648Z_250204b
,85.188,-0.0622,0.0317,0.0031,-0.3807,-0.0981,0.9195,1766833623196,20251227T110648Z_250204b
,85.203,-0.0621,0.0317,0.0033,-0.3804,-0.0983,0.9196,1766833623196,20251227T110648Z_250204b
,85.221,-0.0621,0.0315,0.0033,-0.3804,-0.0991,0.9195,1766833623196,20251227T110648Z_250204b
,85.238,-0.0619,0.0315,0.0034,-0.3807,-0.0993,0.9193,1766833623196,20251227T110648Z_250204b
,85.254,-0.0618,0.0315,0.0035,-0.3809,-0.0995,0.9192,1766833623196,20251227T110648Z_250204b
,85.27,-0.0617,0.0314,0.0036,-0.3812,-0.0995,0.9191,1766833623196,20251227T110648Z_250204b
,85.287,-0.0616,0.0316,0.0038,-0.3814,-0.0993,0.919,1766833623196,20251227T110648Z_250204b
,85.303,-0.0616,0.0316,0.0039,-0.3816,-0.0988,0.919,1766833623196,20251227T110648Z_250204b
,85.321,-0.0615,0.0316,0.0041,-0.3816,-0.0983,0.9191,1766833623196,20251227T110648Z_250204b
,85.338,-0.0614,0.0314,0.0041,-0.3818,-0.0981,0.919,1766833623196,20251227T110648Z_250204b
,85.354,-0.0614,0.0315,0.0042,-0.3818,-0.0988,0.9189,1766833623196,20251227T110648Z_250204b
,85.371,-0.0613,0.0316,0.0043,-0.3821,-0.0979,0.9189,1766833623196,20251227T110648Z_250204b
,85.387,-0.0612,0.0316,0.0044,-0.3822,-0.097,0.919,1766833623196,20251227T110648Z_250204b
,85.405,-0.0612,0.0315,0.0044,-0.3823,-0.0966,0.919,1766833623196,20251227T110648Z_250204b
,85.422,-0.0612,0.0315,0.0045,-0.3827,-0.097,0.9188,1766833623196,20251227T110648Z_250204b
,85.439,-0.0612,0.0315,0.0046,-0.3829,-0.097,0.9187,1766833623196,20251227T110648Z_250204b
,85.456,-0.0613,0.0314,0.0046,-0.3831,-0.097,0.9186,1766833623196,20251227T110648Z_250204b
,85.473,-0.0613,0.0315,0.0047,-0.3835,-0.0974,0.9184,1766833623196,20251227T110648Z_250204b
,85.49,-0.0612,0.0314,0.0047,-0.3839,-0.0973,0.9183,1766833623196,20251227T110648Z_250204b
,85.506,-0.0612,0.0314,0.0048,-0.3841,-0.0974,0.9181,1766833623196,20251227T110648Z_250204b
,85.523,-0.0612,0.0315,0.0049,-0.3842,-0.0974,0.9181,1766833623196,20251227T110648Z_250204b
,85.54,-0.0612,0.0314,0.0049,-0.3842,-0.0967,0.9182,1766833623196,20251227T110648Z_250204b
,85.556,-0.0611,0.0314,0.005,-0.3842,-0.0969,0.9181,1766833623196,20251227T110648Z_250204b
,85.573,-0.0611,0.0314,0.005,-0.3842,-0.0971,0.9181,1766833623196,20251227T110648Z_250204b
,85.589,-0.0611,0.0315,0.0051,-0.3841,-0.0965,0.9182,1766833623196,20251227T110648Z_250204b
,85.606,-0.0611,0.0315,0.0051,-0.3841,-0.0963,0.9183,1766833623196,20251227T110648Z_250204b
,85.622,-0.0611,0.0315,0.0051,-0.3844,-0.0959,0.9182,1766833623196,20251227T110648Z_250204b
,85.64,-0.0611,0.0315,0.0052,-0.3847,-0.0954,0.9181,1766833623196,20251227T110648Z_250204b
,85.656,-0.061,0.0315,0.0053,-0.3849,-0.0956,0.918,1766833623196,20251227T110648Z_250204b
,85.673,-0.0609,0.0315,0.0055,-0.3851,-0.095,0.918,1766833623196,20251227T110648Z_250204b
,85.689,-0.0609,0.0315,0.0055,-0.3853,-0.0945,0.9179,1766833623196,20251227T110648Z_250204b
,85.706,-0.0609,0.0316,0.0056,-0.3853,-0.0944,0.9179,1766833623196,20251227T110648Z_250204b
,85.723,-0.0609,0.0316,0.0057,-0.3854,-0.0931,0.918,1766833623196,20251227T110648Z_250204b
,85.739,-0.0608,0.0316,0.0058,-0.3857,-0.0929,0.9179,1766833623196,20251227T110648Z_250204b
,85.756,-0.0607,0.0315,0.0058,-0.3861,-0.0934,0.9177,1766833623196,20251227T110648Z_250204b
,85.772,-0.0607,0.0315,0.0058,-0.3862,-0.0933,0.9177,1766833623196,20251227T110648Z_250204b
,85.79,-0.0607,0.0317,0.006,-0.3861,-0.093,0.9177,1766833623196,20251227T110648Z_250204b
,85.806,-0.0607,0.0316,0.0061,-0.3862,-0.0916,0.9179,1766833623196,20251227T110648Z_250204b
,85.822,-0.0607,0.0315,0.006,-0.3864,-0.0917,0.9178,1766833623196,20251227T110648Z_250204b
,85.839,-0.0607,0.0313,0.006,-0.3869,-0.0926,0.9175,1766833623196,20251227T110648Z_250204b
,85.856,-0.0606,0.0314,0.006,-0.3876,-0.0933,0.9171,1766833623196,20251227T110648Z_250204b
,85.873,-0.0605,0.0316,0.0061,-0.3881,-0.093,0.9169,1766833623196,20251227T110648Z_250204b
,85.89,-0.0605,0.0318,0.0062,-0.3884,-0.0913,0.917,1766833623196,20251227T110648Z_250204b
,85.906,-0.0605,0.0317,0.0062,-0.3884,-0.0913,0.9169,1766833623196,20251227T110648Z_250204b
,85.923,-0.0605,0.0316,0.0061,-0.3887,-0.092,0.9167,1766833623196,20251227T110648Z_250204b
,85.94,-0.0604,0.0317,0.0061,-0.3894,-0.0922,0.9165,1766833623196,20251227T110648Z_250204b
,85.956,-0.0603,0.0319,0.0062,-0.3898,-0.0922,0.9163,1766833623196,20251227T110648Z_250204b
,85.973,-0.0601,0.0318,0.0063,-0.3898,-0.0916,0.9163,1766833623196,20251227T110648Z_250204b
,85.99,-0.06,0.032,0.0063,-0.3896,-0.0912,0.9164,1766833623196,20251227T110648Z_250204b
,86.006,-0.06,0.0321,0.0064,-0.3892,-0.0899,0.9168,1766833623196,20251227T110648Z_250204b
,86.023,-0.0599,0.0318,0.0063,-0.3888,-0.089,0.917,1766833623196,20251227T110648Z_250204b
,86.042,-0.0598,0.0318,0.0063,-0.3886,-0.0904,0.917,1766833623196,20251227T110648Z_250204b
,86.057,-0.0597,0.032,0.0064,-0.3884,-0.0897,0.9171,1766833623196,20251227T110648Z_250204b
,86.072,-0.0596,0.0323,0.0065,-0.388,-0.0881,0.9174,1766833623196,20251227T110648Z_250204b
,86.088,-0.0596,0.0324,0.0067,-0.3876,-0.0862,0.9178,1766833623196,20251227T110648Z_250204b
,86.106,-0.0596,0.0322,0.0067,-0.3873,-0.0854,0.918,1766833623196,20251227T110648Z_250204b
,86.121,-0.0595,0.0321,0.0067,-0.3875,-0.0859,0.9179,1766833623196,20251227T110648Z_250204b
,86.138,-0.0595,0.0319,0.0066,-0.3882,-0.0871,0.9174,1766833623196,20251227T110648Z_250204b
,86.155,-0.0594,0.0319,0.0066,-0.3893,-0.0874,0.917,1766833623196,20251227T110648Z_250204b
,86.171,-0.0593,0.0321,0.0067,-0.3898,-0.0874,0.9167,1766833623196,20251227T110648Z_250204b
,86.188,-0.0594,0.032,0.0069,-0.3901,-0.0863,0.9167,1766833623196,20251227T110648Z_250204b
,86.204,-0.0594,0.0319,0.0069,-0.3903,-0.0858,0.9167,1766833623196,20251227T110648Z_250204b
,86.222,-0.0593,0.0317,0.0068,-0.3909,-0.0877,0.9163,1766833623196,20251227T110648Z_250204b
,86.24,-0.0593,0.0316,0.0069,-0.3911,-0.0884,0.9161,1766833623196,20251227T110648Z_250204b
,86.256,-0.0592,0.0316,0.0069,-0.3912,-0.089,0.916,1766833623196,20251227T110648Z_250204b
,86.273,-0.0593,0.0317,0.0069,-0.3911,-0.0894,0.916,1766833623196,20251227T110648Z_250204b
,86.291,-0.0593,0.0316,0.007,-0.3911,-0.0888,0.916,1766833623196,20251227T110648Z_250204b
,86.315,-0.0592,0.0315,0.007,-0.3915,-0.0897,0.9158,1766833623196,20251227T110648Z_250204b
,86.338,-0.0592,0.0316,0.007,-0.3915,-0.0895,0.9158,1766833623196,20251227T110648Z_250204b
,86.358,-0.0592,0.0316,0.0071,-0.3914,-0.0891,0.9159,1766833623196,20251227T110648Z_250204b
,86.374,-0.0592,0.0315,0.0072,-0.3915,-0.0889,0.9159,1766833623196,20251227T110648Z_250204b
,86.389,-0.0593,0.0314,0.0073,-0.3914,-0.0889,0.9159,1766833623196,20251227T110648Z_250204b
,86.406,-0.0592,0.0313,0.0072,-0.3916,-0.0898,0.9158,1766833623196,20251227T110648Z_250204b
,86.422,-0.0592,0.0313,0.0073,-0.3917,-0.0904,0.9156,1766833623196,20251227T110648Z_250204b
,86.438,-0.0592,0.0315,0.0073,-0.392,-0.0904,0.9155,1766833623196,20251227T110648Z_250204b
,86.453,-0.0593,0.0317,0.0076,-0.3922,-0.0889,0.9156,1766833623196,20251227T110648Z_250204b
,86.47,-0.0593,0.0316,0.0077,-0.3925,-0.0869,0.9156,1766833623196,20251227T110648Z_250204b
,86.487,-0.0594,0.0313,0.0077,-0.393,-0.0868,0.9154,1766833623196,20251227T110648Z_250204b
,86.503,-0.0594,0.0313,0.0078,-0.3939,-0.0876,0.915,1766833623196,20251227T110648Z_250204b
