t,ox,oy,oz,dx,dy,dz
7843.877,-0.6803,0.5273,0.063,-0.0757,0.2917,0.9535
7843.894,-0.6803,0.5273,0.063,-0.0764,0.2915,0.9535
7843.911,-0.6803,0.5274,0.0629,-0.0769,0.2915,0.9535
7843.927,-0.6804,0.5274,0.0629,-0.0774,0.2913,0.9535
7843.944,-0.6804,0.5275,0.0628,-0.078,0.2917,0.9533
7843.961,-0.6804,0.5275,0.0627,-0.0787,0.2914,0.9534
7843.979,-0.6804,0.5276,0.0627,-0.0791,0.2925,0.953
7843.995,-0.6803,0.5276,0.0626,-0.0791,0.2929,0.9529
7844.011,-0.6802,0.5275,0.0626,-0.0787,0.2932,0.9528
7844.027,-0.6802,0.5276,0.0626,-0.078,0.2936,0.9527
7844.044,-0.6803,0.5276,0.0625,-0.078,0.2934,0.9528
7844.061,-0.6802,0.5276,0.0625,-0.0781,0.294,0.9526
7844.078,-0.6801,0.5276,0.0625,-0.0779,0.2941,0.9526
7844.094,-0.6801,0.5276,0.0625,-0.0773,0.2937,0.9528
7844.11,-0.6801,0.5275,0.0625,-0.0768,0.2933,0.9529
7844.126,-0.6802,0.5275,0.0624,-0.0769,0.2926,0.9531
7844.143,-0.6801,0.5275,0.0624,-0.0769,0.2927,0.9531
7844.16,-0.6801,0.5275,0.0624,-0.0769,0.2925,0.9532
7844.177,-0.6801,0.5275,0.0624,-0.0769,0.2923,0.9532
7844.194,-0.6801,0.5275,0.0623,-0.0768,0.2924,0.9532
7844.211,-0.6802,0.5275,0.0624,-0.0769,0.2925,0.9532
7844.227,-0.6803,0.5275,0.0623,-0.077,0.2924,0.9532
7844.246,-0.6803,0.5275,0.0623,-0.0773,0.2921,0.9532
7844.261,-0.6804,0.5275,0.0624,-0.0777,0.2921,0.9532
7844.278,-0.6804,0.5275,0.0623,-0.0781,0.2922,0.9532
7844.294,-0.6805,0.5274,0.0623,-0.0786,0.2921,0.9532
7844.311,-0.6805,0.5275,0.0623,-0.0791,0.2923,0.9531
7844.328,-0.6805,0.5274,0.0623,-0.0795,0.2922,0.9531
7844.346,-0.6806,0.5274,0.0623,-0.0796,0.2919,0.9531
7844.361,-0.6807,0.5274,0.0623,-0.0799,0.2919,0.9531
7844.375,-0.6807,0.5274,0.0621,-0.0803,0.2918,0.9531
7844.394,-0.6808,0.5274,0.0622,-0.0805,0.2918,0.9531
7844.41,-0.6808,0.5275,0.062,-0.0809,0.2919,0.953
7844.425,-0.6809,0.5275,0.0621,-0.0808,0.2924,0.9529
7844.443,-0.681,0.5274,0.062,-0.0812,0.2922,0.9529
7844.458,-0.6811,0.5275,0.062,-0.0819,0.2929,0.9526
7844.475,-0.6811,0.5275,0.0621,-0.0826,0.2926,0.9527
7844.493,-0.6811,0.5275,0.0621,-0.0827,0.2935,0.9524
7844.51,-0.6812,0.5274,0.0621,-0.0827,0.292,0.9528
7844.526,-0.6814,0.5274,0.062,-0.083,0.2912,0.9531
7844.543,-0.6815,0.5276,0.0619,-0.0837,0.2913,0.953
7844.56,-0.6815,0.5276,0.0618,-0.0845,0.2911,0.953
7844.577,-0.6816,0.5275,0.0618,-0.085,0.2913,0.9529
7844.593,-0.6817,0.5275,0.0617,-0.0857,0.2912,0.9528
7844.611,-0.6818,0.5274,0.0616,-0.0867,0.2913,0.9527
7844.627,-0.6819,0.5274,0.0615,-0.0877,0.291,0.9527
7844.644,-0.682,0.5275,0.0614,-0.0888,0.2911,0.9526
7844.662,-0.682,0.5274,0.0614,-0.0897,0.2911,0.9525
7844.678,-0.682,0.5276,0.0613,-0.0904,0.291,0.9524
7844.693,-0.6821,0.5276,0.0612,-0.091,0.2912,0.9523
7844.709,-0.6821,0.5275,0.0611,-0.0918,0.2913,0.9522
7844.726,-0.6822,0.5276,0.0609,-0.0928,0.2907,0.9523
7844.743,-0.6823,0.5276,0.0608,-0.0938,0.2914,0.952
7844.76,-0.6823,0.5276,0.0608,-0.0947,0.2917,0.9518
7844.776,-0.6823,0.5276,0.0607,-0.0954,0.2914,0.9518
7844.794,-0.6824,0.5276,0.0606,-0.0962,0.2915,0.9517
7844.811,-0.6824,0.5277,0.0605,-0.0969,0.2919,0.9515
7844.827,-0.6823,0.5277,0.0605,-0.0975,0.2924,0.9513
7844.844,-0.6823,0.5277,0.0604,-0.0977,0.2925,0.9513
7844.861,-0.6823,0.5277,0.0603,-0.0978,0.2924,0.9513
7844.878,-0.6822,0.5277,0.0601,-0.0977,0.2927,0.9512
7844.895,-0.6821,0.5278,0.0601,-0.0972,0.2931,0.9511
7844.911,-0.682,0.5278,0.06,-0.0966,0.2933,0.9511
7844.928,-0.682,0.5279,0.0599,-0.0959,0.2935,0.9511
7844.945,-0.682,0.5279,0.0597,-0.0954,0.2939,0.9511
7844.961,-0.6819,0.528,0.0596,-0.0951,0.2942,0.951
7844.977,-0.6819,0.528,0.0595,-0.0946,0.2946,0.9509
7844.995,-0.6819,0.528,0.0594,-0.0942,0.2948,0.9509
7845.011,-0.6819,0.528,0.0594,-0.0942,0.2949,0.9509
7845.027,-0.682,0.528,0.0593,-0.0946,0.2952,0.9507
7845.044,-0.682,0.5281,0.0593,-0.0949,0.2955,0.9506
7845.061,-0.682,0.5281,0.0593,-0.0951,0.2958,0.9505
7845.079,-0.682,0.5281,0.0592,-0.0955,0.2957,0.9505
7845.095,-0.682,0.5283,0.0591,-0.0959,0.2961,0.9503
7845.111,-0.682,0.5282,0.0591,-0.0962,0.2966,0.9501
7845.126,-0.682,0.5282,0.0591,-0.0965,0.2965,0.9501
7845.143,-0.682,0.5282,0.0591,-0.0967,0.2966,0.9501
7845.16,-0.682,0.5282,0.0592,-0.0965,0.2971,0.95
7845.177,-0.6821,0.5281,0.0592,-0.0969,0.2964,0.9501
7845.194,-0.682,0.5282,0.0592,-0.0972,0.2968,0.95
7845.211,-0.682,0.5282,0.0593,-0.097,0.2966,0.9501
7845.228,-0.682,0.5282,0.0594,-0.0966,0.297,0.95
7845.245,-0.6821,0.5281,0.0594,-0.0964,0.2962,0.9502
7845.261,-0.6822,0.5281,0.0593,-0.0965,0.2949,0.9506
7845.278,-0.6822,0.5281,0.0593,-0.0968,0.295,0.9506
7845.294,-0.6823,0.5281,0.0593,-0.0973,0.2952,0.9505
7845.311,-0.6823,0.5282,0.0593,-0.0977,0.2951,0.9504
7845.328,-0.6824,0.5282,0.0593,-0.0983,0.2953,0.9503
7845.344,-0.6824,0.5281,0.0593,-0.099,0.2955,0.9502
7845.361,-0.6825,0.5281,0.0594,-0.0994,0.2957,0.9501
7845.378,-0.6825,0.5281,0.0594,-0.1,0.2958,0.95
7845.394,-0.6826,0.5281,0.0595,-0.1003,0.2958,0.95
7845.411,-0.6826,0.5281,0.0594,-0.1004,0.2959,0.9499
7845.427,-0.6826,0.528,0.0594,-0.1005,0.296,0.9499
7845.444,-0.6827,0.5282,0.0594,-0.1008,0.2952,0.9501
7845.461,-0.6827,0.5281,0.0594,-0.1012,0.2964,0.9497
7845.477,-0.6827,0.5281,0.0595,-0.1011,0.2963,0.9497
7845.494,-0.6827,0.5281,0.0595,-0.1012,0.296,0.9498
7845.51,-0.6827,0.5282,0.0595,-0.1012,0.2964,0.9497
7845.526,-0.6827,0.5281,0.0594,-0.1015,0.2965,0.9496
7845.542,-0.6827,0.5281,0.0596,-0.1014,0.2966,0.9496
7845.561,-0.6827,0.5281,0.0596,-0.1013,0.2968,0.9496
7845.578,-0.6827,0.5281,0.0596,-0.101,0.2967,0.9496
7845.597,-0.6827,0.5281,0.0596,-0.1008,0.2966,0.9497
7845.609,-0.6827,0.5281,0.0597,-0.1006,0.2965,0.9497
