t_lsl,t_rel,ox,oy,oz,dx,dy,dz
1908517.303987,22.199745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908517.321987,22.217745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.334987,22.230745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.349987,22.245745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.365987,22.261745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.382987,22.278745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.400987,22.296745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908517.417987,22.313745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.434987,22.330745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.450987,22.346745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.467987,22.363745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908517.484987,22.380745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.861
1908517.503987,22.399745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908517.519987,22.415745,0.0075,-0.0022,-0.0332,0.5084,0.0202,-0.8609
1908517.536987,22.432745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908517.552987,22.448745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908517.569987,22.465745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.586987,22.482745,0.0075,-0.0023,-0.0332,0.5083,0.0201,-0.8609
1908517.602987,22.498745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.619987,22.515745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.635987,22.531745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.652987,22.548745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908517.669987,22.565745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.686987,22.582745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.702987,22.598745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908517.719987,22.615745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.735987,22.631745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.752987,22.648745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.769987,22.665745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908517.786987,22.682745,0.0075,-0.0023,-0.0333,0.5083,0.0201,-0.8609
1908517.802987,22.698745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.819987,22.715745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.836987,22.732745,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908517.852987,22.748745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.869987,22.765745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.885987,22.781745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.902987,22.798745,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908517.919987,22.815745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908517.935987,22.831745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908517.952987,22.848745,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908517.969987,22.865745,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908517.986987,22.882745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.002987,22.898745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.019987,22.915745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.036987,22.932745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908518.052987,22.948745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.068987,22.964745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908518.086987,22.982745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.102987,22.998745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.118987,23.014745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908518.136987,23.032745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908518.152987,23.048745,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908518.169987,23.065745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.186987,23.082745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908518.203987,23.099745,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908518.219987,23.115745,0.0075,-0.0023,-0.0333,0.5083,0.0202,-0.8609
1908518.236987,23.132745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.252987,23.148745,0.0075,-0.0023,-0.0332,0.5085,0.0203,-0.8608
1908518.269987,23.165745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.286987,23.182745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.302987,23.198745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908518.319987,23.215745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.336987,23.232745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.352987,23.248745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.369987,23.265745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.386987,23.282745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.402987,23.298745,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908518.419987,23.315745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.436987,23.332745,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8608
1908518.451987,23.347745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908518.468987,23.364745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908518.485987,23.381745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908518.502987,23.398745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908518.519987,23.415745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.538987,23.434745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908518.551987,23.447745,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908518.566987,23.462745,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8608
1908518.582987,23.478745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.599987,23.495745,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8608
1908518.616987,23.512745,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8608
1908518.632987,23.528745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.649987,23.545745,0.0075,-0.0023,-0.0333,0.5085,0.0203,-0.8608
1908518.666987,23.562745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8609
1908518.682987,23.578745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.699987,23.595745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.715987,23.611745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908518.732987,23.628745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908518.750987,23.646745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908518.767987,23.663745,0.0075,-0.0023,-0.0333,0.5085,0.02,-0.8608
1908518.784987,23.680745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8609
1908518.801987,23.697745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908518.818987,23.714745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908518.835987,23.731745,0.0074,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908518.852987,23.748745,0.0074,-0.0023,-0.0333,0.5086,0.0201,-0.8608
1908518.868987,23.764745,0.0075,-0.0022,-0.0333,0.5085,0.0202,-0.8608
1908518.886987,23.782745,0.0075,-0.0022,-0.0333,0.5084,0.0202,-0.8609
1908518.902987,23.798745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908518.919987,23.815745,0.0075,-0.0022,-0.0333,0.5085,0.0201,-0.8608
1908518.935987,23.831745,0.0075,-0.0022,-0.0333,0.5084,0.0202,-0.8609
1908518.952987,23.848745,0.0075,-0.0022,-0.0333,0.5085,0.0202,-0.8608
1908518.969987,23.865745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908518.985987,23.881745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.002987,23.898745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.019987,23.915745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.036987,23.932745,0.0075,-0.0023,-0.0333,0.5086,0.0202,-0.8608
1908519.052987,23.948745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.069987,23.965745,0.0075,-0.0022,-0.0333,0.5085,0.0202,-0.8608
1908519.086987,23.982745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.102987,23.998745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.119987,24.015745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.136987,24.032745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.152987,24.048745,0.0075,-0.0023,-0.0333,0.5086,0.0201,-0.8608
1908519.169987,24.065745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.186987,24.082745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.203987,24.099745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.218987,24.114745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.234987,24.130745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.251987,24.147745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.267987,24.163745,0.0075,-0.0024,-0.0333,0.5085,0.0201,-0.8609
1908519.285987,24.181745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.302987,24.198745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.319987,24.215745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.336987,24.232745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8609
1908519.352987,24.248745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.369987,24.265745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.385987,24.281745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.402987,24.298745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.419987,24.315745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.436987,24.332745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.452987,24.348745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.469987,24.365745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.486987,24.382745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.503987,24.399745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.519987,24.415745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.534987,24.430745,0.0075,-0.0023,-0.0334,0.5084,0.0201,-0.8609
1908519.551987,24.447745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.567987,24.463745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8608
1908519.583987,24.479745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.600987,24.496745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.616987,24.512745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.632987,24.528745,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8609
1908519.649987,24.545745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.666987,24.562745,0.0076,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.682987,24.578745,0.0075,-0.0023,-0.0333,0.5085,0.0203,-0.8609
1908519.699987,24.595745,0.0075,-0.0023,-0.0334,0.5085,0.0202,-0.8609
1908519.716987,24.612745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.732987,24.628745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.748987,24.644745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.765987,24.661745,0.0075,-0.0023,-0.0333,0.5085,0.0203,-0.8608
1908519.781987,24.677745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.799987,24.695745,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908519.816987,24.712745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.832987,24.728745,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908519.850987,24.746745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.867987,24.763745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.883987,24.779745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908519.900987,24.796745,0.0075,-0.0023,-0.0333,0.5083,0.0203,-0.8609
1908519.917987,24.813745,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908519.934987,24.830745,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908519.952987,24.848745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908519.969987,24.865745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908519.985987,24.881745,0.0075,-0.0024,-0.0333,0.5084,0.0201,-0.8609
1908520.002987,24.898745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.019987,24.915745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.035987,24.931745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908520.052987,24.948745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908520.068987,24.964745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.086987,24.982745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.102987,24.998745,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908520.119987,25.015745,0.0075,-0.0024,-0.0333,0.5083,0.0202,-0.8609
1908520.135987,25.031745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.151987,25.047745,0.0075,-0.0024,-0.0333,0.5083,0.0204,-0.8609
1908520.169987,25.065745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908520.185987,25.081745,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908520.201987,25.097745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908520.217987,25.113745,0.0075,-0.0023,-0.0333,0.5084,0.0204,-0.8609
1908520.234987,25.130745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.250987,25.146745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.267987,25.163745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.284987,25.180745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.301987,25.197745,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908520.319987,25.215745,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908520.333987,25.229745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.349987,25.245745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.366987,25.262745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908520.382987,25.278745,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908520.400987,25.296745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908520.417987,25.313745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.434987,25.330745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.450987,25.346745,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908520.467987,25.363745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.485987,25.381745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.502987,25.398745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.519987,25.415745,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908520.536987,25.432745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908520.552987,25.448745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.570987,25.466745,0.0075,-0.0024,-0.0332,0.5084,0.0201,-0.8609
1908520.586987,25.482745,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908520.602987,25.498745,0.0075,-0.0024,-0.0332,0.5083,0.0205,-0.8609
1908520.619987,25.515745,0.0075,-0.0024,-0.0331,0.5084,0.0204,-0.8609
1908520.636987,25.532745,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908520.652987,25.548745,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908520.669987,25.565745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908520.686987,25.582745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.702987,25.598745,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908520.719987,25.615745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.736987,25.632745,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908520.752987,25.648745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908520.769987,25.665745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.785987,25.681745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.803987,25.699745,0.0075,-0.0024,-0.0331,0.5084,0.0204,-0.8609
1908520.819987,25.715745,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908520.836987,25.732745,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908520.852987,25.748745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908520.869987,25.765745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.886987,25.782745,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908520.901987,25.797745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.919987,25.815745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908520.936987,25.832745,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908520.952987,25.848745,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908520.969987,25.865745,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908520.986987,25.882745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.002987,25.898745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.019987,25.915745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.035987,25.931745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.053987,25.949745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.069987,25.965745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.086987,25.982745,0.0075,-0.0024,-0.0332,0.5085,0.0204,-0.8608
1908521.102987,25.998745,0.0075,-0.0024,-0.0333,0.5083,0.0203,-0.8609
1908521.118987,26.014745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.136987,26.032745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.152987,26.048745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.169987,26.065745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.193987,26.089745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.210987,26.106745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.223987,26.119745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.235987,26.131745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.251987,26.147745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.267987,26.163745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.284987,26.180745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.300987,26.196745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.318987,26.214745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.335987,26.231745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908521.352987,26.248745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.369987,26.265745,0.0075,-0.0024,-0.0331,0.5084,0.0204,-0.8609
1908521.386987,26.282745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.402987,26.298745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.419987,26.315745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.436987,26.332745,0.0075,-0.0025,-0.0332,0.5083,0.0204,-0.8609
1908521.452987,26.348745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.469987,26.365745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908521.485987,26.381745,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908521.502987,26.398745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.519987,26.415745,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908521.537987,26.433745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.551987,26.447745,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908521.566987,26.462745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.582987,26.478745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908521.600987,26.496745,0.0075,-0.0025,-0.0332,0.5084,0.0203,-0.8609
1908521.616987,26.512745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.632987,26.528745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.649987,26.545745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.665987,26.561745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.682987,26.578745,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908521.698987,26.594745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.715987,26.611745,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908521.732987,26.628745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.750987,26.646745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.767987,26.663745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.784987,26.680745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.800987,26.696745,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908521.817987,26.713745,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908521.834987,26.730745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.850987,26.746745,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908521.868987,26.764745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.885987,26.781745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908521.902987,26.798745,0.0075,-0.0024,-0.0331,0.5084,0.0204,-0.8609
1908521.919987,26.815745,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908521.935987,26.831745,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908521.952987,26.848745,0.0075,-0.0023,-0.0331,0.5084,0.0203,-0.8609
1908521.968987,26.864745,0.0075,-0.0023,-0.0331,0.5084,0.0203,-0.8609
1908521.985987,26.881745,0.0075,-0.0024,-0.0331,0.5083,0.0203,-0.8609
