t,ox,oy,oz,dx,dy,dz
83.878,0.6056,-0.5234,0.1149,0.5219,-0.0422,-0.852
83.895,0.6056,-0.5235,0.1149,0.5219,-0.0422,-0.8519
83.912,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.8519
83.928,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.8519
83.947,0.6056,-0.5234,0.1149,0.522,-0.0422,-0.8519
83.96,0.6056,-0.5234,0.1149,0.522,-0.0422,-0.8519
83.976,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.852
83.994,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
84.01,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.8519
84.027,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
84.044,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.8519
84.061,0.6056,-0.5234,0.1149,0.522,-0.0422,-0.8519
84.078,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
84.097,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.8519
84.113,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
84.127,0.6056,-0.5234,0.1149,0.522,-0.0422,-0.8519
84.143,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
84.159,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
84.177,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
84.194,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
84.211,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
84.227,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.852
84.244,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
84.261,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
84.279,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
84.296,0.6056,-0.5235,0.1148,0.522,-0.0422,-0.8519
84.312,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.8519
84.327,0.6056,-0.5235,0.1148,0.5219,-0.0422,-0.8519
84.343,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.8519
84.359,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.852
84.376,0.6056,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.393,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.852
84.41,0.6056,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.427,0.6056,-0.5235,0.1148,0.522,-0.0422,-0.8519
84.444,0.6056,-0.5235,0.1147,0.5219,-0.0422,-0.852
84.461,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.852
84.479,0.6056,-0.5235,0.1147,0.5219,-0.0422,-0.852
84.497,0.6056,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.515,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.8519
84.528,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.8519
84.559,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
84.576,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.8519
84.594,0.6057,-0.5235,0.1148,0.5219,-0.042,-0.8519
84.611,0.6057,-0.5235,0.1148,0.5218,-0.0422,-0.852
84.627,0.6057,-0.5235,0.1148,0.522,-0.0421,-0.8519
84.644,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.662,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.8519
84.68,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.697,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.713,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.728,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.746,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.8519
84.762,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.8519
84.779,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
84.796,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
84.813,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
84.83,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
84.846,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
84.863,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.879,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
84.897,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
84.913,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
84.929,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
84.946,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
84.963,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.8519
84.98,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
84.996,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
85.013,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
85.029,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
85.046,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
85.062,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
85.084,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
85.099,0.6057,-0.5234,0.1148,0.5219,-0.0422,-0.852
85.11,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
85.126,0.6057,-0.5234,0.1148,0.5219,-0.0423,-0.852
85.143,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
85.16,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
85.178,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
85.193,0.6057,-0.5234,0.1148,0.5218,-0.0421,-0.852
85.21,0.6057,-0.5234,0.1148,0.522,-0.0422,-0.8519
85.226,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
85.244,0.6057,-0.5235,0.1148,0.5219,-0.0422,-0.852
85.26,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.276,0.6057,-0.5235,0.1148,0.5218,-0.0421,-0.852
85.294,0.6057,-0.5235,0.1148,0.5218,-0.0421,-0.852
85.311,0.6057,-0.5235,0.1148,0.5218,-0.0421,-0.852
85.328,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.345,0.6057,-0.5235,0.1148,0.5219,-0.042,-0.852
85.36,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.379,0.6057,-0.5235,0.1148,0.5218,-0.0421,-0.852
85.396,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.413,0.6057,-0.5234,0.1148,0.5218,-0.0421,-0.852
85.429,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.447,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.463,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.48,0.6057,-0.5235,0.1148,0.5219,-0.042,-0.852
85.497,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.512,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.529,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
85.546,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.564,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.581,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.852
85.595,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.61,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.8519
85.626,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.852
85.644,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.8519
85.661,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.852
85.676,0.6056,-0.5235,0.1148,0.5218,-0.042,-0.852
85.693,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.852
85.71,0.6057,-0.5235,0.1148,0.5218,-0.042,-0.852
85.726,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.852
85.744,0.6057,-0.5235,0.1148,0.5219,-0.042,-0.852
85.759,0.6057,-0.5236,0.1148,0.5219,-0.042,-0.852
85.778,0.6057,-0.5235,0.1148,0.5219,-0.042,-0.852
85.793,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.852
85.809,0.6057,-0.5235,0.1148,0.5218,-0.042,-0.852
85.827,0.6057,-0.5235,0.1148,0.5218,-0.042,-0.852
85.845,0.6057,-0.5235,0.1148,0.5218,-0.042,-0.852
85.861,0.6057,-0.5236,0.1148,0.5218,-0.042,-0.852
85.878,0.6057,-0.5235,0.1149,0.5218,-0.042,-0.852
85.894,0.6057,-0.5235,0.1149,0.5219,-0.042,-0.852
85.912,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
85.927,0.6056,-0.5235,0.1149,0.5219,-0.042,-0.8519
85.944,0.6056,-0.5235,0.1149,0.522,-0.0419,-0.8519
85.959,0.6056,-0.5235,0.1149,0.522,-0.0419,-0.8519
85.977,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
85.994,0.6056,-0.5235,0.1149,0.522,-0.0419,-0.8519
86.011,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.028,0.6057,-0.5235,0.1149,0.5219,-0.042,-0.852
86.046,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
86.063,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.08,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.097,0.6056,-0.5235,0.1149,0.5219,-0.042,-0.852
86.113,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.127,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.8519
86.143,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
86.16,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.176,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
86.194,0.6056,-0.5235,0.1148,0.5219,-0.042,-0.852
86.211,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.228,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.245,0.6056,-0.5235,0.1149,0.5219,-0.0421,-0.8519
86.261,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
86.277,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.293,0.6056,-0.5234,0.1149,0.5221,-0.0421,-0.8519
86.31,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
86.326,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
86.342,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.359,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.376,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.8519
86.393,0.6056,-0.5234,0.1148,0.522,-0.042,-0.8519
86.41,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
86.426,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.443,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.46,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.476,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.493,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.8519
86.51,0.6056,-0.5234,0.1148,0.5221,-0.0421,-0.8519
86.526,0.6056,-0.5234,0.1148,0.5221,-0.0422,-0.8519
86.543,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.56,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.577,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.594,0.6056,-0.5234,0.1148,0.5221,-0.0422,-0.8519
86.611,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.627,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.646,0.6055,-0.5234,0.1148,0.5221,-0.0422,-0.8519
86.663,0.6056,-0.5234,0.1148,0.522,-0.042,-0.8519
86.68,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.696,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.852
86.713,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.727,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.743,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.759,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
86.776,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.852
86.793,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.81,0.6056,-0.5235,0.1148,0.522,-0.0422,-0.8519
86.827,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
86.844,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.861,0.6056,-0.5235,0.1148,0.522,-0.0422,-0.8519
86.878,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
86.895,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.913,0.6056,-0.5234,0.1148,0.522,-0.0423,-0.8519
86.928,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.852
86.943,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
86.96,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
86.976,0.6056,-0.5234,0.1148,0.5219,-0.0421,-0.8519
86.994,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
87.01,0.6056,-0.5234,0.1148,0.5219,-0.0423,-0.852
87.027,0.6056,-0.5235,0.1148,0.5219,-0.0421,-0.8519
87.044,0.6056,-0.5234,0.1148,0.5219,-0.0422,-0.8519
87.061,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
87.077,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
87.096,0.6056,-0.5234,0.1148,0.522,-0.0422,-0.8519
87.113,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
