utc_ms,t,ox,oy,oz,dx,dy,dz,server_recv_utc_ms,session
,8383.754,0.0008,-0.0014,0.0001,0.4743,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.771,0.0008,-0.0014,0,0.4742,-0.0567,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.787,0.0008,-0.0014,0.0001,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.804,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.82,0.0008,-0.0014,0.0001,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.836,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.854,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.871,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.888,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.905,0.0008,-0.0014,0.0001,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.923,0.0008,-0.0015,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.939,0.0008,-0.0014,0.0001,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.954,0.0008,-0.0014,0,0.4741,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.97,0.0008,-0.0015,0.0001,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8383.987,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.004,0.0008,-0.0015,0.0001,0.4743,-0.0565,0.8785,1769582307853,20260128T063827Z_4ed6045
,8384.021,0.0008,-0.0014,0.0001,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.038,0.0008,-0.0015,0.0001,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.055,0.0008,-0.0015,0.0001,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.071,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.088,0.0008,-0.0015,0.0001,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.104,0.0008,-0.0015,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.122,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.14,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.154,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.17,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.187,0.0007,-0.0015,0,0.4742,-0.0563,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.204,0.0007,-0.0015,0,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.222,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.238,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.255,0.0007,-0.0015,0,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.272,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.288,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.305,0.0007,-0.0015,0,0.4742,-0.0563,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.323,0.0007,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.338,0.0007,-0.0015,0,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.355,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.37,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.387,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.403,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.42,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.437,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.453,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.472,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.488,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.505,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.522,0.0007,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.539,0.0006,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.554,0.0007,-0.0015,0,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.569,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.586,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.604,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.62,0.0007,-0.0015,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.638,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.654,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.672,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.688,0.0007,-0.0014,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.705,0.0007,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.723,0.0007,-0.0014,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.739,0.0007,-0.0014,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.755,0.0007,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.771,0.0007,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.787,0.0006,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.804,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.82,0.0007,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.837,0.0006,-0.0014,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.854,0.0007,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.871,0.0006,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.888,0.0007,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.905,0.0007,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.922,0.0007,-0.0014,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.938,0.0007,-0.0014,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.953,0.0006,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.97,0.0006,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8384.986,0.0007,-0.0014,0,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.005,0.0007,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.02,0.0007,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.037,0.0006,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.054,0.0007,-0.0015,0,0.4743,-0.0565,0.8785,1769582307853,20260128T063827Z_4ed6045
,8385.071,0.0006,-0.0015,0,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.088,0.0007,-0.0015,0,0.4742,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.105,0.0007,-0.0014,0,0.4743,-0.0565,0.8785,1769582307853,20260128T063827Z_4ed6045
,8385.122,0.0006,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.14,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.153,0.0006,-0.0014,0,0.4743,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.17,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.188,0.0007,-0.0014,0.0001,0.4743,-0.0564,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.203,0.0007,-0.0015,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.221,0.0007,-0.0014,0,0.4742,-0.0566,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.237,0.0006,-0.0015,0,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
,8385.257,0.0007,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582307853,20260128T063827Z_4ed6045
