t,ox,oy,oz,dx,dy,dz
7803.877,-0.757,0.5302,0.0345,-0.6364,0.3105,0.7061
7803.894,-0.757,0.5302,0.0346,-0.6362,0.309,0.707
7803.91,-0.7571,0.5303,0.0345,-0.6358,0.309,0.7073
7803.926,-0.7572,0.5302,0.0345,-0.6356,0.3094,0.7073
7803.942,-0.7572,0.53,0.0346,-0.6358,0.3087,0.7074
7803.96,-0.7572,0.5301,0.0346,-0.6358,0.3082,0.7077
7803.978,-0.7572,0.53,0.0346,-0.6357,0.3079,0.7079
7803.997,-0.7573,0.5299,0.0346,-0.6358,0.3074,0.708
7804.011,-0.7573,0.5299,0.0345,-0.6361,0.3073,0.7078
7804.027,-0.7572,0.53,0.0345,-0.6365,0.3072,0.7075
7804.045,-0.7572,0.53,0.0346,-0.6364,0.3072,0.7075
7804.061,-0.7572,0.53,0.0345,-0.6364,0.3072,0.7075
7804.075,-0.7572,0.5301,0.0346,-0.6363,0.3073,0.7075
7804.091,-0.7572,0.5301,0.0345,-0.6363,0.3076,0.7074
7804.109,-0.7572,0.53,0.0345,-0.6366,0.3073,0.7073
7804.126,-0.7571,0.53,0.0345,-0.6367,0.3082,0.7068
7804.142,-0.7571,0.53,0.0346,-0.6368,0.3079,0.7069
7804.159,-0.757,0.5302,0.0345,-0.6366,0.3082,0.707
7804.176,-0.7571,0.5302,0.0345,-0.6363,0.3092,0.7068
7804.192,-0.7571,0.5301,0.0345,-0.6364,0.3093,0.7066
7804.21,-0.757,0.5301,0.0346,-0.6364,0.3093,0.7066
7804.226,-0.757,0.5301,0.0347,-0.6362,0.3094,0.7068
7804.243,-0.7569,0.5301,0.0347,-0.6362,0.309,0.707
7804.261,-0.7569,0.5301,0.0348,-0.636,0.3088,0.7072
7804.276,-0.7568,0.53,0.0348,-0.6357,0.3091,0.7074
7804.292,-0.7568,0.53,0.0348,-0.6354,0.3088,0.7077
7804.31,-0.7567,0.53,0.0348,-0.6351,0.3085,0.7081
7804.327,-0.7567,0.53,0.0348,-0.6349,0.3085,0.7083
7804.345,-0.7567,0.53,0.0348,-0.6348,0.3088,0.7083
7804.361,-0.7567,0.53,0.0347,-0.6347,0.309,0.7083
7804.378,-0.7567,0.53,0.0347,-0.6347,0.3089,0.7083
7804.394,-0.7567,0.53,0.0346,-0.6347,0.309,0.7083
7804.411,-0.7567,0.5301,0.0346,-0.6348,0.3092,0.7081
7804.428,-0.7567,0.5301,0.0345,-0.6351,0.3094,0.7078
7804.443,-0.7567,0.53,0.0345,-0.6354,0.3095,0.7074
7804.46,-0.7568,0.53,0.0345,-0.6358,0.3094,0.7072
7804.476,-0.7568,0.5301,0.0345,-0.636,0.3096,0.7069
7804.493,-0.7568,0.53,0.0343,-0.6365,0.3097,0.7064
7804.509,-0.7569,0.53,0.0344,-0.6368,0.3094,0.7063
7804.525,-0.7569,0.53,0.0344,-0.637,0.3093,0.7061
7804.542,-0.757,0.53,0.0343,-0.6372,0.3092,0.706
7804.56,-0.757,0.53,0.0342,-0.6375,0.3091,0.7057
7804.576,-0.757,0.5301,0.0342,-0.6377,0.3095,0.7054
7804.592,-0.7571,0.5301,0.0342,-0.6377,0.3097,0.7053
7804.609,-0.7572,0.5299,0.0342,-0.6379,0.3098,0.705
7804.626,-0.7571,0.53,0.0342,-0.6386,0.3095,0.7046
7804.643,-0.7571,0.5302,0.0343,-0.6387,0.31,0.7043
7804.659,-0.7571,0.5301,0.0343,-0.6384,0.3105,0.7043
7804.676,-0.7572,0.53,0.0343,-0.6384,0.309,0.705
7804.692,-0.7573,0.53,0.0343,-0.6382,0.3091,0.7051
7804.709,-0.7574,0.53,0.0341,-0.6386,0.3092,0.7047
7804.726,-0.7574,0.5299,0.0342,-0.6391,0.3084,0.7046
7804.743,-0.7574,0.53,0.0343,-0.6392,0.3083,0.7045
7804.76,-0.7575,0.5299,0.0342,-0.6393,0.3081,0.7046
7804.776,-0.7575,0.5298,0.0341,-0.6396,0.3078,0.7044
7804.794,-0.7575,0.5299,0.0341,-0.6398,0.308,0.7041
7804.811,-0.7575,0.5299,0.0341,-0.6401,0.3083,0.7038
7804.827,-0.7575,0.53,0.0341,-0.6402,0.3082,0.7037
7804.844,-0.7575,0.5301,0.0341,-0.6403,0.3085,0.7034
7804.861,-0.7576,0.53,0.0341,-0.6404,0.3086,0.7033
7804.878,-0.7576,0.53,0.0341,-0.6408,0.308,0.7032
7804.894,-0.7576,0.53,0.0341,-0.641,0.3085,0.7028
7804.911,-0.7576,0.5299,0.0341,-0.6414,0.3085,0.7025
7804.928,-0.7576,0.53,0.0342,-0.6414,0.308,0.7026
7804.944,-0.7576,0.53,0.0341,-0.6415,0.3082,0.7025
7804.962,-0.7576,0.53,0.0341,-0.6417,0.3083,0.7022
7804.976,-0.7575,0.53,0.0342,-0.642,0.3084,0.7019
7804.993,-0.7575,0.5301,0.0343,-0.6419,0.3086,0.7019
7805.01,-0.7575,0.53,0.0343,-0.6419,0.3086,0.7019
7805.026,-0.7574,0.53,0.0344,-0.6419,0.3084,0.702
7805.042,-0.7573,0.53,0.0343,-0.642,0.3084,0.702
7805.06,-0.7574,0.5299,0.0344,-0.6419,0.3085,0.702
7805.078,-0.7574,0.53,0.0344,-0.6419,0.3084,0.702
7805.093,-0.7574,0.5299,0.0345,-0.642,0.3085,0.7019
7805.108,-0.7574,0.5299,0.0345,-0.642,0.3085,0.7019
7805.125,-0.7574,0.53,0.0345,-0.6422,0.3083,0.7018
7805.141,-0.7574,0.53,0.0345,-0.6423,0.3084,0.7016
7805.158,-0.7574,0.5299,0.0345,-0.6425,0.3087,0.7014
7805.174,-0.7574,0.53,0.0344,-0.6428,0.3085,0.7011
7805.191,-0.7574,0.5299,0.0344,-0.6432,0.3086,0.7008
7805.209,-0.7575,0.53,0.0344,-0.6434,0.3088,0.7005
7805.228,-0.7576,0.53,0.0344,-0.6439,0.309,0.6999
7805.244,-0.7576,0.53,0.0343,-0.6443,0.3094,0.6994
7805.26,-0.7577,0.5299,0.0343,-0.6448,0.3093,0.699
7805.278,-0.7577,0.53,0.0343,-0.6453,0.309,0.6987
7805.294,-0.7578,0.5299,0.0343,-0.6458,0.3089,0.6983
7805.311,-0.7579,0.53,0.0342,-0.6461,0.3089,0.6979
7805.328,-0.7579,0.53,0.0342,-0.6466,0.3088,0.6976
7805.344,-0.758,0.5301,0.0342,-0.6469,0.3092,0.6971
7805.361,-0.758,0.53,0.0342,-0.6471,0.3098,0.6967
7805.378,-0.7581,0.5299,0.0341,-0.6475,0.3094,0.6964
7805.395,-0.7581,0.53,0.0341,-0.6479,0.3096,0.6959
7805.411,-0.7581,0.5301,0.0341,-0.6482,0.3101,0.6955
7805.428,-0.7582,0.5301,0.0343,-0.6479,0.311,0.6954
7805.445,-0.7583,0.53,0.0343,-0.6479,0.3104,0.6956
7805.461,-0.7584,0.53,0.0342,-0.648,0.3097,0.6958
7805.477,-0.7585,0.53,0.0342,-0.6482,0.3097,0.6957
7805.494,-0.7585,0.53,0.0342,-0.6481,0.3096,0.6958
7805.511,-0.7586,0.5299,0.0342,-0.6481,0.3094,0.6959
7805.527,-0.7587,0.5299,0.0341,-0.6481,0.3095,0.6958
7805.545,-0.7588,0.5298,0.0341,-0.6482,0.3095,0.6957
7805.561,-0.7589,0.5297,0.0341,-0.6485,0.3093,0.6956
7805.578,-0.759,0.5298,0.0341,-0.6488,0.3091,0.6954
7805.594,-0.7591,0.5298,0.034,-0.6492,0.3092,0.695
7805.611,-0.7592,0.5298,0.034,-0.6495,0.309,0.6948
7805.627,-0.7593,0.5297,0.0339,-0.6498,0.3093,0.6943
7805.645,-0.7594,0.5297,0.0338,-0.6506,0.3087,0.6939
7805.661,-0.7595,0.5298,0.0337,-0.6512,0.3092,0.693
7805.679,-0.7595,0.5298,0.0337,-0.6517,0.3092,0.6926
7805.694,-0.7596,0.5299,0.0336,-0.652,0.3094,0.6922
7805.709,-0.7597,0.53,0.0336,-0.6521,0.3101,0.6918
7805.726,-0.7598,0.5299,0.0335,-0.6526,0.3107,0.691
7805.742,-0.7598,0.5299,0.0335,-0.6531,0.3111,0.6904
7805.764,-0.7598,0.5299,0.0335,-0.6532,0.3116,0.6901
7805.777,-0.7598,0.5299,0.0334,-0.6534,0.3116,0.6899
7805.793,-0.7599,0.53,0.0335,-0.6534,0.3119,0.6898
7805.81,-0.7599,0.53,0.0334,-0.6535,0.3123,0.6895
7805.828,-0.7599,0.5299,0.0333,-0.6535,0.3123,0.6895
7805.844,-0.7599,0.53,0.0333,-0.6534,0.3126,0.6895
7805.861,-0.7599,0.53,0.0332,-0.6533,0.3128,0.6895
7805.878,-0.7599,0.5301,0.0332,-0.6531,0.3132,0.6895
7805.895,-0.7599,0.5301,0.0332,-0.6529,0.3136,0.6895
7805.911,-0.7599,0.5301,0.0332,-0.6526,0.3137,0.6897
7805.927,-0.7599,0.53,0.0332,-0.6525,0.3137,0.6898
7805.944,-0.7599,0.53,0.0332,-0.6523,0.3136,0.69
7805.961,-0.7599,0.53,0.0332,-0.6522,0.3136,0.6901
7805.977,-0.7599,0.53,0.0332,-0.6521,0.3137,0.6902
7805.996,-0.7599,0.53,0.0331,-0.652,0.3138,0.6902
7806.011,-0.7599,0.5299,0.0331,-0.652,0.3139,0.6901
7806.027,-0.7599,0.5299,0.0331,-0.652,0.3139,0.6902
7806.044,-0.76,0.5299,0.0331,-0.6519,0.3136,0.6904
7806.06,-0.7599,0.5299,0.0331,-0.652,0.3134,0.6905
