t,ox,oy,oz,dx,dy,dz
8093.876,-0.6731,0.5041,-0.0571,0.1051,0.408,0.9069
8093.892,-0.6731,0.5041,-0.0573,0.1049,0.4082,0.9068
8093.909,-0.6731,0.5042,-0.0573,0.105,0.4085,0.9067
8093.926,-0.6732,0.5042,-0.0574,0.105,0.409,0.9065
8093.943,-0.6732,0.5042,-0.0574,0.1048,0.4096,0.9062
8093.959,-0.6733,0.5041,-0.0574,0.1044,0.4097,0.9062
8093.977,-0.6733,0.5042,-0.0574,0.1044,0.4096,0.9063
8093.995,-0.6735,0.5043,-0.0574,0.1041,0.4097,0.9063
8094.011,-0.6736,0.5042,-0.0574,0.1037,0.4103,0.9061
8094.028,-0.6737,0.5042,-0.0575,0.1029,0.4097,0.9064
8094.045,-0.6738,0.5042,-0.0575,0.1024,0.4099,0.9064
8094.061,-0.6739,0.5042,-0.0574,0.1023,0.4106,0.9061
8094.077,-0.674,0.504,-0.0575,0.1019,0.4099,0.9064
8094.094,-0.6741,0.504,-0.0574,0.1017,0.4091,0.9068
8094.111,-0.6742,0.5041,-0.0575,0.1014,0.4092,0.9068
8094.127,-0.6743,0.5041,-0.0575,0.1012,0.4095,0.9067
8094.146,-0.6743,0.5041,-0.0575,0.101,0.4095,0.9067
8094.162,-0.6744,0.5041,-0.0574,0.101,0.4094,0.9067
8094.177,-0.6744,0.504,-0.0575,0.1009,0.4093,0.9068
8094.193,-0.6744,0.504,-0.0576,0.1009,0.4091,0.9069
8094.21,-0.6745,0.5041,-0.0575,0.1011,0.4091,0.9069
8094.229,-0.6746,0.5041,-0.0575,0.101,0.4091,0.9069
8094.245,-0.6745,0.5041,-0.0575,0.1012,0.4095,0.9067
8094.259,-0.6746,0.5041,-0.0576,0.1014,0.4097,0.9066
8094.277,-0.6746,0.504,-0.0576,0.1016,0.4096,0.9066
8094.293,-0.6747,0.504,-0.0575,0.1019,0.4094,0.9067
8094.31,-0.6748,0.504,-0.0576,0.1018,0.4094,0.9067
8094.327,-0.6749,0.5039,-0.0576,0.1015,0.4092,0.9068
8094.344,-0.6749,0.5039,-0.0576,0.101,0.4086,0.9071
8094.36,-0.675,0.504,-0.0575,0.1008,0.4085,0.9072
8094.378,-0.6751,0.5039,-0.0576,0.1001,0.4086,0.9072
8094.393,-0.6752,0.504,-0.0575,0.0998,0.4084,0.9073
8094.41,-0.6753,0.5039,-0.0576,0.0991,0.4082,0.9075
8094.426,-0.6753,0.5039,-0.0575,0.0986,0.408,0.9076
8094.443,-0.6754,0.5039,-0.0577,0.0979,0.4077,0.9079
8094.46,-0.6754,0.5039,-0.0576,0.0975,0.4076,0.908
8094.477,-0.6754,0.5039,-0.0577,0.0972,0.4073,0.9081
8094.493,-0.6755,0.504,-0.0578,0.0969,0.4068,0.9083
8094.511,-0.6755,0.504,-0.0578,0.097,0.4072,0.9082
8094.527,-0.6755,0.5041,-0.0579,0.0968,0.4072,0.9082
8094.545,-0.6756,0.5041,-0.058,0.0967,0.4071,0.9083
8094.562,-0.6756,0.504,-0.058,0.0967,0.407,0.9083
8094.577,-0.6756,0.5041,-0.058,0.0968,0.4069,0.9083
8094.595,-0.6757,0.5041,-0.058,0.0968,0.4067,0.9084
8094.611,-0.6758,0.5041,-0.0581,0.0967,0.407,0.9083
8094.627,-0.676,0.504,-0.0581,0.0964,0.4073,0.9082
8094.645,-0.676,0.504,-0.0582,0.0959,0.4068,0.9085
8094.661,-0.676,0.5041,-0.0581,0.0955,0.407,0.9084
8094.677,-0.6761,0.504,-0.0581,0.0954,0.4075,0.9082
8094.694,-0.6762,0.504,-0.0581,0.0952,0.4063,0.9088
8094.711,-0.6763,0.5041,-0.0582,0.0952,0.4051,0.9093
8094.727,-0.6764,0.5041,-0.0582,0.0946,0.4053,0.9093
8094.744,-0.6765,0.5041,-0.0582,0.0942,0.4052,0.9094
8094.761,-0.6766,0.504,-0.0581,0.0938,0.4046,0.9097
8094.777,-0.6767,0.5039,-0.0582,0.0934,0.4043,0.9098
8094.794,-0.6769,0.5038,-0.0582,0.0926,0.4037,0.9102
8094.811,-0.6771,0.5038,-0.0582,0.0916,0.4033,0.9105
8094.828,-0.6772,0.5039,-0.0582,0.0907,0.4035,0.9105
8094.846,-0.6773,0.5038,-0.0582,0.0899,0.4036,0.9105
8094.861,-0.6775,0.5038,-0.0581,0.0891,0.4034,0.9107
8094.879,-0.6777,0.5038,-0.0581,0.0883,0.403,0.911
8094.896,-0.6779,0.5038,-0.0581,0.0874,0.4029,0.9111
8094.913,-0.678,0.5037,-0.0581,0.0865,0.4028,0.9112
8094.927,-0.6781,0.5037,-0.0582,0.0854,0.4018,0.9117
8094.943,-0.6782,0.5038,-0.0582,0.0846,0.4017,0.9119
8094.959,-0.6784,0.5038,-0.0582,0.0842,0.4024,0.9116
8094.975,-0.6786,0.5036,-0.0583,0.0834,0.4015,0.912
8094.993,-0.6788,0.5037,-0.0582,0.0826,0.401,0.9124
8095.01,-0.679,0.5037,-0.0583,0.0812,0.4016,0.9122
8095.026,-0.6792,0.5037,-0.0583,0.0796,0.4015,0.9124
8095.044,-0.6794,0.5037,-0.0583,0.0782,0.4013,0.9126
8095.06,-0.6796,0.5036,-0.0582,0.0769,0.4011,0.9128
8095.078,-0.6799,0.5037,-0.0582,0.0749,0.4004,0.9133
8095.095,-0.6802,0.5036,-0.0582,0.0726,0.3998,0.9137
8095.112,-0.6806,0.5036,-0.0582,0.07,0.3989,0.9143
8095.127,-0.6809,0.5035,-0.0583,0.0673,0.3981,0.9149
8095.145,-0.6812,0.5036,-0.0583,0.0649,0.3976,0.9153
8095.161,-0.6816,0.5035,-0.0583,0.0625,0.3972,0.9156
8095.178,-0.682,0.5035,-0.0583,0.0601,0.397,0.9158
8095.194,-0.6825,0.5035,-0.0583,0.0575,0.3965,0.9162
8095.211,-0.6831,0.5035,-0.0583,0.054,0.3959,0.9167
8095.228,-0.6839,0.5034,-0.0583,0.0495,0.3949,0.9174
8095.245,-0.6846,0.5034,-0.0584,0.0437,0.3937,0.9182
8095.261,-0.6853,0.5034,-0.0585,0.0374,0.3931,0.9187
8095.278,-0.686,0.5034,-0.0585,0.031,0.3928,0.9191
8095.294,-0.6866,0.5035,-0.0584,0.0249,0.3926,0.9194
8095.312,-0.6873,0.5036,-0.0585,0.0188,0.3923,0.9196
8095.328,-0.6879,0.5036,-0.0585,0.0135,0.3925,0.9196
8095.344,-0.6885,0.5036,-0.0586,0.0088,0.3928,0.9196
8095.361,-0.6891,0.5036,-0.0586,0.0046,0.3927,0.9196
8095.379,-0.6897,0.5036,-0.0587,0.0006,0.3929,0.9196
8095.396,-0.6903,0.5036,-0.0589,-0.0031,0.3922,0.9199
8095.413,-0.6908,0.5037,-0.059,-0.0063,0.3915,0.9201
8095.43,-0.6913,0.5038,-0.0591,-0.0092,0.3913,0.9202
8095.445,-0.6917,0.5038,-0.0593,-0.0116,0.3902,0.9207
8095.461,-0.6921,0.5039,-0.0595,-0.0137,0.3881,0.9215
8095.477,-0.6923,0.5041,-0.0599,-0.0158,0.3864,0.9222
8095.494,-0.6925,0.5042,-0.0602,-0.0173,0.385,0.9228
