t,ox,oy,oz,dx,dy,dz
7813.879,-0.6883,0.5333,0.0441,-0.0993,0.3348,0.937
7813.894,-0.6884,0.5333,0.0441,-0.1008,0.3346,0.937
7813.91,-0.6885,0.5333,0.044,-0.1019,0.3346,0.9368
7813.926,-0.6886,0.5333,0.044,-0.1032,0.3347,0.9367
7813.943,-0.6887,0.5332,0.0439,-0.1045,0.3349,0.9364
7813.959,-0.6889,0.5332,0.0439,-0.1055,0.335,0.9363
7813.978,-0.689,0.5332,0.0439,-0.1064,0.3349,0.9362
7813.995,-0.6892,0.5333,0.0438,-0.1074,0.3346,0.9362
7814.011,-0.6894,0.5333,0.0438,-0.1086,0.3343,0.9362
7814.028,-0.6895,0.5332,0.0438,-0.1098,0.3344,0.936
7814.044,-0.6897,0.5331,0.0438,-0.1111,0.3333,0.9363
7814.061,-0.6898,0.5333,0.0438,-0.1122,0.3334,0.9361
7814.077,-0.69,0.5333,0.0437,-0.1136,0.3338,0.9358
7814.094,-0.6901,0.5333,0.0437,-0.115,0.3337,0.9356
7814.111,-0.6904,0.5334,0.0436,-0.1164,0.3342,0.9353
7814.128,-0.6906,0.5335,0.0436,-0.1182,0.3346,0.9349
7814.146,-0.6908,0.5334,0.0437,-0.12,0.3349,0.9346
7814.161,-0.6912,0.5334,0.0437,-0.1223,0.3353,0.9341
7814.176,-0.6916,0.5332,0.0437,-0.1254,0.335,0.9339
7814.193,-0.692,0.5333,0.0437,-0.1286,0.3345,0.9336
7814.211,-0.6925,0.5332,0.0437,-0.1335,0.3339,0.9331
7814.226,-0.6931,0.5332,0.0438,-0.1382,0.3333,0.9326
7814.242,-0.6937,0.5332,0.0437,-0.1449,0.3327,0.9318
7814.258,-0.6946,0.5333,0.0436,-0.153,0.3325,0.9306
7814.276,-0.6958,0.5333,0.0435,-0.164,0.332,0.9289
7814.292,-0.697,0.5331,0.0434,-0.1776,0.3315,0.9266
7814.31,-0.698,0.5332,0.0434,-0.1917,0.3307,0.9241
7814.326,-0.6989,0.5331,0.0435,-0.2053,0.3299,0.9214
7814.343,-0.7001,0.5332,0.0436,-0.2192,0.3295,0.9184
7814.359,-0.7014,0.5332,0.0434,-0.2327,0.3291,0.9152
7814.376,-0.7028,0.5331,0.0432,-0.2485,0.3284,0.9113
7814.394,-0.7041,0.533,0.0432,-0.265,0.3274,0.9069
7814.411,-0.7055,0.5331,0.043,-0.2802,0.3266,0.9027
7814.427,-0.7068,0.533,0.0428,-0.2954,0.326,0.8981
7814.444,-0.7083,0.5329,0.0426,-0.3105,0.3253,0.8932
7814.46,-0.7097,0.5328,0.0424,-0.3256,0.3243,0.8881
7814.478,-0.7111,0.5328,0.0422,-0.3401,0.3236,0.883
7814.494,-0.7124,0.5327,0.0418,-0.3543,0.3228,0.8777
7814.511,-0.714,0.5328,0.0412,-0.3696,0.3226,0.8714
7814.528,-0.7156,0.533,0.0406,-0.3861,0.3226,0.8642
7814.544,-0.717,0.5329,0.0402,-0.4018,0.3234,0.8567
7814.561,-0.7184,0.5329,0.0399,-0.4156,0.3238,0.8499
7814.578,-0.7199,0.5327,0.0396,-0.4282,0.3237,0.8437
7814.594,-0.7213,0.5327,0.0391,-0.44,0.3233,0.8378
7814.611,-0.7226,0.5327,0.0386,-0.451,0.3226,0.8322
7814.628,-0.7239,0.5324,0.0381,-0.4617,0.321,0.8269
7814.643,-0.7251,0.5323,0.0377,-0.4719,0.3192,0.8218
7814.66,-0.7263,0.5322,0.0371,-0.4823,0.3176,0.8164
7814.676,-0.7275,0.5322,0.0368,-0.4915,0.316,0.8115
7814.693,-0.7286,0.5322,0.0364,-0.4994,0.3146,0.8072
7814.709,-0.7297,0.5321,0.036,-0.5074,0.3136,0.8026
7814.726,-0.7308,0.5322,0.0357,-0.5141,0.313,0.7986
7814.743,-0.7319,0.5319,0.0353,-0.5196,0.3126,0.7952
7814.76,-0.7329,0.5318,0.035,-0.5254,0.3113,0.7918
7814.778,-0.7338,0.5318,0.0348,-0.5305,0.3102,0.7889
7814.794,-0.7346,0.5316,0.0345,-0.5351,0.3093,0.7861
7814.811,-0.7352,0.5316,0.0343,-0.5389,0.3076,0.7842
7814.827,-0.7359,0.5317,0.0341,-0.5416,0.3071,0.7826
7814.844,-0.7365,0.5316,0.034,-0.5437,0.307,0.7811
7814.86,-0.7371,0.5315,0.0339,-0.5453,0.3067,0.7801
7814.878,-0.7377,0.5315,0.0338,-0.5464,0.3065,0.7794
7814.895,-0.7381,0.5315,0.0337,-0.5473,0.3063,0.7789
7814.913,-0.7386,0.5314,0.0336,-0.5478,0.3056,0.7788
7814.932,-0.7391,0.5313,0.0336,-0.548,0.3051,0.7788
7814.948,-0.7395,0.5313,0.0336,-0.5487,0.3046,0.7786
7814.962,-0.7399,0.5312,0.0336,-0.5495,0.304,0.7782
7814.982,-0.7403,0.5312,0.0335,-0.5504,0.3035,0.7778
7814.999,-0.7408,0.5312,0.0334,-0.552,0.3034,0.7767
7815.015,-0.7413,0.5316,0.0332,-0.5542,0.303,0.7752
7815.028,-0.7418,0.5315,0.0334,-0.5565,0.3026,0.7738
7815.042,-0.7423,0.5315,0.0334,-0.5587,0.3024,0.7723
7815.058,-0.7428,0.531,0.0336,-0.5612,0.3022,0.7705
7815.076,-0.7433,0.531,0.0335,-0.5642,0.3025,0.7682
7815.092,-0.7439,0.531,0.0335,-0.5677,0.3025,0.7657
7815.109,-0.7445,0.5312,0.0335,-0.5714,0.3033,0.7626
7815.125,-0.7452,0.5311,0.0335,-0.5751,0.3049,0.7591
7815.142,-0.7457,0.5309,0.0335,-0.5792,0.305,0.756
7815.159,-0.7463,0.5308,0.0336,-0.5832,0.3045,0.7531
7815.175,-0.7469,0.5308,0.0337,-0.5869,0.3043,0.7503
7815.191,-0.7475,0.5308,0.0337,-0.5903,0.304,0.7477
7815.208,-0.748,0.5306,0.0337,-0.594,0.3026,0.7454
7815.225,-0.7486,0.5307,0.0338,-0.5972,0.3021,0.743
7815.242,-0.7491,0.5306,0.0338,-0.6001,0.3015,0.7409
7815.259,-0.7495,0.5305,0.0339,-0.6029,0.3011,0.7389
7815.276,-0.75,0.5305,0.034,-0.6056,0.2998,0.7371
7815.293,-0.7503,0.5306,0.0341,-0.6079,0.2998,0.7352
7815.31,-0.7507,0.5306,0.0343,-0.6095,0.299,0.7342
7815.325,-0.751,0.5305,0.0344,-0.6116,0.298,0.7329
7815.341,-0.7515,0.5305,0.0345,-0.6131,0.2979,0.7317
7815.359,-0.7518,0.5304,0.0346,-0.6148,0.2972,0.7305
7815.376,-0.7522,0.5302,0.0347,-0.6164,0.2963,0.7295
7815.393,-0.7525,0.5301,0.0349,-0.6175,0.2956,0.7289
7815.41,-0.7527,0.5301,0.0349,-0.6181,0.295,0.7287
7815.426,-0.753,0.53,0.035,-0.6189,0.2944,0.7282
7815.445,-0.7532,0.53,0.035,-0.6196,0.2945,0.7276
7815.461,-0.7534,0.5299,0.0352,-0.62,0.2948,0.7271
7815.478,-0.7536,0.53,0.0354,-0.6201,0.2947,0.7271
7815.494,-0.7537,0.53,0.0354,-0.6201,0.2945,0.7272
7815.511,-0.754,0.5299,0.0356,-0.6199,0.2944,0.7274
7815.526,-0.7541,0.5298,0.0356,-0.6202,0.2939,0.7273
7815.542,-0.7543,0.5298,0.0358,-0.6202,0.2936,0.7275
7815.558,-0.7545,0.5298,0.0358,-0.6203,0.2935,0.7274
7815.576,-0.7546,0.5297,0.036,-0.6204,0.2927,0.7276
7815.592,-0.7548,0.5297,0.0362,-0.6201,0.2931,0.7277
7815.609,-0.7549,0.5297,0.0361,-0.6202,0.2929,0.7277
7815.626,-0.7552,0.5297,0.0362,-0.6203,0.2931,0.7276
7815.643,-0.7554,0.5295,0.0364,-0.6206,0.293,0.7273
7815.66,-0.7556,0.5294,0.0366,-0.6211,0.2919,0.7273
7815.676,-0.7557,0.5294,0.0367,-0.6213,0.2912,0.7275
7815.693,-0.7559,0.5294,0.0369,-0.6213,0.2906,0.7277
7815.71,-0.756,0.5293,0.037,-0.6213,0.2895,0.7281
7815.726,-0.7562,0.5292,0.0371,-0.6214,0.2889,0.7283
7815.742,-0.7563,0.5292,0.0373,-0.6213,0.2883,0.7286
7815.759,-0.7564,0.5291,0.0374,-0.6211,0.2877,0.729
7815.776,-0.7566,0.5291,0.0374,-0.621,0.2872,0.7293
7815.792,-0.7567,0.5291,0.0374,-0.6211,0.287,0.7293
7815.81,-0.7568,0.5291,0.0375,-0.6212,0.287,0.7292
7815.826,-0.7569,0.5291,0.0376,-0.6213,0.287,0.7291
7815.843,-0.7571,0.5291,0.0377,-0.6213,0.2868,0.7292
7815.86,-0.7572,0.5291,0.0378,-0.6215,0.2868,0.729
7815.878,-0.7572,0.529,0.0378,-0.6218,0.2868,0.7288
7815.895,-0.7573,0.529,0.0379,-0.6222,0.287,0.7284
7815.911,-0.7574,0.5291,0.038,-0.6223,0.2871,0.7283
7815.927,-0.7575,0.5291,0.0382,-0.6223,0.287,0.7282
7815.945,-0.7575,0.529,0.0383,-0.6222,0.2871,0.7283
7815.96,-0.7577,0.529,0.0385,-0.622,0.2871,0.7285
7815.978,-0.7577,0.5289,0.0385,-0.6219,0.2865,0.7288
7815.995,-0.7577,0.5289,0.0386,-0.622,0.286,0.7289
7816.011,-0.7577,0.5289,0.0387,-0.6219,0.2863,0.7289
7816.026,-0.7578,0.5288,0.0388,-0.6218,0.286,0.729
7816.043,-0.7579,0.5288,0.039,-0.6219,0.2861,0.729
7816.06,-0.7578,0.5288,0.0391,-0.622,0.2851,0.7292
7816.076,-0.7578,0.5288,0.0392,-0.6215,0.2852,0.7296
7816.093,-0.7579,0.5288,0.0394,-0.621,0.2846,0.7303
7816.109,-0.7579,0.5287,0.0393,-0.6206,0.2835,0.7311
7816.126,-0.7581,0.5287,0.0394,-0.6202,0.2838,0.7313
7816.144,-0.758,0.5285,0.0394,-0.6204,0.2831,0.7314
7816.161,-0.7581,0.5285,0.0394,-0.6204,0.2819,0.7319
7816.177,-0.758,0.5285,0.0394,-0.6203,0.2813,0.7322
7816.194,-0.758,0.5285,0.0394,-0.6201,0.2812,0.7324
7816.212,-0.7579,0.5285,0.0393,-0.62,0.2814,0.7324
7816.226,-0.758,0.5285,0.0394,-0.6199,0.2814,0.7325
7816.242,-0.7579,0.5284,0.0393,-0.6197,0.2817,0.7326
7816.26,-0.7579,0.5284,0.0393,-0.6199,0.2815,0.7325
7816.276,-0.7578,0.5285,0.0393,-0.6199,0.2812,0.7326
7816.293,-0.7578,0.5285,0.0392,-0.6196,0.2815,0.7327
7816.31,-0.7577,0.5284,0.0391,-0.6195,0.2812,0.7329
7816.327,-0.7576,0.5285,0.039,-0.6194,0.2817,0.7328
7816.345,-0.7575,0.5286,0.039,-0.6196,0.2817,0.7327
7816.361,-0.7575,0.5286,0.0389,-0.6195,0.2821,0.7326
7816.377,-0.7574,0.5286,0.0388,-0.6193,0.2828,0.7324
7816.395,-0.7573,0.5286,0.0387,-0.6195,0.2832,0.7321
7816.411,-0.7572,0.5286,0.0386,-0.6196,0.2836,0.732
7816.428,-0.7571,0.5287,0.0386,-0.6195,0.2837,0.7319
7816.443,-0.7571,0.5287,0.0385,-0.6194,0.2837,0.732
7816.459,-0.757,0.5287,0.0384,-0.6194,0.284,0.7319
7816.477,-0.7569,0.5287,0.0382,-0.6196,0.2841,0.7317
7816.493,-0.7569,0.5288,0.0382,-0.6195,0.2842,0.7317
7816.511,-0.7567,0.5287,0.038,-0.6194,0.2845,0.7317
7816.528,-0.7567,0.5288,0.038,-0.6193,0.2844,0.7318
7816.544,-0.7566,0.5288,0.0378,-0.6194,0.2847,0.7317
7816.561,-0.7565,0.5288,0.0377,-0.6194,0.2853,0.7314
7816.577,-0.7564,0.5289,0.0377,-0.6194,0.2855,0.7313
7816.594,-0.7564,0.5289,0.0376,-0.6195,0.2855,0.7312
7816.611,-0.7563,0.529,0.0374,-0.6196,0.2858,0.7311
7816.631,-0.7563,0.529,0.0373,-0.6197,0.286,0.7309
7816.646,-0.7562,0.529,0.0372,-0.6199,0.2863,0.7306
7816.661,-0.7562,0.529,0.0371,-0.6201,0.2865,0.7304
7816.678,-0.7561,0.529,0.037,-0.6203,0.2868,0.73
7816.693,-0.7561,0.5291,0.037,-0.6204,0.2873,0.7298
7816.709,-0.7561,0.5289,0.0369,-0.6206,0.287,0.7297
7816.726,-0.7561,0.529,0.0368,-0.6208,0.2867,0.7297
7816.743,-0.756,0.529,0.0367,-0.6212,0.2865,0.7294
7816.759,-0.7561,0.5289,0.0366,-0.6216,0.2864,0.7292
7816.777,-0.756,0.529,0.0365,-0.622,0.2862,0.7288
7816.794,-0.756,0.529,0.0364,-0.6222,0.2863,0.7286
7816.811,-0.756,0.529,0.0362,-0.6227,0.2861,0.7283
7816.827,-0.756,0.5291,0.0362,-0.6232,0.2871,0.7275
7816.844,-0.756,0.5292,0.0361,-0.6236,0.2876,0.7269
7816.86,-0.7562,0.5294,0.0361,-0.6236,0.2889,0.7264
7816.88,-0.7563,0.5292,0.036,-0.6239,0.2891,0.7261
7816.896,-0.7564,0.5291,0.0359,-0.6247,0.2881,0.7258
