utc_ms,t,ox,oy,oz,dx,dy,dz,server_recv_utc_ms,session
,11693.76,0.0367,-0.0037,-0.0401,0.9968,-0.0731,-0.0309,1769585617928,no_1
,11693.78,0.0367,-0.0038,-0.0401,0.9969,-0.0728,-0.0309,1769585617928,no_1
,11693.79,0.0367,-0.0038,-0.0401,0.9969,-0.0727,-0.0308,1769585617928,no_1
,11693.81,0.0368,-0.0039,-0.0401,0.9969,-0.0728,-0.0309,1769585617928,no_1
,11693.83,0.0368,-0.0038,-0.0401,0.9968,-0.0732,-0.0309,1769585617928,no_1
,11693.84,0.0367,-0.0038,-0.0401,0.9968,-0.0731,-0.0309,1769585617928,no_1
,11693.86,0.0367,-0.0038,-0.0401,0.9969,-0.073,-0.0308,1769585617928,no_1
,11693.88,0.0367,-0.0038,-0.0401,0.9969,-0.0729,-0.0308,1769585617928,no_1
,11693.9,0.0368,-0.0038,-0.0401,0.9969,-0.0728,-0.0309,1769585617928,no_1
,11693.91,0.0368,-0.0038,-0.0401,0.9968,-0.0731,-0.0308,1769585617928,no_1
,11693.93,0.0368,-0.0037,-0.0401,0.9969,-0.073,-0.0308,1769585617928,no_1
,11693.95,0.0368,-0.0038,-0.0401,0.9969,-0.0729,-0.0308,1769585617928,no_1
,11693.96,0.0369,-0.0038,-0.0401,0.9969,-0.0729,-0.0309,1769585617928,no_1
,11693.98,0.0368,-0.0038,-0.0401,0.9968,-0.0732,-0.0308,1769585617928,no_1
,11694,0.0368,-0.0037,-0.0401,0.9968,-0.0731,-0.0308,1769585617928,no_1
,11694.01,0.0367,-0.0038,-0.0401,0.9969,-0.0728,-0.0308,1769585617928,no_1
,11694.03,0.0368,-0.0038,-0.0401,0.9969,-0.0728,-0.0308,1769585617928,no_1
,11694.05,0.0368,-0.0038,-0.0401,0.9968,-0.0733,-0.0308,1769585617928,no_1
,11694.06,0.0367,-0.0038,-0.0401,0.9968,-0.0734,-0.0308,1769585617928,no_1
,11694.08,0.0367,-0.0037,-0.0401,0.9969,-0.0728,-0.0309,1769585617928,no_1
,11694.09,0.0369,-0.0038,-0.0401,0.9969,-0.0725,-0.0309,1769585617928,no_1
,11694.11,0.0369,-0.0039,-0.0401,0.9968,-0.0731,-0.0308,1769585617928,no_1
,11694.13,0.0368,-0.0038,-0.0401,0.9968,-0.0737,-0.0308,1769585617928,no_1
,11694.14,0.0367,-0.0037,-0.0401,0.9968,-0.0734,-0.0308,1769585617928,no_1
,11694.16,0.0367,-0.0039,-0.0401,0.9969,-0.0725,-0.0309,1769585617928,no_1
,11694.18,0.0368,-0.004,-0.0401,0.9969,-0.0723,-0.0308,1769585617928,no_1
,11694.19,0.037,-0.004,-0.0401,0.9968,-0.0731,-0.0309,1769585617928,no_1
,11694.21,0.0368,-0.0038,-0.0401,0.9968,-0.0737,-0.0308,1769585617928,no_1
,11694.23,0.0367,-0.0038,-0.0401,0.9968,-0.0732,-0.0308,1769585617928,no_1
,11694.24,0.0367,-0.0037,-0.04,0.9969,-0.0725,-0.0308,1769585617928,no_1
,11694.26,0.0369,-0.0038,-0.0401,0.9969,-0.0724,-0.0309,1769585617928,no_1
,11694.28,0.0369,-0.0039,-0.0401,0.9968,-0.0731,-0.0309,1769585617928,no_1
,11694.29,0.0369,-0.0038,-0.0401,0.9968,-0.0736,-0.0309,1769585617928,no_1
,11694.31,0.0368,-0.0037,-0.0401,0.9968,-0.0732,-0.0309,1769585617928,no_1
,11694.33,0.0368,-0.0037,-0.0401,0.9969,-0.0726,-0.031,1769585617928,no_1
,11694.34,0.0369,-0.0038,-0.0401,0.9969,-0.0724,-0.0309,1769585617928,no_1
,11694.36,0.0369,-0.0039,-0.0401,0.9969,-0.073,-0.0309,1769585617928,no_1
,11694.38,0.0369,-0.0038,-0.0401,0.9968,-0.0735,-0.0309,1769585617928,no_1
,11694.39,0.0368,-0.0038,-0.0401,0.9968,-0.0734,-0.0309,1769585617928,no_1
,11694.41,0.0368,-0.0037,-0.0401,0.9969,-0.0726,-0.0309,1769585617928,no_1
