t,ox,oy,oz,dx,dy,dz
13.959,0.0153,-0.012,-0.0091,-0.0621,-0.0116,0.998
13.972,0.0153,-0.012,-0.0091,-0.0622,-0.0116,0.998
13.991,0.0153,-0.012,-0.0091,-0.0624,-0.0116,0.998
14.008,0.0153,-0.012,-0.0091,-0.0628,-0.0115,0.998
14.025,0.0154,-0.012,-0.0091,-0.0631,-0.0115,0.9979
14.042,0.0155,-0.0122,-0.0091,-0.0631,-0.0115,0.9979
14.059,0.0156,-0.0121,-0.0091,-0.0629,-0.0116,0.998
14.075,0.0156,-0.0121,-0.009,-0.0622,-0.0116,0.998
14.091,0.0157,-0.0121,-0.009,-0.0615,-0.012,0.998
14.108,0.0157,-0.0122,-0.009,-0.0609,-0.0121,0.9981
14.126,0.0157,-0.0122,-0.0091,-0.0603,-0.0126,0.9981
14.143,0.0157,-0.0121,-0.009,-0.0598,-0.0128,0.9981
14.159,0.0158,-0.012,-0.009,-0.0595,-0.0127,0.9981
14.176,0.0157,-0.012,-0.0091,-0.0594,-0.0123,0.9982
14.193,0.0157,-0.0122,-0.0091,-0.0594,-0.0122,0.9982
14.21,0.0157,-0.0121,-0.0091,-0.0595,-0.0125,0.9981
14.226,0.0157,-0.0121,-0.0091,-0.0595,-0.0122,0.9982
14.243,0.0156,-0.0122,-0.0091,-0.0597,-0.0122,0.9981
14.26,0.0157,-0.0122,-0.0091,-0.0598,-0.012,0.9981
14.276,0.0156,-0.0121,-0.009,-0.0598,-0.0121,0.9981
14.296,0.0156,-0.0123,-0.0091,-0.0597,-0.0119,0.9981
14.314,0.0157,-0.0121,-0.009,-0.0598,-0.0117,0.9981
14.329,0.0156,-0.0121,-0.009,-0.0596,-0.0113,0.9982
14.342,0.0156,-0.0122,-0.009,-0.0595,-0.0118,0.9982
14.359,0.0156,-0.0123,-0.009,-0.0593,-0.0127,0.9982
14.376,0.0155,-0.0122,-0.0091,-0.0592,-0.0133,0.9982
14.398,0.0155,-0.0122,-0.0091,-0.0592,-0.0133,0.9982
14.411,0.0154,-0.0122,-0.0091,-0.0589,-0.0135,0.9982
14.425,0.0154,-0.0122,-0.0092,-0.059,-0.0135,0.9982
14.441,0.0153,-0.0123,-0.0092,-0.059,-0.0134,0.9982
14.457,0.0153,-0.0124,-0.0092,-0.0592,-0.0134,0.9982
14.474,0.0152,-0.0126,-0.0092,-0.0596,-0.013,0.9981
14.491,0.0153,-0.0125,-0.0092,-0.0595,-0.013,0.9981
14.508,0.0153,-0.0124,-0.0092,-0.0594,-0.0129,0.9982
14.525,0.0152,-0.0125,-0.0092,-0.0591,-0.0131,0.9982
14.542,0.0152,-0.0124,-0.0092,-0.059,-0.0129,0.9982
14.559,0.0152,-0.0124,-0.0092,-0.0591,-0.0127,0.9982
14.576,0.0151,-0.0124,-0.0093,-0.059,-0.0126,0.9982
14.592,0.0151,-0.0125,-0.0093,-0.0592,-0.0126,0.9982
14.609,0.015,-0.0124,-0.0094,-0.0594,-0.0125,0.9982
14.628,0.0151,-0.0124,-0.0094,-0.0595,-0.0123,0.9981
14.642,0.0151,-0.0124,-0.0094,-0.0595,-0.0122,0.9982
14.658,0.0151,-0.0124,-0.0094,-0.0596,-0.0124,0.9981
14.674,0.015,-0.0125,-0.0094,-0.0595,-0.0123,0.9982
14.691,0.015,-0.0125,-0.0094,-0.0597,-0.0121,0.9981
14.708,0.015,-0.0124,-0.0095,-0.06,-0.0117,0.9981
14.725,0.015,-0.0123,-0.0095,-0.0601,-0.0111,0.9981
14.741,0.015,-0.0123,-0.0095,-0.0601,-0.0109,0.9981
14.759,0.015,-0.0123,-0.0095,-0.0602,-0.0107,0.9981
14.776,0.015,-0.0123,-0.0096,-0.0602,-0.0104,0.9981
14.795,0.015,-0.0123,-0.0096,-0.06,-0.0103,0.9981
14.811,0.015,-0.0122,-0.0096,-0.0598,-0.0101,0.9982
14.826,0.015,-0.0122,-0.0096,-0.0596,-0.0101,0.9982
14.842,0.015,-0.0122,-0.0096,-0.0594,-0.0101,0.9982
14.858,0.015,-0.012,-0.0096,-0.0591,-0.0098,0.9982
14.875,0.0149,-0.0121,-0.0098,-0.0594,-0.0091,0.9982
14.892,0.0149,-0.012,-0.0097,-0.0595,-0.0085,0.9982
14.908,0.0149,-0.0121,-0.0098,-0.0595,-0.0081,0.9982
14.924,0.015,-0.0122,-0.0098,-0.0596,-0.0077,0.9982
14.941,0.015,-0.0122,-0.0098,-0.0597,-0.0074,0.9982
14.959,0.0151,-0.0119,-0.0097,-0.0599,-0.0069,0.9982
14.977,0.0151,-0.0119,-0.0097,-0.0597,-0.0064,0.9982
14.992,0.0151,-0.0119,-0.0097,-0.0594,-0.0065,0.9982
15.01,0.015,-0.0119,-0.0098,-0.0596,-0.0069,0.9982
15.025,0.015,-0.0119,-0.0097,-0.0598,-0.0069,0.9982
15.043,0.015,-0.0119,-0.0097,-0.0599,-0.0068,0.9982
15.059,0.015,-0.0119,-0.0097,-0.0601,-0.0066,0.9982
15.075,0.015,-0.012,-0.0098,-0.0603,-0.0066,0.9982
15.092,0.015,-0.0121,-0.0098,-0.0604,-0.0068,0.9982
15.108,0.0151,-0.0121,-0.0098,-0.0603,-0.0069,0.9982
15.125,0.0151,-0.012,-0.0098,-0.0604,-0.0068,0.9982
15.142,0.0151,-0.0121,-0.0097,-0.06,-0.0067,0.9982
15.159,0.0151,-0.0122,-0.0097,-0.0599,-0.0071,0.9982
15.175,0.0151,-0.0121,-0.0098,-0.0598,-0.007,0.9982
