t,ox,oy,oz,dx,dy,dz
7833.876,-0.6943,0.5323,0.0445,-0.143,0.3218,0.9359
7833.894,-0.6944,0.5321,0.0445,-0.143,0.3213,0.9361
7833.911,-0.6944,0.5323,0.0445,-0.1429,0.3211,0.9362
7833.928,-0.6943,0.5322,0.0445,-0.1429,0.3221,0.9359
7833.944,-0.6943,0.5321,0.0446,-0.1424,0.3215,0.9361
7833.961,-0.6943,0.5322,0.0446,-0.1421,0.3215,0.9362
7833.978,-0.6943,0.5322,0.0446,-0.1419,0.3221,0.936
7833.995,-0.6943,0.5322,0.0447,-0.1416,0.3221,0.936
7834.011,-0.6942,0.5323,0.0447,-0.1414,0.3223,0.936
7834.027,-0.6942,0.5322,0.0448,-0.141,0.3223,0.9361
7834.044,-0.6941,0.5321,0.0448,-0.1407,0.322,0.9362
7834.061,-0.6941,0.5321,0.0448,-0.1404,0.3219,0.9363
7834.078,-0.6941,0.532,0.045,-0.14,0.3217,0.9364
7834.094,-0.694,0.532,0.0449,-0.1396,0.3214,0.9366
7834.111,-0.6939,0.5319,0.0449,-0.139,0.321,0.9368
7834.127,-0.6938,0.532,0.045,-0.1382,0.3209,0.937
7834.144,-0.6938,0.532,0.045,-0.1376,0.321,0.937
7834.161,-0.6937,0.532,0.045,-0.1369,0.321,0.9371
7834.178,-0.6937,0.5319,0.045,-0.1363,0.321,0.9372
7834.194,-0.6936,0.5321,0.0451,-0.1355,0.3212,0.9373
7834.211,-0.6936,0.532,0.0452,-0.1349,0.3214,0.9373
7834.228,-0.6935,0.5319,0.0451,-0.1345,0.3214,0.9374
7834.244,-0.6935,0.5319,0.0452,-0.1342,0.3213,0.9374
7834.261,-0.6935,0.5319,0.0452,-0.1338,0.3214,0.9375
7834.278,-0.6935,0.5319,0.0452,-0.1336,0.3211,0.9376
7834.294,-0.6935,0.5318,0.0453,-0.1335,0.321,0.9376
7834.311,-0.6934,0.5318,0.0453,-0.1334,0.3208,0.9377
7834.327,-0.6934,0.5318,0.0453,-0.1334,0.3207,0.9377
7834.344,-0.6933,0.5318,0.0453,-0.1332,0.3208,0.9377
7834.361,-0.6933,0.5318,0.0453,-0.1327,0.3211,0.9377
7834.378,-0.6932,0.5317,0.0454,-0.1325,0.3213,0.9377
7834.394,-0.6932,0.5318,0.0454,-0.1326,0.3214,0.9376
7834.411,-0.6931,0.5319,0.0455,-0.1323,0.3217,0.9375
7834.428,-0.693,0.5318,0.0456,-0.1318,0.3224,0.9374
7834.444,-0.693,0.5317,0.0456,-0.1313,0.3214,0.9378
7834.461,-0.693,0.5317,0.0456,-0.1309,0.3206,0.9381
7834.478,-0.6929,0.5318,0.0456,-0.1305,0.3208,0.9381
7834.495,-0.6928,0.5318,0.0456,-0.1303,0.3208,0.9382
7834.51,-0.6928,0.5318,0.0457,-0.1298,0.321,0.9381
7834.528,-0.6927,0.5317,0.0456,-0.1291,0.3211,0.9382
7834.544,-0.6926,0.5317,0.0456,-0.1285,0.3207,0.9384
7834.561,-0.6926,0.5317,0.0455,-0.128,0.3209,0.9384
7834.578,-0.6926,0.5317,0.0455,-0.1279,0.3214,0.9383
7834.594,-0.6925,0.5317,0.0456,-0.1274,0.3216,0.9383
7834.611,-0.6925,0.5317,0.0456,-0.1271,0.3215,0.9383
7834.627,-0.6924,0.5317,0.0455,-0.127,0.3213,0.9384
7834.645,-0.6925,0.5318,0.0455,-0.1272,0.3213,0.9384
7834.661,-0.6925,0.5318,0.0455,-0.1277,0.3207,0.9385
7834.678,-0.6925,0.5319,0.0454,-0.1287,0.3214,0.9382
7834.695,-0.6925,0.5319,0.0454,-0.1294,0.3216,0.938
7834.71,-0.6926,0.5318,0.0454,-0.1303,0.3215,0.9379
7834.726,-0.6928,0.5319,0.0454,-0.1312,0.3218,0.9377
7834.743,-0.6929,0.5319,0.0453,-0.1327,0.3222,0.9373
7834.76,-0.6928,0.532,0.0453,-0.1336,0.3227,0.937
7834.777,-0.6928,0.532,0.0454,-0.1338,0.3231,0.9369
7834.794,-0.6927,0.5319,0.0454,-0.1337,0.323,0.9369
7834.811,-0.6927,0.5319,0.0454,-0.1334,0.3227,0.9371
7834.828,-0.6927,0.5319,0.0454,-0.133,0.3226,0.9371
7834.844,-0.6927,0.5319,0.0453,-0.1325,0.3225,0.9373
7834.861,-0.6927,0.5319,0.0453,-0.132,0.3223,0.9374
7834.877,-0.6928,0.532,0.0452,-0.1313,0.3224,0.9375
7834.894,-0.6928,0.5319,0.0452,-0.1312,0.3224,0.9375
7834.911,-0.6929,0.532,0.0451,-0.1311,0.3227,0.9374
7834.928,-0.6929,0.5321,0.0451,-0.1313,0.3229,0.9373
7834.944,-0.693,0.532,0.0451,-0.1318,0.3232,0.9371
7834.961,-0.6931,0.5321,0.045,-0.1322,0.3234,0.937
7834.977,-0.6933,0.532,0.045,-0.1332,0.3236,0.9368
7834.995,-0.6935,0.5321,0.0449,-0.1345,0.3237,0.9366
7835.011,-0.6938,0.5321,0.0449,-0.1363,0.3239,0.9362
7835.028,-0.6941,0.5321,0.0449,-0.1388,0.3242,0.9358
7835.045,-0.6945,0.5321,0.0448,-0.1421,0.3243,0.9352
7835.063,-0.6949,0.5322,0.0448,-0.1461,0.3241,0.9347
7835.08,-0.6954,0.5322,0.0446,-0.1511,0.324,0.9339
7835.094,-0.6958,0.5322,0.0446,-0.1564,0.3237,0.9331
7835.109,-0.6963,0.5322,0.0444,-0.1614,0.3235,0.9323
7835.126,-0.6968,0.5324,0.0443,-0.1673,0.324,0.9311
7835.143,-0.6974,0.5324,0.0442,-0.1739,0.3245,0.9298
7835.16,-0.698,0.5325,0.0442,-0.1814,0.3255,0.928
7835.176,-0.6986,0.5326,0.044,-0.1891,0.3254,0.9265
7835.192,-0.6992,0.5328,0.0439,-0.1967,0.3262,0.9246
7835.209,-0.6998,0.5328,0.0439,-0.2048,0.3272,0.9225
7835.225,-0.7004,0.5328,0.0437,-0.212,0.327,0.921
7835.244,-0.701,0.5328,0.0436,-0.2188,0.327,0.9194
7835.259,-0.7017,0.5327,0.0433,-0.2258,0.3272,0.9176
7835.276,-0.7023,0.5327,0.0433,-0.2328,0.3267,0.916
7835.292,-0.7028,0.5327,0.0431,-0.2398,0.3265,0.9143
7835.309,-0.7034,0.5328,0.0429,-0.2462,0.326,0.9127
7835.326,-0.7038,0.5327,0.0428,-0.2522,0.3256,0.9113
7835.343,-0.7043,0.5328,0.0425,-0.2576,0.3254,0.9098
7835.36,-0.7047,0.5328,0.0423,-0.2623,0.3257,0.9084
7835.377,-0.7051,0.5329,0.0421,-0.2672,0.3261,0.9068
7835.395,-0.7055,0.533,0.042,-0.2714,0.3263,0.9055
7835.411,-0.7058,0.5331,0.0418,-0.2752,0.3269,0.9041
7835.428,-0.7062,0.533,0.0416,-0.2787,0.327,0.903
7835.445,-0.7065,0.5331,0.0414,-0.2823,0.3272,0.9018
7835.461,-0.7068,0.5332,0.0411,-0.2859,0.3283,0.9003
7835.477,-0.707,0.5332,0.041,-0.2891,0.3285,0.8992
7835.495,-0.7072,0.5333,0.0409,-0.2918,0.3291,0.8981
7835.511,-0.7075,0.5334,0.0407,-0.2946,0.3303,0.8967
7835.527,-0.7078,0.5334,0.0405,-0.2976,0.3309,0.8955
7835.545,-0.708,0.5334,0.0404,-0.3006,0.3317,0.8942
7835.561,-0.7082,0.5334,0.0403,-0.3035,0.3324,0.893
7835.577,-0.7083,0.5334,0.0401,-0.3061,0.3327,0.892
7835.595,-0.7084,0.5335,0.04,-0.308,0.3331,0.8912
7835.61,-0.7084,0.5336,0.0399,-0.3091,0.3339,0.8905
7835.627,-0.7085,0.5336,0.0397,-0.3102,0.3342,0.89
7835.645,-0.7086,0.5337,0.0396,-0.3112,0.3343,0.8896
7835.661,-0.7087,0.5337,0.0396,-0.3118,0.3347,0.8892
7835.678,-0.7088,0.5336,0.0394,-0.3128,0.3345,0.889
7835.694,-0.7088,0.5337,0.0393,-0.3135,0.3341,0.8889
7835.709,-0.7089,0.5337,0.0392,-0.3142,0.3346,0.8884
7835.726,-0.709,0.5336,0.0392,-0.3149,0.3344,0.8883
7835.744,-0.7092,0.5336,0.0391,-0.3161,0.3337,0.8881
7835.759,-0.7093,0.5336,0.039,-0.3173,0.3338,0.8876
7835.775,-0.7094,0.5335,0.039,-0.3188,0.3335,0.8872
7835.792,-0.7095,0.5336,0.039,-0.3201,0.333,0.8869
7835.81,-0.7096,0.5336,0.039,-0.3213,0.3331,0.8865
7835.826,-0.7097,0.5336,0.039,-0.3228,0.3325,0.8862
7835.843,-0.7098,0.5335,0.039,-0.3241,0.3322,0.8858
7835.86,-0.7098,0.5335,0.039,-0.3252,0.3316,0.8856
7835.879,-0.7099,0.5335,0.039,-0.3264,0.3312,0.8853
7835.893,-0.7099,0.5335,0.039,-0.3275,0.3307,0.8851
7835.91,-0.7099,0.5335,0.039,-0.3285,0.3302,0.8849
7835.925,-0.7099,0.5336,0.039,-0.3289,0.3305,0.8846
7835.941,-0.7099,0.5335,0.039,-0.3291,0.3305,0.8846
