t,ox,oy,oz,dx,dy,dz
8143.878,-0.7023,0.4464,-0.0063,-0.1091,-0.0684,0.9917
8143.895,-0.7024,0.4464,-0.0063,-0.1093,-0.0688,0.9916
8143.911,-0.7024,0.4466,-0.0063,-0.1094,-0.0688,0.9916
8143.929,-0.7025,0.4466,-0.0063,-0.1098,-0.0682,0.9916
8143.946,-0.7026,0.4466,-0.0063,-0.1102,-0.0675,0.9916
8143.959,-0.7026,0.4464,-0.0065,-0.1105,-0.0679,0.9916
8143.976,-0.7027,0.4464,-0.0065,-0.1107,-0.0686,0.9915
8143.994,-0.7028,0.4467,-0.0065,-0.1113,-0.0684,0.9914
8144.01,-0.7028,0.4467,-0.0065,-0.1116,-0.0677,0.9914
8144.027,-0.7029,0.4468,-0.0065,-0.1118,-0.0675,0.9914
8144.044,-0.7029,0.4467,-0.0066,-0.1118,-0.0675,0.9914
8144.061,-0.7029,0.4467,-0.0066,-0.1116,-0.0674,0.9915
8144.078,-0.703,0.4468,-0.0066,-0.1113,-0.0668,0.9915
8144.095,-0.7031,0.4468,-0.0066,-0.1111,-0.0662,0.9916
8144.112,-0.7032,0.4466,-0.0065,-0.1115,-0.0655,0.9916
8144.128,-0.7033,0.4465,-0.0064,-0.1123,-0.0652,0.9915
8144.146,-0.7032,0.4462,-0.0062,-0.1132,-0.065,0.9914
8144.162,-0.703,0.446,-0.006,-0.1132,-0.0666,0.9913
8144.178,-0.7029,0.4458,-0.0059,-0.1129,-0.069,0.9912
8144.195,-0.7028,0.4459,-0.0058,-0.113,-0.0696,0.9911
8144.213,-0.7026,0.4458,-0.0056,-0.1131,-0.07,0.9911
8144.229,-0.7023,0.4455,-0.0056,-0.1124,-0.0715,0.9911
8144.246,-0.702,0.4454,-0.0055,-0.1109,-0.0739,0.9911
8144.262,-0.7019,0.4456,-0.0056,-0.1092,-0.0757,0.9911
8144.279,-0.7018,0.4457,-0.0056,-0.108,-0.0756,0.9913
8144.295,-0.7018,0.4458,-0.0057,-0.1075,-0.0749,0.9914
8144.312,-0.7018,0.4459,-0.0059,-0.1074,-0.0745,0.9914
8144.329,-0.7018,0.4461,-0.006,-0.1074,-0.074,0.9915
8144.345,-0.7019,0.4463,-0.0061,-0.1072,-0.0733,0.9915
8144.361,-0.7021,0.4466,-0.0061,-0.1075,-0.0716,0.9916
8144.384,-0.7024,0.4466,-0.0062,-0.1085,-0.0697,0.9917
8144.407,-0.7032,0.4469,-0.0062,-0.1107,-0.0669,0.9916
8144.427,-0.7036,0.4468,-0.006,-0.1134,-0.0651,0.9914
8144.444,-0.7039,0.4467,-0.0059,-0.1155,-0.0643,0.9912
8144.461,-0.7042,0.4465,-0.0058,-0.1173,-0.0653,0.9909
8144.479,-0.7045,0.4465,-0.0056,-0.1187,-0.0658,0.9907
8144.503,-0.7047,0.4465,-0.0057,-0.1199,-0.067,0.9905
8144.525,-0.705,0.4463,-0.0055,-0.1219,-0.0682,0.9902
8144.545,-0.7051,0.4463,-0.0054,-0.1217,-0.0692,0.9902
8144.562,-0.7051,0.4462,-0.0054,-0.1213,-0.0702,0.9901
8144.579,-0.7052,0.4461,-0.0054,-0.1203,-0.0707,0.9902
8144.595,-0.7053,0.446,-0.0054,-0.1193,-0.0712,0.9903
8144.613,-0.7054,0.4459,-0.0054,-0.118,-0.0718,0.9904
8144.628,-0.7057,0.446,-0.0054,-0.1171,-0.0718,0.9905
8144.646,-0.7059,0.4457,-0.0053,-0.1167,-0.071,0.9906
8144.663,-0.7061,0.4455,-0.0053,-0.1173,-0.0712,0.9905
8144.679,-0.7062,0.4454,-0.0053,-0.1181,-0.0719,0.9904
8144.696,-0.7061,0.4455,-0.0053,-0.1188,-0.073,0.9902
8144.711,-0.7061,0.4454,-0.0052,-0.1188,-0.0739,0.9902
8144.728,-0.7061,0.4454,-0.0051,-0.1189,-0.0749,0.9901
8144.745,-0.706,0.4454,-0.0052,-0.1193,-0.0755,0.99
8144.761,-0.7059,0.4453,-0.0052,-0.1197,-0.0759,0.9899
8144.779,-0.7058,0.4454,-0.005,-0.1199,-0.0757,0.9899
8144.812,-0.7054,0.445,-0.0049,-0.12,-0.0756,0.9899
8144.83,-0.7051,0.4449,-0.0049,-0.1196,-0.0768,0.9898
8144.847,-0.7049,0.4449,-0.0049,-0.1187,-0.0781,0.9899
8144.862,-0.7047,0.4451,-0.005,-0.1176,-0.0794,0.9899
8144.879,-0.7046,0.4452,-0.0049,-0.1168,-0.079,0.99
8144.896,-0.7045,0.4453,-0.0048,-0.1165,-0.0774,0.9902
8144.913,-0.7044,0.4452,-0.0047,-0.1161,-0.0767,0.9903
8144.937,-0.7043,0.4451,-0.0048,-0.1161,-0.0778,0.9902
8144.959,-0.7041,0.4452,-0.0048,-0.1156,-0.0778,0.9902
8144.979,-0.7042,0.4452,-0.0048,-0.1158,-0.0773,0.9903
8145.01,-0.7042,0.4451,-0.0046,-0.117,-0.0768,0.9902
8145.027,-0.7041,0.445,-0.0043,-0.1175,-0.0766,0.9901
8145.045,-0.704,0.4449,-0.0043,-0.1173,-0.0779,0.99
8145.077,-0.7042,0.4448,-0.0043,-0.1174,-0.0814,0.9897
8145.1,-0.7042,0.4448,-0.0042,-0.1181,-0.0809,0.9897
8145.111,-0.7042,0.4448,-0.0041,-0.1181,-0.0811,0.9897
8145.127,-0.7041,0.4447,-0.004,-0.1177,-0.0813,0.9897
8145.145,-0.7042,0.4445,-0.004,-0.1169,-0.0812,0.9898
8145.161,-0.7043,0.4444,-0.0041,-0.1166,-0.0816,0.9898
8145.177,-0.7042,0.4443,-0.0041,-0.1163,-0.0826,0.9898
8145.193,-0.7042,0.4443,-0.0042,-0.1158,-0.0832,0.9898
8145.211,-0.7043,0.4445,-0.0041,-0.1151,-0.083,0.9899
8145.228,-0.7044,0.4444,-0.0043,-0.1149,-0.083,0.9899
8145.245,-0.7044,0.4444,-0.0044,-0.1148,-0.0835,0.9899
8145.265,-0.7044,0.4447,-0.0046,-0.115,-0.0834,0.9899
8145.282,-0.7045,0.445,-0.0046,-0.1154,-0.0824,0.9899
8145.298,-0.7045,0.445,-0.0046,-0.1161,-0.0802,0.99
8145.314,-0.7045,0.4451,-0.0048,-0.1161,-0.0791,0.9901
8145.328,-0.7045,0.4453,-0.0051,-0.1164,-0.0789,0.9901
8145.346,-0.7046,0.4456,-0.0051,-0.1166,-0.0774,0.9902
8145.361,-0.7046,0.4457,-0.0052,-0.1169,-0.075,0.9903
8145.378,-0.7045,0.4457,-0.0054,-0.1169,-0.0737,0.9904
8145.395,-0.7045,0.4459,-0.0057,-0.1169,-0.0739,0.9904
8145.41,-0.7046,0.4462,-0.0058,-0.1168,-0.0735,0.9904
8145.427,-0.7046,0.4466,-0.0059,-0.1169,-0.0713,0.9906
8145.443,-0.7047,0.4465,-0.006,-0.1166,-0.0696,0.9907
8145.459,-0.7048,0.4467,-0.0063,-0.1163,-0.0693,0.9908
8145.477,-0.7049,0.4471,-0.0064,-0.1164,-0.0686,0.9908
8145.494,-0.705,0.4473,-0.0065,-0.1163,-0.067,0.991
8145.511,-0.7051,0.4471,-0.0067,-0.1161,-0.066,0.991
8145.528,-0.7053,0.4473,-0.0069,-0.1157,-0.0664,0.9911
8145.545,-0.7055,0.4473,-0.0069,-0.1155,-0.0658,0.9911
8145.561,-0.7057,0.4472,-0.0071,-0.1156,-0.0658,0.9911
8145.578,-0.7058,0.447,-0.0072,-0.1159,-0.0667,0.991
8145.595,-0.706,0.4468,-0.0073,-0.1165,-0.0678,0.9909
8145.611,-0.7061,0.4465,-0.0075,-0.1168,-0.07,0.9907
8145.629,-0.7061,0.4463,-0.0076,-0.1169,-0.0726,0.9905
8145.646,-0.7062,0.4463,-0.0077,-0.1169,-0.0748,0.9903
8145.662,-0.7063,0.4462,-0.0078,-0.1168,-0.076,0.9902
8145.679,-0.7063,0.4459,-0.0079,-0.1162,-0.0774,0.9902
8145.693,-0.7064,0.4458,-0.0081,-0.1158,-0.079,0.9901
8145.711,-0.7064,0.4459,-0.0083,-0.1153,-0.0802,0.9901
8145.729,-0.7064,0.446,-0.0085,-0.1151,-0.0803,0.9901
8145.747,-0.7063,0.4461,-0.0087,-0.1146,-0.0798,0.9902
8145.762,-0.7063,0.446,-0.009,-0.1136,-0.08,0.9903
8145.779,-0.7062,0.446,-0.0093,-0.1129,-0.0809,0.9903
8145.796,-0.7062,0.4463,-0.0095,-0.1121,-0.0806,0.9904
8145.812,-0.7061,0.4465,-0.0097,-0.1119,-0.0788,0.9906
8145.829,-0.706,0.4467,-0.01,-0.1115,-0.0772,0.9908
8145.846,-0.706,0.4466,-0.0103,-0.1109,-0.0773,0.9908
8145.861,-0.706,0.4468,-0.0105,-0.1108,-0.0772,0.9908
8145.877,-0.7061,0.447,-0.0107,-0.111,-0.0766,0.9909
8145.896,-0.706,0.4471,-0.011,-0.1124,-0.0758,0.9908
8145.914,-0.7059,0.4472,-0.0112,-0.113,-0.0754,0.9907
8145.938,-0.7058,0.4475,-0.0117,-0.1135,-0.0752,0.9907
8145.959,-0.7059,0.4477,-0.0119,-0.1137,-0.075,0.9907
8145.979,-0.7059,0.4479,-0.0122,-0.1147,-0.0742,0.9906
8145.998,-0.7058,0.448,-0.0126,-0.1162,-0.0742,0.9905
8146.012,-0.7056,0.4482,-0.0128,-0.1171,-0.0744,0.9903
8146.028,-0.7054,0.4485,-0.0132,-0.1181,-0.0742,0.9902
8146.046,-0.7052,0.4489,-0.0137,-0.1188,-0.0743,0.9901
8146.062,-0.705,0.4494,-0.0143,-0.12,-0.0761,0.9899
8146.079,-0.7046,0.4503,-0.0147,-0.1216,-0.0758,0.9897
8146.094,-0.7042,0.4509,-0.0152,-0.1231,-0.0744,0.9896
8146.113,-0.7038,0.4516,-0.0154,-0.1232,-0.0719,0.9898
8146.129,-0.7034,0.452,-0.016,-0.1235,-0.0697,0.9899
8146.146,-0.703,0.4527,-0.0166,-0.1236,-0.0688,0.9899
8146.163,-0.7026,0.4535,-0.0171,-0.1242,-0.0683,0.9899
8146.18,-0.702,0.4543,-0.0175,-0.1245,-0.0654,0.9901
8146.195,-0.7015,0.4549,-0.0179,-0.1241,-0.0627,0.9903
8146.21,-0.7009,0.4553,-0.0186,-0.1237,-0.062,0.9904
8146.229,-0.7004,0.4561,-0.019,-0.1238,-0.0608,0.9904
8146.246,-0.6999,0.4569,-0.0194,-0.124,-0.0569,0.9907
8146.259,-0.6993,0.4574,-0.0196,-0.1234,-0.0528,0.9909
8146.276,-0.6987,0.4571,-0.0203,-0.1231,-0.0501,0.9911
8146.293,-0.6983,0.4572,-0.0212,-0.1228,-0.0524,0.9911
8146.31,-0.6978,0.4581,-0.0217,-0.1226,-0.0541,0.991
8146.328,-0.6975,0.459,-0.0221,-0.1233,-0.051,0.9911
8146.344,-0.6971,0.4594,-0.0228,-0.125,-0.0478,0.991
8146.36,-0.6965,0.4595,-0.0235,-0.1272,-0.0472,0.9907
8146.38,-0.6958,0.46,-0.0243,-0.1295,-0.048,0.9904
8146.396,-0.6952,0.4608,-0.0251,-0.1318,-0.0478,0.9901
8146.416,-0.6947,0.4615,-0.0257,-0.1341,-0.0438,0.99
8146.429,-0.6942,0.4619,-0.0263,-0.1363,-0.0395,0.9899
8146.445,-0.6935,0.4618,-0.0272,-0.1391,-0.0362,0.9896
8146.462,-0.6928,0.4619,-0.0283,-0.1412,-0.0365,0.9893
8146.478,-0.692,0.4625,-0.0292,-0.1421,-0.0368,0.9892
8146.494,-0.6914,0.463,-0.0303,-0.1421,-0.0344,0.9893
8146.511,-0.6908,0.4631,-0.0316,-0.1421,-0.0322,0.9893
8146.527,-0.6902,0.4633,-0.0331,-0.1429,-0.0319,0.9892
8146.544,-0.6896,0.4636,-0.0344,-0.1438,-0.0302,0.9891
8146.561,-0.6889,0.464,-0.0356,-0.1438,-0.0262,0.9893
8146.578,-0.6883,0.4639,-0.0371,-0.1436,-0.0224,0.9894
8146.594,-0.6878,0.4639,-0.0388,-0.1442,-0.0213,0.9893
8146.616,-0.6872,0.464,-0.0403,-0.1453,-0.019,0.9892
8146.626,-0.6866,0.4639,-0.042,-0.1461,-0.0165,0.9891
8146.644,-0.686,0.4639,-0.0437,-0.1462,-0.0155,0.9891
8146.66,-0.6855,0.4638,-0.0454,-0.1467,-0.0133,0.9891
8146.677,-0.685,0.4637,-0.0474,-0.1472,-0.0111,0.9891
8146.693,-0.6846,0.4637,-0.0493,-0.1475,-0.01,0.989
8146.711,-0.6843,0.4641,-0.0509,-0.1476,-0.0072,0.989
8146.729,-0.6839,0.4643,-0.0525,-0.1482,-0.0015,0.989
8146.746,-0.6835,0.4644,-0.0543,-0.1492,0.0031,0.9888
8146.762,-0.683,0.4645,-0.0561,-0.1502,0.0052,0.9886
8146.779,-0.6825,0.465,-0.0578,-0.1508,0.0078,0.9885
8146.796,-0.6821,0.4658,-0.0594,-0.1514,0.0123,0.9884
8146.813,-0.6819,0.467,-0.0608,-0.1527,0.0213,0.988
8146.83,-0.6816,0.4679,-0.0624,-0.1553,0.0317,0.9874
8146.847,-0.6813,0.4685,-0.0638,-0.1583,0.0419,0.9865
8146.862,-0.681,0.469,-0.0654,-0.1613,0.0488,0.9857
8146.88,-0.6806,0.47,-0.067,-0.1642,0.0542,0.9849
8146.896,-0.6802,0.4718,-0.0687,-0.1672,0.0622,0.984
8146.919,-0.6795,0.4754,-0.0715,-0.1734,0.0867,0.981
8146.944,-0.6792,0.4758,-0.0723,-0.1762,0.1063,0.9786
8146.962,-0.6789,0.4764,-0.0736,-0.1782,0.1174,0.977
8146.997,-0.6785,0.4787,-0.0758,-0.1816,0.1385,0.9736
8147.031,-0.6782,0.4799,-0.0775,-0.1843,0.1597,0.9698
8147.045,-0.6781,0.4806,-0.0784,-0.1862,0.1681,0.968
8147.063,-0.678,0.4814,-0.0793,-0.1885,0.174,0.9665
8147.079,-0.6779,0.4824,-0.0799,-0.1906,0.1805,0.9649
8147.1,-0.6779,0.4831,-0.0803,-0.1928,0.188,0.963
8147.124,-0.678,0.4843,-0.0812,-0.1989,0.2007,0.9593
8147.149,-0.678,0.4848,-0.0816,-0.203,0.2024,0.958
8147.179,-0.678,0.486,-0.082,-0.2078,0.2084,0.9557
8147.211,-0.6787,0.4878,-0.0818,-0.2137,0.2194,0.952
8147.233,-0.6787,0.4881,-0.0815,-0.2165,0.225,0.95
8147.256,-0.6787,0.4886,-0.0813,-0.2203,0.2289,0.9482
