utc_ms,t,ox,oy,oz,dx,dy,dz,server_recv_utc_ms,session
,8473.754,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582397860,20260128T063942Z_f2cb7f2
,8473.771,0.0008,-0.0014,0.0001,0.474,-0.0568,0.8787,1769582397860,20260128T063942Z_f2cb7f2
,8473.787,0.0008,-0.0014,0.0001,0.4741,-0.0569,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.804,0.0008,-0.0014,0,0.474,-0.0567,0.8787,1769582397860,20260128T063942Z_f2cb7f2
,8473.82,0.0008,-0.0014,0.0001,0.4741,-0.0568,0.8787,1769582397860,20260128T063942Z_f2cb7f2
,8473.837,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582397860,20260128T063942Z_f2cb7f2
,8473.854,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.873,0.0008,-0.0015,0.0002,0.4742,-0.0566,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.889,0.0008,-0.0014,0.0001,0.4741,-0.0566,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.904,0.0008,-0.0015,0.0001,0.4742,-0.0566,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.921,0.0008,-0.0015,0.0001,0.4742,-0.0566,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.939,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.953,0.0008,-0.0014,0.0002,0.4741,-0.0566,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.97,0.0008,-0.0014,0.0001,0.4741,-0.0566,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8473.987,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8786,1769582397860,20260128T063942Z_f2cb7f2
,8474.004,0.0008,-0.0014,0.0001,0.4742,-0.0565,0.8786,1769582397860,20260128T063942Z_f2cb7f2
