utc_ms,t,ox,oy,oz,dx,dy,dz,server_recv_utc_ms,session
,8763.754,0.0008,-0.0013,0.0001,0.474,-0.0568,0.8787,1769582687874,no_session
,8763.773,0.0008,-0.0014,0.0002,0.4741,-0.0567,0.8786,1769582687874,no_session
,8763.79,0.0008,-0.0014,0.0001,0.4741,-0.0568,0.8786,1769582687874,no_session
,8763.807,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8763.82,0.0008,-0.0014,0.0002,0.4741,-0.0566,0.8787,1769582687874,no_session
,8763.838,0.0008,-0.0014,0.0001,0.4741,-0.0566,0.8787,1769582687874,no_session
,8763.854,0.0008,-0.0014,0.0002,0.4741,-0.0567,0.8787,1769582687874,no_session
,8763.871,0.0008,-0.0014,0.0002,0.4741,-0.0568,0.8787,1769582687874,no_session
,8763.888,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8786,1769582687874,no_session
,8763.904,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8786,1769582687874,no_session
,8763.921,0.0008,-0.0015,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8763.938,0.0008,-0.0013,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8763.954,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8763.97,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8763.987,0.0008,-0.0014,0.0002,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.003,0.0008,-0.0014,0.0002,0.4741,-0.0566,0.8787,1769582687874,no_session
,8764.021,0.0008,-0.0014,0.0002,0.4741,-0.0566,0.8787,1769582687874,no_session
,8764.037,0.0008,-0.0014,0.0001,0.474,-0.0568,0.8787,1769582687874,no_session
,8764.054,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.07,0.0008,-0.0014,0.0001,0.4741,-0.0566,0.8787,1769582687874,no_session
,8764.088,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.105,0.0009,-0.0014,0.0001,0.4741,-0.0567,0.8786,1769582687874,no_session
,8764.122,0.0008,-0.0014,0.0001,0.4741,-0.0566,0.8787,1769582687874,no_session
,8764.139,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.154,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.171,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.188,0.0008,-0.0014,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.204,0.0009,-0.0014,0.0002,0.4741,-0.0567,0.8786,1769582687874,no_session
,8764.222,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.238,0.0008,-0.0014,0.0002,0.4741,-0.0566,0.8786,1769582687874,no_session
,8764.256,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.273,0.0008,-0.0014,0.0002,0.4741,-0.0566,0.8786,1769582687874,no_session
,8764.291,0.0008,-0.0014,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.308,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.325,0.0008,-0.0015,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.342,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.354,0.0008,-0.0015,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.371,0.0008,-0.0014,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.388,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8786,1769582687874,no_session
,8764.404,0.0008,-0.0014,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.422,0.0008,-0.0014,0.0001,0.474,-0.0568,0.8787,1769582687874,no_session
,8764.438,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.455,0.0008,-0.0015,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.474,0.0008,-0.0015,0.0001,0.4741,-0.0566,0.8787,1769582687874,no_session
,8764.491,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.507,0.0008,-0.0015,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.524,0.0007,-0.0014,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.54,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.555,0.0008,-0.0015,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.57,0.0008,-0.0015,0.0001,0.4741,-0.0568,0.8787,1769582687874,no_session
,8764.587,0.0008,-0.0014,0.0001,0.474,-0.0568,0.8787,1769582687874,no_session
,8764.604,0.0008,-0.0015,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.622,0.0008,-0.0015,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.639,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.655,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.673,0.0008,-0.0015,0,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.689,0.0008,-0.0015,0.0001,0.474,-0.0566,0.8787,1769582687874,no_session
,8764.708,0.0008,-0.0015,0,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.725,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.741,0.0008,-0.0014,0.0001,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.756,0.0008,-0.0015,0,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.771,0.0008,-0.0014,0.0001,0.4741,-0.0567,0.8787,1769582687874,no_session
,8764.788,0.0008,-0.0015,0,0.474,-0.0567,0.8787,1769582687874,no_session
,8764.805,0.0007,-0.0015,0,0.4741,-0.057,0.8786,1769582687874,no_session
,8764.822,0.0007,-0.0014,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8764.839,0.0007,-0.0014,-0.0001,0.474,-0.057,0.8787,1769582687874,no_session
,8764.855,0.0008,-0.0014,0,0.474,-0.0569,0.8787,1769582687874,no_session
,8764.872,0.0007,-0.0014,0,0.474,-0.0569,0.8787,1769582687874,no_session
,8764.89,0.0008,-0.0014,0,0.4741,-0.057,0.8786,1769582687874,no_session
,8764.907,0.0008,-0.0014,0,0.4741,-0.057,0.8786,1769582687874,no_session
,8764.925,0.0008,-0.0015,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8764.942,0.0008,-0.0014,0,0.474,-0.057,0.8787,1769582687874,no_session
,8764.955,0.0008,-0.0015,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8764.972,0.0008,-0.0014,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8764.987,0.0008,-0.0015,0,0.474,-0.0569,0.8787,1769582687874,no_session
,8765.004,0.0008,-0.0014,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8765.021,0.0008,-0.0014,0,0.474,-0.0569,0.8787,1769582687874,no_session
,8765.038,0.0008,-0.0014,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8765.055,0.0008,-0.0014,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8765.071,0.0008,-0.0014,0,0.4741,-0.057,0.8786,1769582687874,no_session
,8765.089,0.0008,-0.0014,0,0.4741,-0.0569,0.8786,1769582687874,no_session
,8765.105,0.0008,-0.0014,0,0.4741,-0.0568,0.8787,1769582687874,no_session
