t,ox,oy,oz,dx,dy,dz
193.877,0.0463,-0.2969,0.0635,0.0316,-0.9918,0.1242
193.893,0.0452,-0.2959,0.0616,0.0324,-0.9928,0.115
193.91,0.044,-0.2947,0.0593,0.0295,-0.9941,0.104
193.927,0.0442,-0.2936,0.0585,0.0247,-0.9952,0.0951
193.944,0.0444,-0.2931,0.0568,0.0185,-0.9959,0.0884
193.959,0.045,-0.293,0.0559,0.0133,-0.9964,0.0836
193.976,0.0441,-0.2927,0.0544,0.011,-0.9968,0.0787
193.993,0.0437,-0.2926,0.055,0.0129,-0.9971,0.0753
194.01,0.0432,-0.2923,0.0543,0.0154,-0.9967,0.0793
194.027,0.0429,-0.2923,0.0531,0.0164,-0.9962,0.0851
194.047,0.0428,-0.292,0.0518,0.0105,-0.9962,0.0863
194.061,0.0432,-0.2911,0.0521,0.0082,-0.9967,0.0808
194.078,0.0432,-0.2911,0.0533,0.0096,-0.9967,0.0806
194.096,0.043,-0.2914,0.0534,0.013,-0.9961,0.0873
194.112,0.0431,-0.2921,0.0524,0.0155,-0.9952,0.0963
194.128,0.0424,-0.2925,0.0519,0.0162,-0.9948,0.1003
194.143,0.0422,-0.2931,0.0516,0.0154,-0.9948,0.1005
194.16,0.0418,-0.2936,0.0511,0.0157,-0.9945,0.1032
194.177,0.0418,-0.2941,0.051,0.0175,-0.9946,0.1028
194.194,0.0417,-0.2936,0.0505,0.0156,-0.9953,0.0953
194.211,0.0412,-0.2939,0.0508,0.0152,-0.996,0.0881
194.228,0.041,-0.2943,0.0516,0.0141,-0.9963,0.0853
194.245,0.041,-0.295,0.0525,0.0136,-0.9959,0.0897
194.261,0.0404,-0.2953,0.0527,0.0126,-0.9959,0.0896
194.28,0.0401,-0.2962,0.053,0.0142,-0.9957,0.0912
194.295,0.0397,-0.2965,0.0523,0.013,-0.9956,0.0932
194.311,0.0395,-0.2965,0.0523,0.0079,-0.9956,0.0938
194.328,0.0389,-0.2968,0.0525,0.0053,-0.9958,0.0916
194.344,0.0385,-0.2972,0.053,0.0016,-0.9959,0.0901
194.361,0.0376,-0.2978,0.0532,-0.0054,-0.996,0.0889
194.378,0.0367,-0.298,0.054,-0.0159,-0.9954,0.0948
194.396,0.0344,-0.2984,0.0551,-0.0181,-0.9947,0.1016
194.413,0.033,-0.2984,0.0557,-0.0241,-0.9944,0.1028
194.43,0.0321,-0.299,0.0558,-0.0257,-0.9941,0.1057
194.446,0.0322,-0.2982,0.0564,-0.0294,-0.9936,0.109
194.463,0.0315,-0.2975,0.0558,-0.0385,-0.9935,0.1075
194.48,0.0311,-0.2976,0.0574,-0.0361,-0.9936,0.1075
194.496,0.03,-0.2968,0.0571,-0.0335,-0.9941,0.1034
194.513,0.0293,-0.2956,0.0576,-0.0352,-0.9946,0.0975
194.53,0.0284,-0.2951,0.0576,-0.04,-0.9949,0.0929
194.547,0.0273,-0.2947,0.059,-0.0457,-0.9948,0.0908
194.563,0.026,-0.2952,0.0597,-0.0459,-0.9949,0.0895
194.58,0.0248,-0.2955,0.0607,-0.0453,-0.9945,0.0942
