t,ox,oy,oz,dx,dy,dz
3003.884,-0.6035,0.4819,-0.0562,0.2423,-0.1149,0.9634
3003.901,-0.6035,0.4819,-0.0562,0.2424,-0.115,0.9633
3003.918,-0.6035,0.4819,-0.0562,0.2425,-0.1148,0.9633
3003.934,-0.6035,0.4818,-0.0561,0.2424,-0.1149,0.9633
3003.951,-0.6035,0.4818,-0.056,0.2423,-0.1152,0.9633
3003.968,-0.6035,0.4818,-0.056,0.2421,-0.1154,0.9634
3003.983,-0.6035,0.4816,-0.0558,0.2421,-0.1154,0.9633
3004,-0.6036,0.4815,-0.0558,0.2418,-0.1165,0.9633
3004.017,-0.6035,0.4817,-0.0557,0.2415,-0.117,0.9633
3004.034,-0.6035,0.4819,-0.0556,0.2415,-0.1166,0.9634
3004.05,-0.6036,0.4818,-0.0555,0.2415,-0.1166,0.9634
3004.07,-0.6038,0.4816,-0.0556,0.2413,-0.1178,0.9633
3004.084,-0.6039,0.4816,-0.0555,0.2409,-0.1193,0.9632
3004.101,-0.6039,0.4817,-0.0554,0.2404,-0.1195,0.9633
3004.118,-0.6039,0.4817,-0.0554,0.24,-0.1189,0.9635
3004.136,-0.604,0.4817,-0.0553,0.24,-0.119,0.9635
3004.152,-0.604,0.4815,-0.0553,0.24,-0.1192,0.9634
3004.167,-0.6041,0.4814,-0.0553,0.24,-0.119,0.9635
3004.183,-0.6042,0.4814,-0.0553,0.2399,-0.1194,0.9634
3004.2,-0.6043,0.4816,-0.0552,0.2401,-0.1197,0.9633
3004.217,-0.6043,0.4816,-0.0552,0.2405,-0.1193,0.9633
3004.234,-0.6045,0.4814,-0.0552,0.2409,-0.119,0.9632
3004.251,-0.6046,0.4814,-0.0552,0.2411,-0.1199,0.9631
3004.267,-0.6046,0.4816,-0.0551,0.241,-0.12,0.9631
3004.283,-0.6048,0.4816,-0.055,0.2409,-0.1193,0.9632
3004.299,-0.6048,0.4815,-0.0551,0.2408,-0.1193,0.9632
3004.316,-0.605,0.4815,-0.0551,0.2407,-0.1203,0.9631
3004.334,-0.6051,0.4817,-0.0549,0.2406,-0.1198,0.9632
3004.35,-0.6052,0.4816,-0.0549,0.2404,-0.1189,0.9633
3004.367,-0.6053,0.4814,-0.0548,0.2405,-0.1192,0.9633
3004.384,-0.6054,0.4815,-0.0548,0.2406,-0.1198,0.9632
3004.402,-0.6055,0.4815,-0.0547,0.2407,-0.12,0.9631
3004.419,-0.6057,0.4814,-0.0546,0.2407,-0.1198,0.9632
3004.435,-0.6058,0.4815,-0.0546,0.2405,-0.1202,0.9632
3004.45,-0.6059,0.4815,-0.0545,0.2404,-0.1205,0.9632
3004.467,-0.6061,0.4815,-0.0545,0.2403,-0.1206,0.9632
3004.483,-0.6062,0.4816,-0.0544,0.2403,-0.1203,0.9632
3004.5,-0.6063,0.4815,-0.0544,0.2402,-0.1201,0.9633
3004.517,-0.6065,0.4815,-0.0543,0.24,-0.1202,0.9633
3004.533,-0.6066,0.4816,-0.0543,0.2399,-0.1203,0.9633
3004.55,-0.6067,0.4817,-0.0542,0.24,-0.1198,0.9634
3004.567,-0.6069,0.4816,-0.0541,0.2396,-0.1191,0.9635
3004.584,-0.607,0.4816,-0.0541,0.2392,-0.1187,0.9637
3004.6,-0.6071,0.4816,-0.054,0.239,-0.1187,0.9637
3004.617,-0.6072,0.4814,-0.0539,0.239,-0.119,0.9637
3004.634,-0.6074,0.4814,-0.0539,0.2386,-0.1196,0.9637
