t,ox,oy,oz,dx,dy,dz
73.876,0.6057,-0.5236,0.1149,0.5218,-0.0421,-0.852
73.894,0.6057,-0.5235,0.1148,0.5218,-0.0422,-0.852
73.91,0.6057,-0.5236,0.1149,0.5218,-0.0422,-0.852
73.927,0.6057,-0.5235,0.1149,0.5219,-0.0421,-0.852
73.946,0.6057,-0.5236,0.1148,0.5218,-0.0421,-0.852
73.96,0.6057,-0.5235,0.1148,0.5218,-0.0421,-0.852
73.976,0.6057,-0.5236,0.1148,0.5218,-0.0421,-0.852
73.992,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.852
74.01,0.6057,-0.5235,0.1148,0.5217,-0.0422,-0.8521
74.027,0.6057,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.044,0.6057,-0.5235,0.1148,0.5218,-0.0421,-0.852
74.062,0.6056,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.079,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.096,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.112,0.6056,-0.5236,0.1148,0.5218,-0.042,-0.852
74.127,0.6057,-0.5236,0.1148,0.5218,-0.042,-0.852
74.143,0.6056,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.159,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.176,0.6056,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.194,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.211,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.227,0.6057,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.245,0.6056,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.262,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.28,0.6056,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.297,0.6056,-0.5236,0.1148,0.5219,-0.0421,-0.852
74.311,0.6056,-0.5236,0.1148,0.5218,-0.0421,-0.852
74.328,0.6056,-0.5236,0.1149,0.5219,-0.0421,-0.852
74.345,0.6056,-0.5236,0.1149,0.5219,-0.0421,-0.852
74.363,0.6056,-0.5236,0.1149,0.5219,-0.0421,-0.852
74.379,0.6056,-0.5236,0.1149,0.5219,-0.0421,-0.852
