t,ox,oy,oz,dx,dy,dz
103.879,0.6057,-0.5235,0.1148,0.522,-0.0421,-0.8519
103.895,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
103.912,0.6057,-0.5235,0.1148,0.5219,-0.0421,-0.8519
103.927,0.6057,-0.5235,0.1149,0.522,-0.0419,-0.8519
103.943,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
103.962,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
103.977,0.6057,-0.5235,0.1149,0.5219,-0.042,-0.8519
103.993,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
104.009,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
104.026,0.6057,-0.5235,0.1149,0.522,-0.0421,-0.8519
104.044,0.6057,-0.5235,0.1148,0.5219,-0.042,-0.852
104.061,0.6057,-0.5235,0.1149,0.5219,-0.0421,-0.8519
104.078,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
104.095,0.6057,-0.5235,0.1149,0.5219,-0.0421,-0.8519
104.113,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
104.126,0.6057,-0.5235,0.1148,0.522,-0.0421,-0.8519
104.143,0.6057,-0.5235,0.1149,0.5219,-0.042,-0.852
104.16,0.6057,-0.5235,0.1149,0.5219,-0.0421,-0.8519
104.176,0.6057,-0.5235,0.1149,0.522,-0.0419,-0.8519
104.194,0.6057,-0.5234,0.1149,0.5219,-0.0421,-0.852
104.211,0.6057,-0.5234,0.1148,0.522,-0.042,-0.8519
104.227,0.6057,-0.5235,0.1149,0.5219,-0.042,-0.8519
104.245,0.6057,-0.5234,0.1148,0.5219,-0.042,-0.852
104.261,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
104.278,0.6057,-0.5234,0.1149,0.5219,-0.0419,-0.852
104.295,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
104.312,0.6057,-0.5235,0.1149,0.5219,-0.042,-0.852
104.328,0.6057,-0.5234,0.1149,0.5219,-0.042,-0.852
104.343,0.6057,-0.5234,0.1149,0.5219,-0.042,-0.852
104.359,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
104.376,0.6057,-0.5234,0.1148,0.522,-0.0421,-0.8519
104.394,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
104.411,0.6057,-0.5234,0.1148,0.5219,-0.0421,-0.852
