t,ox,oy,oz,dx,dy,dz
8113.878,-0.7134,0.4833,-0.0478,-0.1784,0.2767,0.9443
8113.895,-0.7138,0.4835,-0.048,-0.1798,0.2768,0.944
8113.911,-0.7141,0.4834,-0.0483,-0.1811,0.2769,0.9437
8113.927,-0.7144,0.4835,-0.0486,-0.1823,0.2774,0.9433
8113.944,-0.7146,0.4835,-0.0488,-0.1833,0.2776,0.9431
8113.96,-0.7149,0.4838,-0.049,-0.184,0.2787,0.9426
8113.977,-0.7152,0.4838,-0.0492,-0.1844,0.2801,0.9421
8113.993,-0.7154,0.4838,-0.0494,-0.1849,0.281,0.9417
8114.009,-0.7157,0.4838,-0.0496,-0.1855,0.2816,0.9414
8114.025,-0.7159,0.484,-0.0497,-0.1861,0.2822,0.9411
8114.043,-0.7162,0.4842,-0.0498,-0.1868,0.2827,0.9408
8114.06,-0.7164,0.4844,-0.05,-0.1876,0.2839,0.9403
8114.077,-0.7166,0.4843,-0.0502,-0.1884,0.284,0.9401
8114.093,-0.7169,0.4843,-0.0503,-0.1894,0.2839,0.94
8114.11,-0.7171,0.4844,-0.0504,-0.1903,0.2845,0.9396
8114.128,-0.7173,0.4844,-0.0505,-0.191,0.2846,0.9394
8114.145,-0.7175,0.4844,-0.0506,-0.1921,0.2847,0.9392
8114.162,-0.7178,0.4845,-0.0507,-0.1931,0.2852,0.9388
8114.181,-0.7179,0.4844,-0.0508,-0.1942,0.2858,0.9384
8114.194,-0.7181,0.4844,-0.0509,-0.1953,0.2857,0.9382
8114.211,-0.7182,0.4844,-0.0508,-0.196,0.2851,0.9382
8114.228,-0.7184,0.4845,-0.0509,-0.1965,0.2846,0.9383
8114.245,-0.7185,0.4845,-0.051,-0.1969,0.2843,0.9383
8114.262,-0.7187,0.4844,-0.0511,-0.1975,0.2843,0.9382
8114.278,-0.7189,0.4845,-0.0512,-0.1986,0.284,0.938
8114.295,-0.719,0.4845,-0.0512,-0.1997,0.2846,0.9376
8114.313,-0.719,0.4845,-0.0512,-0.2002,0.2848,0.9375
8114.329,-0.7191,0.4845,-0.0513,-0.2007,0.2844,0.9375
8114.345,-0.7192,0.4846,-0.0514,-0.2011,0.285,0.9372
8114.362,-0.7193,0.4846,-0.0514,-0.2017,0.2856,0.9369
8114.378,-0.7193,0.4845,-0.0513,-0.2022,0.2857,0.9368
8114.395,-0.7194,0.4845,-0.0513,-0.2029,0.2857,0.9366
8114.413,-0.7194,0.4845,-0.0513,-0.2035,0.2859,0.9364
8114.429,-0.7194,0.4845,-0.0514,-0.2038,0.2858,0.9364
8114.445,-0.7193,0.4846,-0.0513,-0.2038,0.2858,0.9364
8114.461,-0.7193,0.4846,-0.0513,-0.2036,0.2859,0.9364
8114.479,-0.7193,0.4845,-0.0512,-0.2034,0.2859,0.9364
8114.495,-0.7193,0.4846,-0.0512,-0.2032,0.2862,0.9364
8114.512,-0.7193,0.4846,-0.0512,-0.2031,0.2864,0.9363
8114.528,-0.7193,0.4846,-0.0511,-0.2032,0.2865,0.9363
8114.545,-0.7193,0.4845,-0.0511,-0.2034,0.2866,0.9362
8114.577,-0.7193,0.4845,-0.051,-0.2034,0.2869,0.9361
8114.595,-0.7193,0.4845,-0.0508,-0.2037,0.2872,0.936
8114.612,-0.7193,0.4845,-0.0508,-0.2038,0.2871,0.936
8114.628,-0.7192,0.4845,-0.0507,-0.2038,0.287,0.936
8114.645,-0.7192,0.4845,-0.0506,-0.2035,0.287,0.9361
8114.662,-0.7191,0.4845,-0.0505,-0.203,0.2868,0.9362
8114.678,-0.7189,0.4844,-0.0504,-0.202,0.2866,0.9365
8114.695,-0.7188,0.4844,-0.0504,-0.2007,0.2861,0.937
8114.712,-0.7185,0.4844,-0.0503,-0.1991,0.2857,0.9374
8114.729,-0.7183,0.4843,-0.0502,-0.1971,0.2853,0.9379
8114.746,-0.7181,0.4844,-0.0502,-0.1949,0.285,0.9385
8114.762,-0.7178,0.4842,-0.0501,-0.1923,0.2851,0.939
8114.779,-0.7175,0.4842,-0.0501,-0.1896,0.2848,0.9396
8114.795,-0.717,0.4842,-0.05,-0.1863,0.2844,0.9405
8114.812,-0.7164,0.4844,-0.0498,-0.1815,0.285,0.9412
8114.828,-0.7158,0.4842,-0.0497,-0.1759,0.2848,0.9423
8114.845,-0.7152,0.4842,-0.0497,-0.1698,0.2839,0.9437
8114.862,-0.7146,0.4843,-0.0496,-0.1635,0.284,0.9448
8114.894,-0.7131,0.4843,-0.0496,-0.15,0.2846,0.9468
8114.914,-0.7123,0.4845,-0.0496,-0.142,0.2852,0.9479
8114.93,-0.7115,0.4846,-0.0496,-0.1347,0.286,0.9487
8114.948,-0.7107,0.4846,-0.0496,-0.1267,0.2876,0.9493
8114.962,-0.7098,0.4848,-0.0497,-0.1194,0.2891,0.9498
8114.977,-0.709,0.485,-0.0497,-0.1121,0.2908,0.9502
8114.994,-0.7081,0.4851,-0.0496,-0.1047,0.2937,0.9502
8115.01,-0.7073,0.4852,-0.0496,-0.0978,0.2949,0.9505
8115.028,-0.7065,0.4854,-0.0496,-0.0915,0.2959,0.9508
8115.045,-0.7057,0.4856,-0.0495,-0.0854,0.2976,0.9509
8115.061,-0.705,0.4857,-0.0495,-0.0801,0.2989,0.9509
8115.078,-0.7041,0.486,-0.0494,-0.0751,0.3007,0.9508
8115.094,-0.7034,0.4862,-0.0493,-0.0704,0.3026,0.9505
8115.111,-0.7026,0.4863,-0.0491,-0.066,0.3039,0.9504
8115.128,-0.7018,0.4863,-0.0488,-0.0616,0.3049,0.9504
8115.145,-0.701,0.4865,-0.0487,-0.0576,0.3058,0.9504
8115.161,-0.7003,0.4866,-0.0485,-0.0535,0.3069,0.9502
8115.178,-0.6995,0.4865,-0.0483,-0.0495,0.3079,0.9501
8115.195,-0.6988,0.4865,-0.0481,-0.0459,0.3082,0.9502
8115.211,-0.698,0.4866,-0.0478,-0.0428,0.3076,0.9506
8115.228,-0.6972,0.4868,-0.0476,-0.0398,0.3073,0.9508
8115.245,-0.6964,0.487,-0.0473,-0.0365,0.3088,0.9504
8115.262,-0.6955,0.487,-0.0471,-0.0332,0.3101,0.9501
8115.278,-0.6947,0.4869,-0.0468,-0.0302,0.31,0.9502
8115.295,-0.6938,0.487,-0.0464,-0.0274,0.31,0.9503
8115.313,-0.693,0.4872,-0.0462,-0.0247,0.3102,0.9504
8115.328,-0.692,0.4873,-0.046,-0.0215,0.3116,0.95
8115.343,-0.691,0.4873,-0.0456,-0.018,0.3135,0.9494
8115.36,-0.69,0.4872,-0.0452,-0.0147,0.3144,0.9492
8115.377,-0.6889,0.4873,-0.0448,-0.0114,0.3144,0.9492
8115.394,-0.6879,0.4875,-0.0446,-0.0082,0.3151,0.949
8115.41,-0.6868,0.4877,-0.0443,-0.0047,0.3163,0.9486
8115.426,-0.6856,0.4878,-0.0439,-0.001,0.3183,0.948
8115.443,-0.6845,0.4878,-0.0436,0.003,0.319,0.9477
8115.459,-0.6835,0.4877,-0.0432,0.0071,0.3193,0.9476
8115.477,-0.6825,0.4878,-0.043,0.0109,0.319,0.9477
8115.494,-0.6815,0.488,-0.0427,0.0146,0.3183,0.9479
8115.51,-0.6805,0.488,-0.0425,0.0176,0.3189,0.9476
8115.527,-0.6796,0.4879,-0.0421,0.0207,0.3191,0.9475
8115.544,-0.6788,0.4878,-0.0417,0.0228,0.3182,0.9477
8115.561,-0.6781,0.4877,-0.0415,0.0244,0.3173,0.948
8115.579,-0.6773,0.4879,-0.0412,0.0256,0.3158,0.9485
8115.595,-0.6764,0.488,-0.041,0.0269,0.3164,0.9482
8115.611,-0.6757,0.488,-0.0407,0.0285,0.3172,0.9479
8115.628,-0.675,0.4879,-0.0405,0.0297,0.3159,0.9483
8115.645,-0.6744,0.488,-0.0402,0.0304,0.3159,0.9483
8115.661,-0.6738,0.488,-0.04,0.0308,0.3161,0.9482
8115.679,-0.6731,0.4879,-0.0397,0.0312,0.3152,0.9485
8115.695,-0.6726,0.4879,-0.0396,0.0317,0.3142,0.9488
