t,ox,oy,oz,dx,dy,dz
2973.884,-0.6184,0.5063,-0.0257,0.0087,-0.0692,0.9976
2973.9,-0.6182,0.5065,-0.025,0.0098,-0.0681,0.9976
2973.917,-0.6181,0.5065,-0.0244,0.01,-0.0666,0.9977
2973.934,-0.618,0.5065,-0.0239,0.0101,-0.0665,0.9977
2973.951,-0.6181,0.5066,-0.0236,0.0089,-0.066,0.9978
2973.968,-0.6179,0.5068,-0.0231,0.0082,-0.0648,0.9979
2973.985,-0.6179,0.5069,-0.0226,0.0081,-0.0637,0.9979
2974,-0.6179,0.5069,-0.0223,0.008,-0.0626,0.998
2974.018,-0.6178,0.5068,-0.0219,0.0076,-0.062,0.998
2974.035,-0.6175,0.5069,-0.0217,0.0072,-0.0613,0.9981
2974.051,-0.6174,0.5069,-0.0214,0.0068,-0.0598,0.9982
2974.067,-0.6173,0.507,-0.0213,0.006,-0.0585,0.9983
2974.083,-0.6171,0.507,-0.0209,0.0065,-0.058,0.9983
2974.101,-0.617,0.5071,-0.0207,0.0067,-0.0576,0.9983
2974.118,-0.6168,0.5069,-0.0206,0.0076,-0.0574,0.9983
2974.134,-0.6165,0.5069,-0.0204,0.0098,-0.0578,0.9983
2974.15,-0.6162,0.5067,-0.0206,0.0118,-0.0587,0.9982
2974.167,-0.6161,0.5068,-0.0207,0.0138,-0.0606,0.9981
2974.185,-0.616,0.5072,-0.0205,0.0154,-0.0591,0.9981
2974.2,-0.6159,0.5069,-0.0208,0.0179,-0.0591,0.9981
2974.219,-0.6156,0.5068,-0.0208,0.0198,-0.0591,0.9981
2974.233,-0.6154,0.5067,-0.021,0.0226,-0.0586,0.998
2974.25,-0.6152,0.5068,-0.0212,0.0253,-0.0578,0.998
2974.266,-0.6151,0.5069,-0.0213,0.0274,-0.0568,0.998
2974.282,-0.6149,0.507,-0.0216,0.0288,-0.0555,0.998
2974.299,-0.6147,0.507,-0.0217,0.0308,-0.0539,0.9981
2974.317,-0.6145,0.5071,-0.022,0.0322,-0.0521,0.9981
2974.333,-0.6143,0.5073,-0.0223,0.034,-0.0513,0.9981
2974.35,-0.6142,0.5072,-0.0222,0.0356,-0.0507,0.9981
2974.367,-0.614,0.5072,-0.0229,0.0371,-0.0504,0.998
2974.383,-0.6138,0.5073,-0.0235,0.0378,-0.0498,0.998
