t,ox,oy,oz,dx,dy,dz
3.925,0.0236,0.0091,-0.0364,0.1464,0.1109,0.983
3.925,0.0185,0.0079,-0.039,0.1385,0.1097,0.9843
3.945,0.0202,0.0075,-0.0405,0.1348,0.0881,0.987
3.977,0.0207,0.0076,-0.0408,0.1311,0.0863,0.9876
4,0.0217,0.0074,-0.0416,0.124,0.0817,0.9889
4.025,0.0222,0.0075,-0.0419,0.1196,0.0775,0.9898
4.044,0.0227,0.0077,-0.0419,0.1186,0.0769,0.99
4.06,0.0232,0.0077,-0.042,0.1179,0.0776,0.99
4.076,0.0235,0.0079,-0.0421,0.1175,0.0781,0.99
4.093,0.0239,0.0079,-0.0425,0.1156,0.0802,0.9901
4.109,0.0244,0.0081,-0.0425,0.1155,0.0797,0.9901
4.125,0.0248,0.0082,-0.0426,0.116,0.0778,0.9902
4.141,0.0255,0.0088,-0.0425,0.1169,0.0777,0.9901
4.158,0.0263,0.009,-0.0424,0.1176,0.0794,0.9899
4.175,0.0271,0.0093,-0.0424,0.119,0.0815,0.9895
4.192,0.0276,0.0096,-0.0425,0.1197,0.0827,0.9894
4.209,0.028,0.0096,-0.0423,0.1202,0.084,0.9892
4.227,0.0287,0.0098,-0.042,0.1211,0.0836,0.9891
4.244,0.0294,0.0103,-0.0415,0.1216,0.085,0.9889
4.26,0.0297,0.0107,-0.0414,0.1199,0.089,0.9888
4.276,0.03,0.0104,-0.0415,0.1174,0.0906,0.9889
4.294,0.0308,0.0099,-0.0413,0.1141,0.0881,0.9895
4.31,0.0319,0.0106,-0.0408,0.1139,0.0867,0.9897
4.326,0.0328,0.0115,-0.0402,0.1143,0.0895,0.9894
4.342,0.0335,0.0119,-0.0397,0.1138,0.094,0.989
4.359,0.0341,0.0121,-0.0394,0.1131,0.0991,0.9886
4.375,0.0353,0.0128,-0.0385,0.1127,0.1035,0.9882
4.392,0.0365,0.0129,-0.0377,0.1136,0.1087,0.9876
4.409,0.0377,0.0128,-0.037,0.1143,0.1115,0.9872
4.425,0.0388,0.0122,-0.0362,0.1156,0.1128,0.9869
4.442,0.0395,0.0125,-0.0356,0.1174,0.1124,0.9867
4.459,0.0405,0.0126,-0.0351,0.1189,0.1107,0.9867
4.476,0.0418,0.0128,-0.0345,0.1201,0.1079,0.9869
4.494,0.0429,0.0128,-0.0338,0.121,0.1069,0.9869
4.509,0.0437,0.0131,-0.0333,0.1211,0.1055,0.987
4.525,0.0444,0.0134,-0.0326,0.1209,0.1056,0.987
4.542,0.0456,0.0133,-0.0319,0.1203,0.1055,0.9871
4.558,0.0467,0.0129,-0.031,0.1204,0.1054,0.9871
4.575,0.0471,0.013,-0.0304,0.1198,0.1054,0.9872
4.592,0.0471,0.013,-0.0301,0.1171,0.1046,0.9876
4.609,0.0477,0.0127,-0.0295,0.114,0.1023,0.9882
4.626,0.0489,0.0127,-0.0287,0.1113,0.1005,0.9887
4.643,0.0501,0.0132,-0.0279,0.1098,0.1017,0.9887
4.659,0.0513,0.0138,-0.027,0.1098,0.1054,0.9883
4.675,0.0522,0.0139,-0.0262,0.1109,0.1092,0.9878
4.693,0.0533,0.0135,-0.0251,0.1151,0.1121,0.987
4.709,0.0543,0.0134,-0.0244,0.1175,0.1137,0.9865
4.726,0.0547,0.0128,-0.0239,0.12,0.1135,0.9863
4.742,0.0549,0.0121,-0.024,0.1231,0.1081,0.9865
4.761,0.0552,0.0112,-0.0235,0.1259,0.1018,0.9868
4.776,0.0555,0.012,-0.0233,0.1265,0.0988,0.987
4.791,0.0559,0.0126,-0.0232,0.1258,0.0995,0.9871
4.815,0.0567,0.0131,-0.0227,0.1258,0.1059,0.9864
4.825,0.0568,0.013,-0.0225,0.1267,0.1075,0.9861
4.843,0.057,0.0123,-0.0222,0.1265,0.1066,0.9862
4.859,0.0571,0.0123,-0.022,0.1258,0.1071,0.9863
4.879,0.0577,0.0128,-0.0218,0.1236,0.1079,0.9865
4.891,0.0581,0.013,-0.0215,0.1232,0.1089,0.9864
4.908,0.0581,0.0125,-0.0214,0.1234,0.1094,0.9863
4.925,0.0582,0.0121,-0.0216,0.124,0.1066,0.9865
4.941,0.0582,0.0122,-0.0216,0.1244,0.1031,0.9869
4.958,0.0585,0.0127,-0.0218,0.1242,0.1003,0.9872
4.974,0.0592,0.0133,-0.0221,0.124,0.0991,0.9873
4.992,0.0592,0.013,-0.0225,0.125,0.0998,0.9871
5.009,0.059,0.0127,-0.0231,0.1268,0.0969,0.9872
5.025,0.0585,0.0121,-0.0235,0.1278,0.0932,0.9874
5.043,0.0577,0.0123,-0.0242,0.1252,0.0894,0.9881
5.059,0.0577,0.013,-0.0248,0.1213,0.088,0.9887
5.075,0.0578,0.0132,-0.0253,0.1186,0.0886,0.989
5.092,0.0578,0.0131,-0.0258,0.1166,0.0915,0.989
5.108,0.0574,0.0133,-0.0264,0.1161,0.0934,0.9888
5.125,0.057,0.0133,-0.027,0.1166,0.0954,0.9886
5.142,0.0565,0.0128,-0.0276,0.1173,0.0949,0.9886
5.159,0.0562,0.0126,-0.0284,0.1176,0.0926,0.9887
5.176,0.0559,0.0125,-0.0291,0.118,0.0909,0.9888
5.193,0.0556,0.013,-0.0299,0.1193,0.0887,0.9889
5.209,0.055,0.0129,-0.0307,0.1202,0.0874,0.9889
5.225,0.0546,0.0126,-0.0317,0.1211,0.0849,0.989
5.242,0.0539,0.0119,-0.0325,0.1222,0.0821,0.9891
5.258,0.0533,0.0118,-0.0335,0.1224,0.0793,0.9893
5.275,0.0526,0.0122,-0.0342,0.1215,0.0792,0.9894
5.292,0.0521,0.0127,-0.0348,0.1206,0.0817,0.9893
5.31,0.0516,0.0127,-0.0353,0.1192,0.0868,0.9891
5.325,0.051,0.0118,-0.0359,0.1183,0.089,0.989
5.342,0.0503,0.0113,-0.0364,0.117,0.0885,0.9892
5.359,0.0496,0.0115,-0.0368,0.1156,0.0881,0.9894
5.375,0.0489,0.0118,-0.0374,0.1139,0.0877,0.9896
5.392,0.0484,0.0114,-0.0377,0.1119,0.0877,0.9898
5.408,0.0479,0.0111,-0.038,0.1101,0.0878,0.99
5.424,0.0474,0.0106,-0.0383,0.1076,0.0874,0.9903
5.442,0.047,0.0107,-0.0386,0.106,0.0867,0.9906
5.458,0.0466,0.011,-0.0389,0.1054,0.0863,0.9907
5.479,0.0463,0.0102,-0.0391,0.1051,0.085,0.9908
5.494,0.0462,0.0097,-0.0393,0.1041,0.0845,0.991
5.509,0.0459,0.0095,-0.0395,0.1035,0.084,0.9911
5.525,0.0457,0.0097,-0.0394,0.1036,0.0839,0.9911
5.541,0.0453,0.0101,-0.0395,0.1044,0.0839,0.991
5.558,0.0449,0.0099,-0.0397,0.1048,0.083,0.991
5.575,0.0445,0.0077,-0.0398,0.1036,0.0813,0.9913
5.593,0.0445,0.0087,-0.0396,0.1016,0.0767,0.9919
5.609,0.0443,0.0088,-0.0396,0.1003,0.078,0.9919
5.626,0.0442,0.0084,-0.0393,0.1001,0.077,0.992
5.642,0.0439,0.0083,-0.0392,0.1001,0.0752,0.9921
5.659,0.0437,0.0068,-0.0392,0.0996,0.072,0.9924
5.675,0.0434,0.0057,-0.0392,0.0983,0.0679,0.9928
5.692,0.0434,0.0075,-0.0385,0.0982,0.0648,0.9931
5.709,0.043,0.0073,-0.0385,0.0984,0.0664,0.9929
5.725,0.0428,0.0066,-0.0383,0.0987,0.063,0.9931
