t,ox,oy,oz,dx,dy,dz
8133.878,-0.6967,0.4866,-0.0395,-0.2313,0.2902,0.9286
8133.896,-0.6968,0.4864,-0.0394,-0.2315,0.2907,0.9284
8133.913,-0.6968,0.4864,-0.0394,-0.232,0.2901,0.9284
8133.93,-0.6968,0.4865,-0.0393,-0.2321,0.2899,0.9285
8133.945,-0.6967,0.4865,-0.0393,-0.232,0.2907,0.9283
8133.96,-0.6968,0.4863,-0.0393,-0.2314,0.2896,0.9288
8133.977,-0.6969,0.4863,-0.0393,-0.2312,0.2883,0.9292
8133.995,-0.6969,0.4864,-0.0393,-0.2313,0.2886,0.9291
8134.012,-0.6969,0.4863,-0.0393,-0.2317,0.2885,0.929
8134.028,-0.6969,0.4863,-0.0393,-0.2318,0.288,0.9291
8134.045,-0.6969,0.4863,-0.0393,-0.2317,0.2879,0.9292
8134.061,-0.697,0.4863,-0.0393,-0.2317,0.2879,0.9292
8134.078,-0.697,0.4863,-0.0393,-0.2315,0.2883,0.9291
8134.095,-0.697,0.4863,-0.0393,-0.2315,0.2888,0.929
8134.111,-0.697,0.4863,-0.0392,-0.2315,0.289,0.9289
8134.128,-0.6969,0.4864,-0.0392,-0.2312,0.2891,0.929
8134.145,-0.6969,0.4863,-0.0392,-0.2312,0.2889,0.929
8134.164,-0.697,0.4863,-0.0392,-0.2311,0.2889,0.9291
8134.18,-0.697,0.4863,-0.0392,-0.2312,0.2888,0.9291
8134.195,-0.697,0.4863,-0.0393,-0.2314,0.2884,0.9291
8134.21,-0.697,0.4864,-0.0393,-0.2318,0.2892,0.9288
8134.227,-0.697,0.4863,-0.0392,-0.2317,0.2894,0.9287
8134.244,-0.6969,0.4862,-0.0392,-0.2315,0.2888,0.929
8134.26,-0.697,0.4863,-0.0391,-0.2313,0.289,0.929
8134.277,-0.697,0.4862,-0.0391,-0.2315,0.2888,0.929
8134.293,-0.697,0.4862,-0.039,-0.2316,0.289,0.9289
8134.309,-0.6969,0.4862,-0.039,-0.2315,0.2886,0.929
8134.327,-0.6968,0.4862,-0.039,-0.2313,0.2881,0.9292
8134.343,-0.6968,0.4863,-0.039,-0.2308,0.2882,0.9293
8134.36,-0.6968,0.4863,-0.039,-0.2305,0.2881,0.9294
8134.377,-0.6967,0.4862,-0.0389,-0.2302,0.288,0.9295
8134.394,-0.6967,0.4863,-0.0389,-0.2298,0.288,0.9296
8134.411,-0.6967,0.4862,-0.039,-0.2297,0.288,0.9297
8134.429,-0.6967,0.4862,-0.0389,-0.2293,0.2882,0.9297
8134.445,-0.6967,0.4862,-0.0389,-0.2292,0.2883,0.9297
8134.461,-0.6967,0.4862,-0.0388,-0.2291,0.2883,0.9297
8134.478,-0.6967,0.4862,-0.0388,-0.2291,0.2883,0.9297
8134.495,-0.6967,0.4862,-0.0388,-0.2291,0.2883,0.9297
8134.511,-0.6967,0.4862,-0.0388,-0.2292,0.2881,0.9298
8134.528,-0.6967,0.4862,-0.0388,-0.2293,0.288,0.9298
8134.545,-0.6967,0.4862,-0.0387,-0.2294,0.288,0.9298
8134.56,-0.6967,0.4861,-0.0387,-0.2294,0.2879,0.9298
8134.577,-0.6966,0.4862,-0.0387,-0.2295,0.2875,0.9299
8134.594,-0.6966,0.4862,-0.0386,-0.2293,0.2875,0.9299
8134.611,-0.6966,0.4862,-0.0386,-0.2292,0.2875,0.9299
8134.627,-0.6966,0.4862,-0.0386,-0.2291,0.2875,0.93
8134.644,-0.6965,0.4861,-0.0385,-0.2288,0.2877,0.93
8134.66,-0.6965,0.4861,-0.0385,-0.2286,0.2878,0.93
8134.677,-0.6965,0.4862,-0.0385,-0.2282,0.2877,0.9301
8134.694,-0.6965,0.4862,-0.0385,-0.2281,0.2877,0.9301
8134.71,-0.6964,0.4862,-0.0385,-0.2279,0.2879,0.9301
8134.728,-0.6964,0.4862,-0.0385,-0.2278,0.2881,0.9301
8134.745,-0.6964,0.4862,-0.0385,-0.2275,0.2883,0.9301
8134.761,-0.6964,0.486,-0.0384,-0.2276,0.2882,0.9301
8134.777,-0.6964,0.4861,-0.0383,-0.2278,0.2875,0.9303
8134.794,-0.6963,0.4861,-0.0383,-0.2279,0.2879,0.9302
