utc_ms,t,ox,oy,oz,dx,dy,dz,server_recv_utc_ms,session
1765786102249,2940.032,-0.008,-0.0088,0.0255,0.0902,0.2974,0.9505,1765786110115,20251215T071853Z_bcb7c3e
1765786102265,2940.049,-0.008,-0.0088,0.0255,0.0899,0.2969,0.9507,1765786110115,20251215T071853Z_bcb7c3e
1765786102285,2940.069,-0.0079,-0.0087,0.0256,0.0898,0.2978,0.9504,1765786110115,20251215T071853Z_bcb7c3e
1765786102302,2940.086,-0.0078,-0.0089,0.0256,0.0901,0.2976,0.9504,1765786110115,20251215T071853Z_bcb7c3e
1765786102319,2940.103,-0.0078,-0.0088,0.0257,0.0905,0.2971,0.9505,1765786110115,20251215T071853Z_bcb7c3e
1765786102337,2940.121,-0.008,-0.0088,0.0256,0.0906,0.2976,0.9504,1765786110115,20251215T071853Z_bcb7c3e
1765786102354,2940.137,-0.008,-0.009,0.0257,0.0904,0.2975,0.9504,1765786110115,20251215T071853Z_bcb7c3e
1765786102369,2940.153,-0.0079,-0.0089,0.0258,0.0905,0.2974,0.9504,1765786110115,20251215T071853Z_bcb7c3e
1765786102386,2940.17,-0.0079,-0.009,0.0259,0.0906,0.2973,0.9505,1765786110115,20251215T071853Z_bcb7c3e
1765786102403,2940.187,-0.0079,-0.009,0.0259,0.0906,0.2968,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102419,2940.203,-0.0079,-0.009,0.0259,0.0907,0.2968,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102436,2940.22,-0.0078,-0.009,0.026,0.0909,0.2965,0.9507,1765786110115,20251215T071853Z_bcb7c3e
1765786102452,2940.236,-0.0078,-0.0091,0.026,0.0911,0.2962,0.9508,1765786110115,20251215T071853Z_bcb7c3e
1765786102470,2940.254,-0.0077,-0.009,0.026,0.0913,0.2962,0.9508,1765786110115,20251215T071853Z_bcb7c3e
1765786102486,2940.27,-0.0077,-0.009,0.0261,0.0915,0.2963,0.9507,1765786110115,20251215T071853Z_bcb7c3e
1765786102502,2940.286,-0.0077,-0.009,0.026,0.0916,0.2964,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102518,2940.302,-0.0077,-0.009,0.0261,0.0918,0.2965,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102537,2940.321,-0.0076,-0.009,0.0261,0.0917,0.2966,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102557,2940.341,-0.0076,-0.009,0.0262,0.0916,0.2966,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102570,2940.354,-0.0076,-0.0091,0.0261,0.0915,0.2966,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102584,2940.367,-0.0075,-0.009,0.0262,0.0917,0.2966,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102598,2940.382,-0.0074,-0.009,0.0262,0.0918,0.2967,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102616,2940.4,-0.0073,-0.0091,0.0263,0.0922,0.2964,0.9506,1765786110115,20251215T071853Z_bcb7c3e
1765786102633,2940.417,-0.0073,-0.0092,0.0263,0.0926,0.2961,0.9507,1765786110115,20251215T071853Z_bcb7c3e
