t,ox,oy,oz,dx,dy,dz
8103.878,-0.7372,0.4872,-0.0596,-0.2926,0.2942,0.9099
8103.896,-0.7374,0.487,-0.0597,-0.2941,0.2946,0.9092
8103.911,-0.7376,0.487,-0.0597,-0.2956,0.294,0.909
8103.927,-0.7377,0.487,-0.0597,-0.2969,0.2933,0.9087
8103.943,-0.7378,0.4871,-0.0597,-0.2981,0.2933,0.9083
8103.96,-0.7379,0.487,-0.0597,-0.2987,0.2927,0.9083
8103.977,-0.7379,0.4869,-0.0597,-0.2994,0.2919,0.9084
8103.994,-0.7379,0.487,-0.0598,-0.2993,0.2914,0.9086
8104.01,-0.7379,0.4871,-0.0598,-0.2992,0.2909,0.9088
8104.028,-0.7379,0.487,-0.0599,-0.2987,0.2909,0.9089
8104.045,-0.7378,0.487,-0.06,-0.2982,0.2912,0.909
8104.062,-0.7378,0.4869,-0.0599,-0.2974,0.2914,0.9092
8104.079,-0.7378,0.4869,-0.0601,-0.2968,0.2912,0.9094
8104.095,-0.7377,0.4869,-0.06,-0.2961,0.2916,0.9096
8104.112,-0.7376,0.4869,-0.06,-0.2952,0.2919,0.9097
8104.128,-0.7375,0.4869,-0.0601,-0.2946,0.2915,0.9101
8104.145,-0.7375,0.4871,-0.0601,-0.294,0.2913,0.9103
8104.162,-0.7375,0.4871,-0.0602,-0.2935,0.2917,0.9104
8104.177,-0.7374,0.487,-0.0601,-0.293,0.2916,0.9105
8104.194,-0.7373,0.487,-0.0601,-0.2929,0.291,0.9108
8104.21,-0.7373,0.4869,-0.06,-0.2926,0.2913,0.9108
8104.227,-0.7371,0.4869,-0.0601,-0.2922,0.2911,0.911
8104.244,-0.7371,0.4869,-0.0601,-0.2918,0.2899,0.9115
8104.26,-0.737,0.487,-0.0601,-0.2913,0.2896,0.9117
8104.277,-0.737,0.487,-0.0601,-0.2912,0.2903,0.9116
8104.293,-0.7369,0.4869,-0.06,-0.2911,0.29,0.9117
8104.311,-0.7368,0.4868,-0.0599,-0.291,0.2895,0.9119
8104.327,-0.7367,0.4867,-0.0599,-0.2907,0.289,0.9121
8104.344,-0.7366,0.4867,-0.0599,-0.2906,0.2881,0.9124
8104.36,-0.7365,0.4868,-0.0598,-0.2903,0.2876,0.9127
8104.377,-0.7365,0.4867,-0.0597,-0.2897,0.2876,0.9129
8104.394,-0.7364,0.4866,-0.0596,-0.2895,0.2869,0.9132
8104.41,-0.7364,0.4865,-0.0594,-0.289,0.286,0.9136
8104.427,-0.7363,0.4864,-0.0593,-0.2885,0.2852,0.914
8104.444,-0.7363,0.4863,-0.0592,-0.288,0.2839,0.9146
8104.463,-0.7362,0.4862,-0.0592,-0.2874,0.2825,0.9152
8104.479,-0.7362,0.4861,-0.0589,-0.2868,0.2816,0.9157
8104.495,-0.7361,0.486,-0.0589,-0.2864,0.2804,0.9162
8104.511,-0.7361,0.4859,-0.0588,-0.2862,0.2795,0.9165
8104.529,-0.7361,0.4859,-0.0587,-0.286,0.2786,0.9168
