t,ox,oy,oz,dx,dy,dz
183.88,0.6055,-0.5233,0.115,0.5221,-0.0421,-0.8518
183.897,0.6056,-0.5233,0.115,0.5221,-0.0421,-0.8519
183.913,0.6055,-0.5233,0.115,0.5221,-0.0421,-0.8518
183.93,0.6055,-0.5233,0.115,0.5221,-0.042,-0.8518
183.946,0.6055,-0.5233,0.115,0.5221,-0.042,-0.8519
183.963,0.6055,-0.5233,0.115,0.5221,-0.0421,-0.8519
183.98,0.6055,-0.5233,0.115,0.5221,-0.042,-0.8518
183.996,0.6055,-0.5233,0.115,0.5221,-0.0421,-0.8518
184.013,0.6055,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.036,0.6055,-0.5232,0.115,0.5222,-0.0421,-0.8518
184.05,0.6056,-0.5233,0.115,0.5221,-0.0421,-0.8519
184.063,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8519
184.078,0.6055,-0.5233,0.115,0.5221,-0.0421,-0.8518
184.096,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.11,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.129,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.144,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.161,0.6056,-0.5233,0.115,0.5221,-0.042,-0.8519
184.179,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.194,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.21,0.6056,-0.5232,0.115,0.522,-0.0421,-0.8519
184.227,0.6056,-0.5232,0.1151,0.5222,-0.0422,-0.8518
184.244,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.261,0.6056,-0.5233,0.115,0.5221,-0.0421,-0.8518
184.276,0.6055,-0.5232,0.1151,0.5221,-0.0422,-0.8518
184.294,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.31,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.328,0.6055,-0.5232,0.1151,0.5221,-0.0421,-0.8518
184.344,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.359,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.376,0.6055,-0.5232,0.115,0.5222,-0.0421,-0.8518
184.393,0.6055,-0.5232,0.115,0.5222,-0.0421,-0.8518
184.41,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.426,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.444,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.461,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.478,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.496,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.513,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.528,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.543,0.6055,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.56,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.577,0.6056,-0.5232,0.115,0.5221,-0.0423,-0.8519
184.594,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.611,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.628,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.646,0.6056,-0.5232,0.115,0.5222,-0.0422,-0.8518
184.662,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8519
184.68,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.698,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.712,0.6056,-0.5232,0.115,0.5221,-0.0423,-0.8518
184.728,0.6055,-0.5232,0.115,0.5222,-0.0422,-0.8518
184.746,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8519
184.763,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.779,0.6055,-0.5232,0.115,0.5222,-0.0421,-0.8518
184.796,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8519
184.813,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.83,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.846,0.6055,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.863,0.6056,-0.5232,0.1149,0.5221,-0.0422,-0.8519
184.88,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8519
184.896,0.6055,-0.5232,0.115,0.5221,-0.0421,-0.8518
184.913,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.93,0.6056,-0.5232,0.1149,0.5221,-0.0421,-0.8519
184.947,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
184.963,0.6056,-0.5232,0.115,0.5221,-0.0422,-0.8518
184.98,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8518
184.996,0.6056,-0.5232,0.115,0.522,-0.0421,-0.8519
185.013,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
185.031,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
185.046,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
185.062,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8519
185.077,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
185.093,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
185.11,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8518
185.127,0.6056,-0.5232,0.115,0.5222,-0.0421,-0.8518
185.143,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
185.16,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8518
185.177,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8518
185.193,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8518
185.21,0.6055,-0.5232,0.115,0.5221,-0.0421,-0.8519
185.227,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8519
185.244,0.6056,-0.5232,0.115,0.5222,-0.0421,-0.8518
185.261,0.6056,-0.5232,0.115,0.5221,-0.042,-0.8518
185.278,0.6055,-0.5232,0.115,0.522,-0.042,-0.8519
185.294,0.6055,-0.5232,0.115,0.5222,-0.042,-0.8518
185.312,0.6055,-0.5233,0.115,0.522,-0.042,-0.8519
185.327,0.6055,-0.5232,0.115,0.5221,-0.042,-0.8518
185.343,0.6055,-0.5232,0.115,0.5221,-0.0421,-0.8519
185.36,0.6055,-0.5233,0.115,0.5221,-0.042,-0.8518
185.377,0.6056,-0.5233,0.115,0.522,-0.042,-0.8519
185.394,0.6056,-0.5232,0.115,0.5221,-0.0421,-0.8519
185.411,0.6056,-0.5233,0.115,0.522,-0.042,-0.8519
185.428,0.6055,-0.5233,0.115,0.5221,-0.0421,-0.8518
185.444,0.6055,-0.5233,0.115,0.5221,-0.042,-0.8518
185.461,0.6056,-0.5233,0.115,0.5221,-0.042,-0.8519
185.478,0.6056,-0.5233,0.115,0.5221,-0.0421,-0.8519
