t,ox,oy,oz,dx,dy,dz
3013.884,-0.6021,0.48,-0.0614,0.2292,-0.1124,0.9669
3013.9,-0.6021,0.48,-0.0612,0.2284,-0.1129,0.967
3013.918,-0.6021,0.4799,-0.0611,0.2279,-0.1137,0.967
3013.933,-0.6022,0.4797,-0.061,0.2275,-0.1145,0.967
3013.95,-0.6022,0.4801,-0.0609,0.2274,-0.1153,0.967
3013.969,-0.6021,0.4801,-0.0608,0.2276,-0.1143,0.967
3013.984,-0.6021,0.4802,-0.0607,0.2279,-0.1135,0.967
3014,-0.6021,0.4802,-0.0606,0.2284,-0.1128,0.967
3014.017,-0.602,0.4801,-0.0607,0.2291,-0.1125,0.9669
3014.033,-0.6019,0.4802,-0.0606,0.2299,-0.1124,0.9667
3014.05,-0.6019,0.4802,-0.0606,0.2309,-0.1123,0.9665
3014.068,-0.6019,0.4803,-0.0606,0.2317,-0.1116,0.9664
3014.083,-0.6018,0.4804,-0.0605,0.2323,-0.1105,0.9664
3014.1,-0.6017,0.4802,-0.0605,0.2327,-0.1096,0.9663
3014.117,-0.6017,0.4801,-0.0605,0.2329,-0.1098,0.9663
3014.133,-0.6015,0.4803,-0.0605,0.2332,-0.1102,0.9662
3014.15,-0.6014,0.4802,-0.0604,0.2339,-0.1093,0.9661
3014.167,-0.6013,0.48,-0.0605,0.2349,-0.1107,0.9657
3014.183,-0.6013,0.48,-0.0606,0.2355,-0.1123,0.9654
3014.2,-0.6013,0.4802,-0.0606,0.2354,-0.1118,0.9654
3014.217,-0.6013,0.4801,-0.0607,0.2353,-0.1112,0.9655
3014.233,-0.6012,0.4799,-0.0608,0.2354,-0.1122,0.9654
3014.25,-0.6012,0.4798,-0.0609,0.2356,-0.1135,0.9652
3014.268,-0.6012,0.48,-0.0611,0.2355,-0.1152,0.965
3014.284,-0.6011,0.4801,-0.0611,0.2353,-0.1143,0.9652
3014.3,-0.6011,0.4803,-0.0612,0.235,-0.1124,0.9655
3014.317,-0.6009,0.4802,-0.0611,0.235,-0.1104,0.9657
3014.334,-0.6008,0.48,-0.0613,0.2353,-0.1094,0.9658
3014.35,-0.6008,0.48,-0.0615,0.2358,-0.1098,0.9656
3014.367,-0.6009,0.4799,-0.0616,0.2361,-0.1101,0.9655
3014.384,-0.6007,0.4801,-0.0618,0.2362,-0.1111,0.9653
3014.4,-0.6006,0.4801,-0.0619,0.2368,-0.1109,0.9652
3014.417,-0.6005,0.4804,-0.0621,0.2372,-0.1107,0.9651
3014.434,-0.6004,0.4805,-0.0621,0.2385,-0.1104,0.9648
3014.451,-0.6004,0.4805,-0.0623,0.2396,-0.1102,0.9646
3014.467,-0.6004,0.4806,-0.0623,0.2402,-0.1097,0.9645
3014.484,-0.6002,0.4805,-0.0624,0.241,-0.1094,0.9643
