t,ox,oy,oz,dx,dy,dz
113.879,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8519
113.895,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
113.912,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
113.928,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8519
113.943,0.6056,-0.5234,0.1149,0.522,-0.0419,-0.8519
113.96,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
113.978,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
113.993,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8519
114.01,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
114.027,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8518
114.044,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
114.061,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8519
114.078,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
114.095,0.6056,-0.5235,0.1149,0.522,-0.0421,-0.8519
114.112,0.6056,-0.5234,0.1149,0.5221,-0.0421,-0.8519
114.127,0.6056,-0.5235,0.1149,0.5221,-0.042,-0.8519
114.142,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
114.159,0.6056,-0.5235,0.1149,0.5221,-0.042,-0.8519
114.176,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
114.193,0.6056,-0.5235,0.1149,0.5221,-0.042,-0.8519
114.21,0.6056,-0.5235,0.1149,0.522,-0.0419,-0.8519
114.226,0.6056,-0.5234,0.1149,0.522,-0.0419,-0.8519
114.244,0.6056,-0.5235,0.1149,0.522,-0.0419,-0.8519
114.26,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
114.278,0.6056,-0.5235,0.1149,0.5221,-0.042,-0.8518
114.294,0.6056,-0.5235,0.1149,0.5221,-0.042,-0.8518
114.312,0.6056,-0.5235,0.1149,0.5221,-0.0419,-0.8519
114.326,0.6056,-0.5235,0.1149,0.5221,-0.042,-0.8518
114.343,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8519
114.36,0.6056,-0.5235,0.1149,0.5221,-0.0419,-0.8519
114.376,0.6056,-0.5235,0.1149,0.522,-0.042,-0.8519
114.394,0.6056,-0.5235,0.1148,0.5221,-0.0421,-0.8518
114.411,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.428,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
114.445,0.6056,-0.5235,0.1148,0.5221,-0.042,-0.8519
114.463,0.6056,-0.5235,0.1148,0.522,-0.0419,-0.8519
114.48,0.6056,-0.5235,0.1148,0.5221,-0.042,-0.8519
114.498,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.515,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.53,0.6056,-0.5235,0.1148,0.5221,-0.042,-0.8519
114.543,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.56,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
114.577,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.594,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
114.611,0.6056,-0.5235,0.1148,0.522,-0.0421,-0.8519
114.627,0.6056,-0.5234,0.1148,0.522,-0.042,-0.8519
114.644,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.661,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.678,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.696,0.6056,-0.5234,0.1148,0.522,-0.042,-0.8519
114.714,0.6056,-0.5235,0.1148,0.522,-0.042,-0.8519
114.729,0.6056,-0.5235,0.1148,0.522,-0.0419,-0.8519
114.744,0.6056,-0.5235,0.1148,0.5221,-0.042,-0.8519
114.759,0.6057,-0.5235,0.1148,0.522,-0.042,-0.8519
114.777,0.6057,-0.5235,0.1148,0.522,-0.042,-0.8519
114.794,0.6057,-0.5235,0.1148,0.522,-0.042,-0.8519
114.811,0.6057,-0.5234,0.1149,0.522,-0.0419,-0.8519
114.827,0.6057,-0.5235,0.1148,0.522,-0.042,-0.8519
114.844,0.6057,-0.5234,0.1149,0.5221,-0.042,-0.8519
114.862,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
114.879,0.6057,-0.5235,0.1149,0.522,-0.0419,-0.8519
114.897,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
114.914,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
114.928,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
114.943,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
114.959,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
114.976,0.6057,-0.5235,0.1149,0.522,-0.042,-0.8519
114.994,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.011,0.6057,-0.5234,0.1149,0.5221,-0.0421,-0.8519
115.027,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.045,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.063,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.08,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.098,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.115,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.129,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.143,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.16,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.176,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.193,0.6057,-0.5234,0.1149,0.522,-0.0422,-0.8519
115.21,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.227,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.244,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.259,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.277,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.294,0.6057,-0.5233,0.1149,0.5219,-0.042,-0.8519
115.31,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.327,0.6057,-0.5234,0.1149,0.5219,-0.0422,-0.8519
115.343,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.359,0.6057,-0.5234,0.1149,0.5219,-0.0421,-0.8519
115.376,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.393,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.41,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.426,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.443,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.46,0.6057,-0.5234,0.1149,0.5221,-0.042,-0.8519
115.477,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.493,0.6057,-0.5234,0.1149,0.522,-0.0422,-0.8519
115.511,0.6057,-0.5234,0.1149,0.522,-0.042,-0.8519
115.527,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.542,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.559,0.6056,-0.5234,0.1149,0.5221,-0.042,-0.8519
115.578,0.6056,-0.5234,0.1149,0.5221,-0.0421,-0.8519
115.593,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.61,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.626,0.6057,-0.5234,0.1149,0.5221,-0.042,-0.8519
115.643,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.66,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
115.676,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.694,0.6057,-0.5234,0.1148,0.522,-0.0421,-0.8519
115.71,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.727,0.6057,-0.5234,0.1148,0.522,-0.0422,-0.8519
115.742,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
115.759,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.776,0.6056,-0.5234,0.1149,0.522,-0.0422,-0.8519
115.793,0.6056,-0.5234,0.1149,0.522,-0.042,-0.8519
115.81,0.6056,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.827,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
115.843,0.6056,-0.5234,0.1148,0.522,-0.0421,-0.8519
115.86,0.6056,-0.5233,0.1148,0.5221,-0.0421,-0.8519
115.876,0.6057,-0.5234,0.1148,0.522,-0.0421,-0.8519
115.893,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.91,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.926,0.6057,-0.5234,0.1149,0.522,-0.0421,-0.8519
115.943,0.6057,-0.5234,0.1149,0.5221,-0.0421,-0.8519
115.96,0.6057,-0.5234,0.1148,0.522,-0.0421,-0.8519
115.976,0.6057,-0.5233,0.1148,0.522,-0.0421,-0.8519
115.993,0.6057,-0.5233,0.1148,0.522,-0.0421,-0.8519
116.01,0.6056,-0.5233,0.1148,0.5221,-0.0421,-0.8519
116.026,0.6056,-0.5233,0.1148,0.5222,-0.042,-0.8518
116.043,0.6056,-0.5233,0.1148,0.522,-0.042,-0.8519
116.06,0.6056,-0.5233,0.1148,0.5221,-0.0421,-0.8518
116.076,0.6056,-0.5234,0.1148,0.5221,-0.0421,-0.8518
116.094,0.6056,-0.5233,0.1148,0.5221,-0.0421,-0.8518
116.11,0.6056,-0.5233,0.1148,0.5221,-0.042,-0.8519
116.127,0.6056,-0.5233,0.1148,0.5222,-0.0421,-0.8518
116.143,0.6056,-0.5234,0.1148,0.5221,-0.042,-0.8518
116.159,0.6056,-0.5234,0.1148,0.5221,-0.0421,-0.8519
