t_lsl,t_rel,ox,oy,oz,dx,dy,dz
1908487.507092,-7.597150,0.0075,-0.0024,-0.0332,0.5085,0.0202,-0.8609
1908487.523092,-7.581150,0.0075,-0.0024,-0.0332,0.5085,0.0203,-0.8608
1908487.540092,-7.564150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.557092,-7.547150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.575092,-7.529150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.592092,-7.512150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.608092,-7.496150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.625092,-7.479150,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908487.641092,-7.463150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908487.658092,-7.446150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908487.675092,-7.429150,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908487.692092,-7.412150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908487.708092,-7.396150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.725092,-7.379150,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908487.741092,-7.363150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908487.758092,-7.346150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908487.775092,-7.329150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908487.791092,-7.313150,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908487.808092,-7.296150,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8608
1908487.825092,-7.279150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908487.842092,-7.262150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.858092,-7.246150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908487.875092,-7.229150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.891092,-7.213150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.908092,-7.196150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908487.925092,-7.179150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.942092,-7.162150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908487.958092,-7.146150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908487.975092,-7.129150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908487.991092,-7.113150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.008092,-7.096150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.025092,-7.079150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.042092,-7.062150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.056092,-7.048150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.073092,-7.031150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.089092,-7.015150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.105092,-6.999150,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908488.122092,-6.982150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.138092,-6.966150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.156092,-6.948150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.173092,-6.931150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908488.191092,-6.913150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.206092,-6.898150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.222092,-6.882150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.238092,-6.866150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.255092,-6.849150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908488.273092,-6.831150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.288092,-6.816150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.305092,-6.799150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.322092,-6.782150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.338092,-6.766150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.355092,-6.749150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.372092,-6.732150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908488.389092,-6.715150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.407092,-6.697150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.425092,-6.679150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908488.442092,-6.662150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.459092,-6.645150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.475092,-6.629150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908488.492092,-6.612150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908488.509092,-6.595150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908488.526092,-6.578150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.542092,-6.562150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.557092,-6.547150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908488.572092,-6.532150,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908488.588092,-6.516150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.605092,-6.499150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.622092,-6.482150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908488.638092,-6.466150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908488.655092,-6.449150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908488.671092,-6.433150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908488.688092,-6.416150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.705092,-6.399150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908488.721092,-6.383150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908488.739092,-6.365150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908488.756092,-6.348150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908488.773092,-6.331150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908488.789092,-6.315150,0.0075,-0.0024,-0.0331,0.5084,0.0205,-0.8609
1908488.807092,-6.297150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908488.825092,-6.279150,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908488.842092,-6.262150,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908488.858092,-6.246150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908488.875092,-6.229150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.861
1908488.892092,-6.212150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908488.907092,-6.197150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908488.925092,-6.179150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908488.942092,-6.162150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908488.957092,-6.147150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908488.975092,-6.129150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.861
1908488.991092,-6.113150,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908489.009092,-6.095150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908489.025092,-6.079150,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908489.042092,-6.062150,0.0075,-0.0023,-0.0331,0.5084,0.0203,-0.8609
1908489.058092,-6.046150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908489.075092,-6.029150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.092092,-6.012150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908489.108092,-5.996150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908489.125092,-5.979150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.861
1908489.141092,-5.963150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.158092,-5.946150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908489.175092,-5.929150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.192092,-5.912150,0.0074,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908489.209092,-5.895150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.225092,-5.879150,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908489.240092,-5.864150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.256092,-5.848150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908489.273092,-5.831150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.291092,-5.813150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.861
1908489.307092,-5.797150,0.0074,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908489.325092,-5.779150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.342092,-5.762150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.357092,-5.747150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.375092,-5.729150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908489.391092,-5.713150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908489.408092,-5.696150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.425092,-5.679150,0.0074,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.442092,-5.662150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908489.458092,-5.646150,0.0074,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908489.475092,-5.629150,0.0074,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908489.492092,-5.612150,0.0074,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908489.508092,-5.596150,0.0074,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908489.526092,-5.578150,0.0074,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908489.542092,-5.562150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.558092,-5.546150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.574092,-5.530150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.592092,-5.512150,0.0074,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.609092,-5.495150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.625092,-5.479150,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908489.640092,-5.464150,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.655092,-5.449150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.672092,-5.432150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.688092,-5.416150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908489.705092,-5.399150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908489.724092,-5.380150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908489.739092,-5.365150,0.0075,-0.0024,-0.0333,0.5083,0.0202,-0.8609
1908489.755092,-5.349150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.772092,-5.332150,0.0075,-0.0024,-0.0332,0.5084,0.0201,-0.8609
1908489.788092,-5.316150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908489.805092,-5.299150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908489.823092,-5.281150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908489.839092,-5.265150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.856092,-5.248150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.873092,-5.231150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.889092,-5.215150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.906092,-5.198150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.924092,-5.180150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908489.941092,-5.163150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.958092,-5.146150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908489.975092,-5.129150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908489.991092,-5.113150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.009092,-5.095150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.025092,-5.079150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908490.041092,-5.063150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908490.058092,-5.046150,0.0075,-0.0024,-0.0331,0.5084,0.0203,-0.8609
1908490.074092,-5.030150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.092092,-5.012150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908490.107092,-4.997150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908490.124092,-4.980150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.142092,-4.962150,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908490.158092,-4.946150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.176092,-4.928150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908490.191092,-4.913150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.207092,-4.897150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.223092,-4.881150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908490.240092,-4.864150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.257092,-4.847150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908490.274092,-4.830150,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908490.292092,-4.812150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908490.308092,-4.796150,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908490.324092,-4.780150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908490.338092,-4.766150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.354092,-4.750150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.861
1908490.371092,-4.733150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908490.388092,-4.716150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.406092,-4.698150,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908490.423092,-4.681150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.439092,-4.665150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.456092,-4.648150,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908490.473092,-4.631150,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908490.491092,-4.613150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908490.508092,-4.596150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908490.525092,-4.579150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.543092,-4.561150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908490.558092,-4.546150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908490.575092,-4.529150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.592092,-4.512150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.610092,-4.494150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.626092,-4.478150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908490.642092,-4.462150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908490.658092,-4.446150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.675092,-4.429150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908490.692092,-4.412150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.708092,-4.396150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.725092,-4.379150,0.0074,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.742092,-4.362150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.758092,-4.346150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.774092,-4.330150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908490.792092,-4.312150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.809092,-4.295150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.825092,-4.279150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.842092,-4.262150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.858092,-4.246150,0.0074,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.875092,-4.229150,0.0074,-0.0024,-0.0332,0.5085,0.0203,-0.8608
1908490.892092,-4.212150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.907092,-4.197150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.925092,-4.179150,0.0074,-0.0024,-0.0331,0.5085,0.0204,-0.8608
1908490.941092,-4.163150,0.0074,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908490.958092,-4.146150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.975092,-4.129150,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908490.992092,-4.112150,0.0074,-0.0023,-0.0331,0.5084,0.0203,-0.8609
1908491.008092,-4.096150,0.0074,-0.0023,-0.0331,0.5084,0.0204,-0.8609
1908491.025092,-4.079150,0.0074,-0.0023,-0.0331,0.5084,0.0204,-0.8609
1908491.041092,-4.063150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908491.058092,-4.046150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908491.075092,-4.029150,0.0075,-0.0023,-0.0332,0.5084,0.0205,-0.8609
1908491.092092,-4.012150,0.0075,-0.0023,-0.0331,0.5084,0.0205,-0.8609
1908491.108092,-3.996150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908491.125092,-3.979150,0.0075,-0.0023,-0.0331,0.5084,0.0204,-0.8609
1908491.142092,-3.962150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.167092,-3.937150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.182092,-3.922150,0.0075,-0.0024,-0.0331,0.5084,0.0204,-0.8609
1908491.197092,-3.907150,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908491.212092,-3.892150,0.0075,-0.0024,-0.0331,0.5084,0.0202,-0.8609
1908491.224092,-3.880150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.240092,-3.864150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.256092,-3.848150,0.0075,-0.0024,-0.0331,0.5083,0.0204,-0.8609
1908491.273092,-3.831150,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908491.290092,-3.814150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.307092,-3.797150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.325092,-3.779150,0.0075,-0.0024,-0.0331,0.5083,0.0203,-0.8609
1908491.341092,-3.763150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.358092,-3.746150,0.0075,-0.0024,-0.0331,0.5083,0.0203,-0.8609
1908491.375092,-3.729150,0.0075,-0.0024,-0.0331,0.5083,0.0203,-0.8609
1908491.391092,-3.713150,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908491.408092,-3.696150,0.0075,-0.0023,-0.0331,0.5083,0.0203,-0.8609
1908491.424092,-3.680150,0.0075,-0.0024,-0.0331,0.5083,0.0204,-0.8609
1908491.442092,-3.662150,0.0075,-0.0023,-0.0331,0.5083,0.0203,-0.8609
1908491.458092,-3.646150,0.0075,-0.0023,-0.0331,0.5083,0.0203,-0.8609
1908491.475092,-3.629150,0.0075,-0.0024,-0.0331,0.5083,0.0203,-0.8609
1908491.491092,-3.613150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.508092,-3.596150,0.0075,-0.0024,-0.0331,0.5083,0.0202,-0.8609
1908491.525092,-3.579150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.541092,-3.563150,0.0075,-0.0024,-0.0331,0.5083,0.0204,-0.8609
1908491.557092,-3.547150,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908491.572092,-3.532150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.861
1908491.588092,-3.516150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.606092,-3.498150,0.0075,-0.0023,-0.0331,0.5084,0.0203,-0.8609
1908491.621092,-3.483150,0.0074,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.638092,-3.466150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908491.655092,-3.449150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908491.672092,-3.432150,0.0075,-0.0023,-0.0331,0.5083,0.0203,-0.8609
1908491.688092,-3.416150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908491.704092,-3.400150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.722092,-3.382150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908491.740092,-3.364150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908491.756092,-3.348150,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908491.773092,-3.331150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908491.789092,-3.315150,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908491.806092,-3.298150,0.0075,-0.0023,-0.0332,0.5083,0.0204,-0.8609
1908491.823092,-3.281150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.861
1908491.841092,-3.263150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
1908491.858092,-3.246150,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908491.875092,-3.229150,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908491.891092,-3.213150,0.0075,-0.0024,-0.0332,0.5083,0.0204,-0.8609
