timestamp,rr
833411.510,633.000
833412.472,637.000
833412.472,625.000
833413.432,635.000
833414.393,639.000
833414.393,647.000
833415.830,655.000
833416.795,638.000
833416.795,638.000
833417.749,644.000
833418.713,653.000
833418.713,662.000
833419.671,664.000
833420.633,648.000
833420.634,651.000
833421.589,658.000
833422.554,663.000
833422.555,663.000
833423.512,639.000
833423.512,642.000
