utc_ms,utc_iso,lsl_ts,rr,session,session_start_utc_ms,session_start_utc_iso
1766468237697,2025-12-23 05:37:17.697,1133021.981956,633.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468237056,2025-12-23 05:37:17.056,1133021.982095,629.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468237531,2025-12-23 05:37:17.531,1133022.457575,630.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468238976,2025-12-23 05:37:18.976,1133023.902152,622.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468238976,2025-12-23 05:37:18.976,1133023.902274,626.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468239470,2025-12-23 05:37:19.470,1133024.397041,611.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468240413,2025-12-23 05:37:20.413,1133025.339663,613.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468240413,2025-12-23 05:37:20.413,1133025.339768,621.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468241389,2025-12-23 05:37:21.389,1133026.315769,624.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468242349,2025-12-23 05:37:22.349,1133027.275974,641.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468242349,2025-12-23 05:37:22.349,1133027.276198,644.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468243308,2025-12-23 05:37:23.308,1133028.234780,644.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468243308,2025-12-23 05:37:23.308,1133028.234901,641.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468244270,2025-12-23 05:37:24.270,1133029.196398,635.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468245707,2025-12-23 05:37:25.707,1133030.633700,607.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468245707,2025-12-23 05:37:25.707,1133030.633810,607.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468246669,2025-12-23 05:37:26.669,1133031.595308,594.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
1766468246669,2025-12-23 05:37:26.669,1133031.595428,587.000000,1223053715_90ecaac1f5aa4,1766468235560,2025-12-23 05:37:15.560
