utc_ms,utc_iso,lsl_ts,rr,session,session_start_utc_ms,session_start_utc_iso
1766397193565,2025-12-22 09:53:13.565,1099809.374448,805.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397192927,2025-12-22 09:53:12.927,1099809.377947,858.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397192927,2025-12-22 09:53:12.927,1099809.377982,854.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397193883,2025-12-22 09:53:13.883,1099810.332899,768.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397194842,2025-12-22 09:53:14.842,1099811.292820,801.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397196283,2025-12-22 09:53:16.283,1099812.734084,803.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397197243,2025-12-22 09:53:17.243,1099813.693606,819.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397197243,2025-12-22 09:53:17.243,1099813.693665,805.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397198182,2025-12-22 09:53:18.182,1099814.632596,782.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397199162,2025-12-22 09:53:19.162,1099815.613175,713.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397200116,2025-12-22 09:53:20.116,1099816.566360,788.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397200116,2025-12-22 09:53:20.116,1099816.566438,795.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397201081,2025-12-22 09:53:21.081,1099817.531653,822.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397202044,2025-12-22 09:53:22.044,1099818.494840,745.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397203003,2025-12-22 09:53:23.003,1099819.453406,745.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397203959,2025-12-22 09:53:23.959,1099820.409497,746.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397203959,2025-12-22 09:53:23.959,1099820.409563,782.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397204920,2025-12-22 09:53:24.920,1099821.370135,813.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397205883,2025-12-22 09:53:25.883,1099822.332712,813.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397206842,2025-12-22 09:53:26.842,1099823.292381,805.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397206842,2025-12-22 09:53:26.842,1099823.292464,716.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397208284,2025-12-22 09:53:28.284,1099824.733730,701.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397209244,2025-12-22 09:53:29.244,1099825.694023,758.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397210201,2025-12-22 09:53:30.201,1099826.651227,759.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397210201,2025-12-22 09:53:30.201,1099826.651310,797.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397211163,2025-12-22 09:53:31.163,1099827.613151,754.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397212122,2025-12-22 09:53:32.122,1099828.571811,697.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397213087,2025-12-22 09:53:33.087,1099829.537567,764.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397213087,2025-12-22 09:53:33.087,1099829.537638,779.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
1766397214043,2025-12-22 09:53:34.043,1099830.493391,820.000000,1222095310_71b10acf93be4,1766397190457,2025-12-22 09:53:10.457
