timestamp,rr
834018.718,620.000
834018.718,626.000
834019.677,630.000
834020.637,639.000
834020.637,654.000
834021.595,663.000
834022.557,644.000
834022.557,647.000
834024.479,655.000
834024.479,664.000
834024.481,664.000
834025.436,644.000
834025.436,646.000
834026.396,653.000
834027.353,659.000
834027.353,666.000
