utc_ms,utc_iso,lsl_ts,rr,session,session_start_utc_ms,session_start_utc_iso
1766394375887,2025-12-22 09:06:15.887,1096991.747619,738.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394375246,2025-12-22 09:06:15.246,1096991.747711,760.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394376212,2025-12-22 09:06:16.212,1096992.714098,847.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394377166,2025-12-22 09:06:17.166,1096993.668396,862.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394378125,2025-12-22 09:06:18.125,1096994.627572,852.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394379086,2025-12-22 09:06:19.086,1096995.588217,839.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394379086,2025-12-22 09:06:19.086,1096995.588295,751.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394380048,2025-12-22 09:06:20.048,1096996.549473,769.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394381003,2025-12-22 09:06:21.003,1096997.505040,791.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394381967,2025-12-22 09:06:21.967,1096998.469283,804.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394382911,2025-12-22 09:06:22.911,1096999.413874,813.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394382912,2025-12-22 09:06:22.912,1096999.413896,813.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394383873,2025-12-22 09:06:23.873,1097000.375488,778.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394384846,2025-12-22 09:06:24.846,1097001.347356,710.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394385808,2025-12-22 09:06:25.808,1097002.309902,745.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
1766394385808,2025-12-22 09:06:25.808,1097002.309972,748.000000,1222090614_320d759357a94,1766394374457,2025-12-22 09:06:14.457
