utc_ms,lsl_ts,hr,session,session_start_utc_ms
1765788427301,851164.414475,82.000,20251215T084705Z_74fdd9c,1765788425764
1765788427619,851165.373774,82.000,20251215T084705Z_74fdd9c,1765788425764
1765788429541,851167.295692,82.000,20251215T084705Z_74fdd9c,1765788425764
1765788429587,851167.341993,81.000,20251215T084705Z_74fdd9c,1765788425764
1765788430978,851168.733105,81.000,20251215T084705Z_74fdd9c,1765788425764
1765788431941,851169.696252,80.000,20251215T084705Z_74fdd9c,1765788425764
1765788432901,851170.656126,80.000,20251215T084705Z_74fdd9c,1765788425764
1765788433860,851171.614918,80.000,20251215T084705Z_74fdd9c,1765788425764
1765788434818,851172.573663,81.000,20251215T084705Z_74fdd9c,1765788425764
