utc_ms,lsl_ts,hr
1765771455185,835419.366045,85.000
1765771455986,835420.808213,85.000
1765771456945,835421.767161,85.000
1765771457907,835422.728891,85.000
1765771458868,835423.690126,85.000
1765771459825,835424.647042,86.000
1765771460786,835425.607890,86.000
1765771461748,835426.569369,86.000
1765771462707,835427.528814,86.000
1765771463668,835428.489656,87.000
1765771464625,835429.447179,88.000
