utc_ms,lsl_ts,hr,session,session_start_utc_ms
1765783581558,846318.759340,78.000,no_session,
1765783581893,846319.735992,79.000,no_session,
1765783582840,846320.682668,79.000,no_session,
1765783583812,846321.654130,80.000,no_session,
1765783584770,846322.612242,81.000,no_session,
