timestamp,hr
728637.681,76.000
728638.641,76.000
728640.083,76.000
728641.035,76.000
728642.001,76.000
728642.949,75.000
728643.921,75.000
728644.880,75.000
728645.841,75.000
728646.800,74.000
728648.705,74.000
728648.709,74.000
728649.677,74.000
728650.625,75.000
728652.081,75.000
728653.041,76.000
728654.000,77.000
728654.958,77.000
728655.922,77.000
728656.881,77.000
728658.803,77.000
728658.806,77.000
728659.760,76.000
