timestamp,hr
833411.510,94.000
833412.472,94.000
833413.431,95.000
833414.393,95.000
833415.830,94.000
833416.795,94.000
833417.749,94.000
833418.713,94.000
833419.671,93.000
833420.633,93.000
833421.589,93.000
833422.554,92.000
833423.512,92.000
